@relation ant-ivy_developer_last_label

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute numOfBIC numeric
@attribute fileAge numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute CommitHour numeric
@attribute AGE numeric
@attribute numOfSubsystems numeric
@attribute numOfDirectories numeric
@attribute numOfFiles numeric
@attribute NUC numeric
@attribute developerExperience numeric
@attribute REXP numeric
@attribute LT numeric
@attribute isBuggy {clean,buggy}

@data
12,0.004436,0.003169,2,7,169,13,6,18,94,2,26,62,0.33871,13,13,1578,buggy
18,0.052632,0.033493,1,3,250,9,5,15,53,1,1,1,1,36,19.5,209,clean
3,0.000623,0.001246,1,5,485,17,7,19,16,1,1,1,1,24,16.5,1605,clean
2,0.022727,0.022727,0,1,0,1,1,16,0,1,53,186,0.016129,4,4,44,buggy
2,0.002188,0.002188,0,4,729,8,4,22,562,3,88,504,0.126984,1,1,457,clean
6,0.066667,0.033333,1,2,147,2,2,18,147,2,26,62,0.33871,13,13,60,buggy
25,0.041322,0.027548,7,1,0,2,1,11,0,1,37,83,0.036145,5,5,363,clean
10,0.013928,0.013928,2,3,41,6,3,11,6,2,49,138,0.07971,21,21,359,buggy
31,0.011538,0.008333,1,1,3,4,3,13,1,1,1,1,1,2,2,1560,clean
12,0.002309,0.025404,1,3,378,5,3,22,211,1,7,10,0.8,54,37.5,433,clean
16,0.022075,0.013245,4,1,0,1,1,16,0,1,53,186,0.016129,4,4,453,buggy
24,0.025641,0.030303,5,1,18,3,2,13,18,2,77,275,0.050909,13,13,429,clean
110,0.803738,0.224299,3,2,25,2,2,10,25,1,16,35,0.2,5,5,107,buggy
14,0.014423,0.019231,1,3,81,6,4,14,48,1,2,3,0.666667,3,3,416,buggy
2,0.003003,0.003003,0,1,3,3,2,20,1,1,8,9,0.333333,7,7,333,clean
2,0.015385,0.015385,0,0,722,6,4,22,710,3,88,504,0.126984,1,1,65,clean
3,0.035714,0.017857,0,1,18,4,3,13,11,2,77,275,0.050909,13,13,56,clean
2,0.018182,0.018182,0,0,731,2,2,22,731,3,88,504,0.126984,1,1,55,clean
4,0.005602,0.005602,0,1,2,2,2,16,2,1,53,186,0.016129,4,4,357,buggy
12,0.04,0.04,2,1,18,4,3,13,11,2,77,275,0.050909,13,13,150,clean
3,0.002703,0.005405,0,5,83,9,5,14,25,2,22,39,0.358974,1,1,370,buggy
32,0.010303,0.010303,6,1,2,2,2,16,2,1,53,186,0.016129,4,4,1553,buggy
2,0.004184,0.004184,0,0,0,1,1,11,0,1,56,135,0.066667,8,8,239,clean
4,0.014925,0.014925,1,1,0,1,1,16,0,1,53,186,0.016129,4,4,134,buggy
9,0.005848,0.00731,1,7,97,17,5,10,5,1,7,9,0.444444,4,4,684,buggy
6,0.013158,0.013158,0,1,18,2,2,13,18,2,77,275,0.050909,13,13,228,clean
1,0.004115,0,0,5,81,7,4,14,21,2,22,39,0.358974,1,1,243,buggy
3,0.003322,0.006645,0,4,56,7,3,5,16,1,25,48,0.1875,24,24,301,buggy
8,0.003463,0.003463,3,2,43,5,4,18,0,1,56,135,0.007407,4,4,1155,clean
19,0.101124,0.11236,2,1,0,1,1,18,0,1,23,69,0.043478,20,20,89,buggy
68,0.311111,0.192593,4,2,6,4,3,14,9,1,1,1,1,9,9,135,clean
2,0.009901,0.009901,0,0,20,4,4,13,11,2,77,275,0.050909,13,13,101,clean
2,0.007143,0.007143,0,3,729,5,4,22,685,3,88,504,0.126984,1,1,140,clean
3,0.009709,0.019417,0,1,0,1,1,16,0,1,53,186,0.016129,4,4,103,buggy
2,0.00134,0.00134,0,5,76,8,4,11,6,2,49,138,0.07971,21,21,746,buggy
2,0.006452,0.006452,0,2,33,5,3,17,14,1,9,39,0.076923,19,19,155,buggy
2,0.005917,0.005917,0,3,41,7,4,11,6,2,49,138,0.07971,21,21,169,buggy
59,0.081818,0.186364,7,2,21,4,3,0,0,1,4,37,0.081081,18,18,220,buggy
4,0.057143,0.057143,0,1,2,2,2,16,2,1,53,186,0.016129,4,4,35,buggy
5,0.064103,0,0,1,6,2,1,11,6,1,56,135,0.066667,8,8,78,clean
2,0.000717,0.000717,0,9,738,18,6,22,534,3,88,504,0.126984,1,1,1394,clean
1,0.008547,0,0,1,5,3,2,17,0,1,1,1,1,2,2,117,clean
2,0.019608,0.019608,0,0,0,1,1,22,0,3,88,504,0.126984,1,1,51,clean
32,0.225352,0.225352,1,0,10,4,2,10,0,2,19,19,0.315789,6,6,71,clean
2,0.041667,0.041667,0,0,0,1,1,22,0,3,88,504,0.126984,1,1,24,clean
19,0.024155,0.021739,3,2,55,5,4,13,18,2,77,275,0.050909,13,13,414,clean
2,0.001309,0.001309,0,0,0,1,1,11,0,1,56,135,0.066667,8,8,764,clean
12,0.036184,0.003289,2,0,0,1,1,15,0,2,38,132,0.068182,5,5,304,clean
10,0.094737,0.010526,0,1,231,2,2,11,231,1,1,1,1,4,2.5,95,clean
2,0.028571,0.028571,0,1,731,6,5,22,710,3,88,504,0.126984,1,1,35,clean
3,0.032258,0.016129,1,0,0,1,1,15,0,2,38,132,0.068182,5,5,62,clean
2,0.001319,0.001319,0,2,26,8,3,10,0,2,19,19,0.315789,6,6,758,clean
2,0.029412,0.029412,0,0,0,1,1,22,0,3,88,504,0.126984,1,1,34,clean
2,0.008333,0.008333,0,2,738,6,4,22,689,3,88,504,0.126984,1,1,120,clean
2,0.004184,0.004184,0,0,0,2,2,18,0,1,56,135,0.007407,4,4,239,clean
1,0.029412,0,0,1,18,2,2,13,18,2,77,275,0.050909,13,13,34,clean
2,0.029412,0.029412,0,1,0,1,1,11,0,2,49,138,0.07971,21,21,34,buggy
2,0.000737,0.000737,0,5,765,12,6,22,285,3,88,504,0.126984,1,1,1357,clean
2,0.035714,0.035714,0,0,572,2,2,22,572,3,88,504,0.126984,1,1,28,clean
2,0.033333,0.033333,0,0,0,1,1,21,0,1,16,32,0.15625,9,9,30,clean
38,0.016763,0.007737,15,2,37,5,4,11,0,1,37,83,0.036145,5,5,1551,clean
5,0.017857,0.011905,1,1,8,3,2,11,6,1,56,135,0.066667,8,8,168,clean
2,0.004329,0.004329,0,3,731,8,5,22,689,3,88,504,0.126984,1,1,231,clean
12,0.0625,0.125,1,1,0,1,1,0,0,1,4,37,0.081081,18,18,64,buggy
6,0.00542,0.01084,1,3,56,5,2,5,16,1,25,48,0.1875,24,24,369,buggy
2,0.002183,0.002183,0,4,729,6,4,22,562,3,88,504,0.126984,1,1,458,clean
1,0,0.0025,0,4,294,8,5,19,35,1,6,8,0.625,43,26.5,400,clean
2,0.02439,0.02439,0,0,0,1,1,22,0,3,88,504,0.126984,1,1,41,clean
10,0.09434,0.09434,1,1,18,2,2,13,18,2,77,275,0.050909,13,13,53,clean
5,0.005076,0.003384,2,1,0,1,1,16,0,1,53,186,0.016129,4,4,591,buggy
36,0.121951,0.170732,4,1,5,2,2,17,5,1,3,4,0.5,1,1,123,buggy
6,0.036145,0.036145,1,1,32,4,3,11,20,2,49,138,0.07971,21,21,83,buggy
2,0.041667,0.041667,0,0,572,2,2,22,572,3,88,504,0.126984,1,1,24,clean
20,0.03413,0.03413,3,1,0,1,1,16,0,1,53,186,0.016129,4,4,293,buggy
25,0.02635,0.006588,4,5,68,14,4,18,16,1,1,1,1,10,10,759,clean
9,0.009174,0.007339,2,3,41,7,4,11,6,2,49,138,0.07971,21,21,545,buggy
10,0.051282,0,1,0,7,2,2,15,7,2,38,132,0.068182,5,5,195,clean
3,0.005222,0.002611,0,5,58,8,3,10,0,1,1,1,1,8,8,383,clean
30,0.031136,0.02381,0,5,194,9,5,16,135,1,6,9,1,32,32,546,buggy
15,0.024324,0.016216,3,1,18,3,2,13,18,2,77,275,0.050909,13,13,370,clean
6,0.033708,0.033708,2,1,6,2,1,11,6,1,56,135,0.066667,8,8,89,clean
128,0.141509,0.160377,15,2,41,5,3,11,20,2,49,138,0.07971,21,21,424,buggy
6,0.007968,0.015936,0,4,191,8,5,12,148,1,7,14,0.571429,31,31,251,clean
6,0.010345,0.010345,1,2,6,2,1,11,6,2,49,138,0.07971,21,21,290,buggy
10,0.098039,0.098039,2,2,4,4,2,10,0,2,19,19,0.315789,6,6,51,clean
16,0.038278,0.038278,4,1,20,5,4,13,11,2,77,275,0.050909,13,13,209,clean
2,0.018182,0.018182,0,0,0,1,1,22,0,3,88,504,0.126984,1,1,55,clean
10,0.025253,0.025253,1,1,35,2,2,18,35,1,23,69,0.043478,20,20,198,buggy
2,0.004274,0.004274,0,1,709,3,3,22,562,3,88,504,0.126984,1,1,234,clean
2,0.015873,0.015873,0,0,0,1,1,22,0,3,88,504,0.126984,1,1,63,clean
2,0.022222,0.022222,0,0,0,1,1,22,0,3,88,504,0.126984,1,1,45,clean
32,0.016055,0.057339,3,0,17,2,2,19,17,1,1,1,1,44,27.5,436,clean
2,0.005525,0.005525,0,2,729,10,5,22,258,3,88,504,0.126984,1,1,181,clean
6,0.016667,0.033333,1,0,0,1,1,15,0,2,38,132,0.068182,5,5,120,clean
25,0.056995,0.072539,5,2,27,8,4,0,0,1,5,30,0.133333,17,17,193,buggy
3,0.035088,0.017544,0,0,2,2,2,11,2,1,37,83,0.036145,5,5,57,clean
2,0.010309,0.010309,0,3,39,4,2,11,6,2,49,138,0.07971,21,21,97,buggy
2,0.008929,0.008929,0,1,696,2,2,22,696,3,88,504,0.126984,1,1,112,clean
9,0.012658,0.010127,1,2,58,3,2,5,16,1,25,48,0.1875,24,24,395,buggy
9,0.005391,0.006739,3,8,230,15,6,7,24,1,19,25,0.6,33,33,742,clean
4,0.002695,0.002695,1,8,206,14,6,7,0,1,3,3,0.333333,27,27,742,clean
4,0.032787,0.032787,1,0,9,3,3,18,0,1,56,135,0.007407,4,4,61,clean
45,0.094787,0.118483,2,2,39,3,2,11,20,2,49,138,0.07971,21,21,211,buggy
2,0.013699,0.013699,0,1,0,1,1,16,0,1,53,186,0.016129,4,4,73,buggy
2,0.010101,0.010101,0,0,0,1,1,11,0,1,56,135,0.066667,8,8,99,clean
14,0.015873,0.039683,1,3,39,6,3,11,6,2,49,138,0.07971,21,21,252,buggy
19,0.006706,0.007452,2,5,203,8,5,18,78,2,26,62,0.33871,13,13,1342,buggy
49,0.040698,0.054264,9,1,20,4,3,13,18,2,77,275,0.050909,13,13,516,clean
29,0.040115,0.04298,5,2,35,4,3,18,14,1,23,69,0.043478,20,20,349,buggy
3,0.002717,0.005435,0,5,193,11,5,12,24,1,3,3,1,30,30,368,clean
2,0.018519,0.018519,0,1,689,2,2,22,689,3,88,504,0.126984,1,1,54,clean
2,0.014085,0.014085,0,0,0,1,1,22,0,3,88,504,0.126984,1,1,71,clean
2,0.006757,0.006757,0,0,731,5,5,22,559,3,88,504,0.126984,1,1,148,clean
2,0.032258,0.032258,0,1,0,1,1,17,0,1,3,4,0.5,1,1,31,buggy
2,0.020833,0.020833,0,1,722,7,4,22,710,3,88,504,0.126984,1,1,48,clean
2,0.00361,0.00361,0,2,728,5,4,22,647,3,88,504,0.126984,1,1,277,clean
2,0.014085,0.014085,0,0,722,6,4,22,710,3,88,504,0.126984,1,1,71,clean
6,0.020202,0.040404,0,1,0,1,1,16,0,1,53,186,0.016129,4,4,99,buggy
2,0.022727,0.022727,0,0,0,2,2,18,0,1,56,135,0.007407,4,4,44,clean
2,0.00116,0.00116,0,4,731,11,6,22,537,3,88,504,0.126984,1,1,862,clean
5,0.002265,0.003398,0,1,8,4,2,11,6,1,56,135,0.066667,8,8,883,clean
2,0.017241,0.017241,0,0,0,1,1,15,0,2,38,132,0.068182,5,5,58,clean
