@relation incubator-hivemall_Concat_Single_LSTM_Metric_last_label

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute numOfBIC numeric
@attribute fileAge numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute CommitHour numeric
@attribute AGE numeric
@attribute numOfSubsystems numeric
@attribute numOfDirectories numeric
@attribute numOfFiles numeric
@attribute NUC numeric
@attribute developerExperience numeric
@attribute REXP numeric
@attribute LT numeric
@attribute 'LSTM C.E.' numeric
@attribute isBuggy {buggy,clean}

@data
3,0.024691,0.012346,0,4,184,4,2,15,130,6,82,248,0.120968,39,25,81,2.229902,buggy
2,0.001399,0.001399,0,3,203,3,2,19,193,1,1,1,1,54,40,715,2.241574,buggy
4,0.006536,0.006536,0,1,0,1,1,6,0,1,25,67,0.059701,1,1,306,2.477917,buggy
7,0.017327,0,0,4,98,5,4,19,3,1,1,1,1,6,6,404,2.524135,buggy
3,0.020619,0.010309,0,1,13,2,1,15,13,2,4,4,0.75,71,35.833332,97,2.289353,clean
3,0.006667,0,0,3,171,3,2,12,16,1,6,22,0.318182,2,2,450,2.286296,buggy
18,0.232558,0.186047,1,1,0,1,1,6,0,1,25,67,0.059701,1,1,43,2.477917,buggy
3,0.011173,0.005587,0,5,465,5,4,15,286,6,82,248,0.120968,39,25,179,2.229902,buggy
7,0.05,0.02,0,2,12,2,2,16,12,2,9,22,0.227273,25,14,100,2.351593,buggy
9,0.006729,0.005384,0,11,602,13,5,14,159,1,4,6,0.5,28,10.833334,743,2.742462,clean
6,0.006452,0.00129,1,5,727,9,3,17,167,1,1,1,1,78,42.833332,775,2.758066,clean
321,0.384106,0.324503,11,4,197,4,2,0,26,1,13,27,0.333333,24,24,453,2.536551,buggy
66,0.040964,0.118072,10,0,0,1,1,16,0,1,1,1,1,72,36.833332,415,3.168602,clean
16,0.210526,0.070175,2,1,0,1,1,12,0,1,6,22,0.318182,2,2,57,2.286296,buggy
12,0.021552,0.030172,3,3,323,3,2,15,17,6,82,248,0.120968,39,25,232,2.229902,buggy
2,0.005025,0.005025,0,1,0,1,1,15,0,3,34,67,0.238806,6,5,199,2.302129,buggy
4,0.04918,0.016393,0,1,0,1,1,16,0,2,9,22,0.227273,25,14,61,2.351593,buggy
17,0.050794,0.003175,1,3,513,4,2,17,285,1,1,2,0.5,66,30.833332,315,2.911967,clean
3,0.075,0,1,1,0,1,1,16,0,2,4,6,0.5,77,41.833332,40,7.663142,buggy
124,0.453202,0.157635,8,1,92,2,2,18,92,1,5,8,0.75,19,19,203,2.437778,buggy
2,0.009259,0.009259,0,2,42,2,2,18,42,2,19,48,0.083333,41,27,108,3.518396,buggy
16,0.107143,0.007143,0,1,285,2,1,17,285,1,1,2,0.5,66,30.833332,140,2.911967,clean
6,0.042105,0.021053,1,2,65,2,1,15,65,6,82,248,0.120968,39,25,95,2.229902,buggy
3,0.005333,0.002667,0,2,27,2,2,20,27,3,22,37,0.297297,8,8,375,2.95405,buggy
19,0.018609,0,0,4,165,5,3,21,23,1,5,8,0.25,7,7,1021,3.124793,buggy
5,0.036496,0,0,2,463,3,1,16,147,1,1,1,1,50,36,137,2.289977,clean
95,0.257353,0.091912,13,1,0,1,1,19,0,1,3,7,0.285714,3,3,272,7.504165,buggy
8,0.013245,0.013245,1,2,13,2,2,15,13,6,82,248,0.120968,39,25,302,2.229902,buggy
8,0.009772,0.003257,1,6,372,8,2,11,0,4,19,31,0.290323,7,6,614,2.258878,buggy
17,0.013605,0.015306,3,3,215,4,2,12,167,1,6,22,0.318182,2,2,588,2.286296,buggy
337,0.760563,0.426056,9,2,154,2,1,14,154,1,13,38,0.236842,13,13,284,3.606279,buggy
14,0.038835,0.029126,2,4,197,4,2,0,43,1,13,27,0.333333,24,24,206,2.536551,buggy
7,0.006034,0,0,8,237,9,3,15,0,1,2,2,1,18,18,1160,2.484068,buggy
0,0,0,0,1,0,1,1,16,0,4,15,19,0.368421,29,15,95,2.701045,buggy
17,0.061224,0.054422,0,3,382,3,2,15,13,6,82,248,0.120968,39,25,147,2.229902,buggy
12,0.027778,0,1,12,709,14,5,19,243,1,4,12,0.833333,61,47,432,2.797129,clean
7,0.053846,0,0,2,58,2,2,16,58,1,2,2,1,12,12,130,2.531193,buggy
25,0.100559,0.039106,6,1,0,1,1,14,0,1,9,31,0.193548,1,1,179,3.088599,buggy
124,0.117179,0.023891,6,2,81,2,1,21,81,1,5,8,0.25,7,7,879,3.124793,buggy
6,0.035294,0.035294,1,2,65,2,1,15,65,6,82,248,0.120968,39,25,85,2.229902,buggy
6,0.035714,0.017857,1,1,0,1,1,15,0,6,82,248,0.120968,39,25,112,2.229902,buggy
23,0.022684,0.020794,5,5,382,5,2,15,184,6,82,248,0.120968,39,25,529,2.229902,buggy
2,0.005525,0.005525,0,4,266,5,3,20,216,1,1,1,1,62,26.833332,181,2.282656,clean
4,0.032258,0.032258,0,3,42,3,2,18,40,2,19,48,0.083333,41,27,62,3.518396,buggy
2,0.030303,0.030303,0,0,0,1,1,19,0,1,1,1,1,49,35,33,2.229902,clean
9,0.014799,0.004228,1,2,154,2,1,14,154,1,13,38,0.236842,13,13,473,3.606278,buggy
5,0.009174,0.006116,0,2,27,2,1,14,27,1,2,6,0.333333,11,11,327,3.708525,buggy
16,0.342857,0.114286,0,1,0,1,1,19,0,1,3,7,0.285714,3,3,35,7.504165,buggy
2,0.001548,0.001548,0,0,0,1,1,17,0,1,1,1,1,5,5,646,2.29652,clean
2,0.011236,0.011236,0,3,42,3,2,18,40,2,19,48,0.083333,41,27,89,3.518396,buggy
55,0.055696,0.083544,2,3,131,3,1,0,43,1,13,27,0.333333,24,24,395,2.536551,buggy
3,0.002016,0.004032,0,6,476,7,3,0,22,1,1,2,0.5,45,31,496,2.286296,clean
4,0.002911,0.002911,1,9,311,10,5,15,51,3,34,67,0.238806,6,5,687,2.302129,buggy
162,0.593284,0.011194,3,1,0,1,1,14,0,1,9,31,0.193548,1,1,268,3.088599,buggy
4,0.00271,0.00271,0,4,55,4,3,17,0,1,2,2,1,4,4,738,2.29652,buggy
17,0.116883,0.103896,1,1,0,1,1,2,0,1,7,21,0.142857,2,2,77,2.299418,buggy
290,1.096234,0.117155,5,2,4,2,1,18,4,1,1,1,1,3,3,239,16.570341,buggy
0,0,0,0,1,0,1,1,16,0,4,15,19,0.368421,29,15,73,2.701045,buggy
44,0.062745,0.023529,8,7,666,8,3,13,283,1,2,3,0.666667,29,11.833334,510,2.540742,buggy
18,0.017274,0.017274,8,2,67,4,3,15,0,1,1,6,0.333333,6,6,521,2.796491,clean
7,0.029126,0.038835,1,3,13,3,3,15,1,6,82,248,0.120968,39,25,103,2.229902,buggy
16,0.140351,0.140351,0,1,0,1,1,15,0,6,82,248,0.120968,39,25,57,2.229902,buggy
10,0.025773,0.025773,2,1,0,1,1,15,0,6,82,248,0.120968,39,25,194,2.229902,buggy
70,0.165179,0.147321,6,1,0,1,1,2,0,1,7,21,0.142857,2,2,224,2.299418,buggy
3,0.003839,0.001919,0,3,76,5,3,20,8,3,22,37,0.297297,8,8,521,2.95405,buggy
33,0.02329,0.024745,7,10,325,11,5,15,13,6,82,248,0.120968,39,25,687,2.229902,buggy
10,0.008902,0.005935,2,4,27,4,2,20,20,3,22,37,0.297297,8,8,674,2.95405,buggy
6,0.043478,0.008696,1,1,0,1,1,2,0,1,7,21,0.142857,2,2,115,2.299418,buggy
4,0.016,0.016,1,1,0,1,1,15,0,3,34,67,0.238806,6,5,125,2.302129,buggy
33,0.024781,0.023324,7,7,194,8,5,9,52,1,9,10,0.4,2,2,686,3.936082,buggy
10,0.090909,0.010101,0,3,582,3,1,15,286,2,3,9,0.444444,69,33.833332,99,2.289353,buggy
