@relation deltaspike_Master_NGLP_Metric_last_label

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute numOfBIC numeric
@attribute fileAge numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute CommitHour numeric
@attribute AGE numeric
@attribute numOfSubsystems numeric
@attribute numOfDirectories numeric
@attribute numOfFiles numeric
@attribute NUC numeric
@attribute developerExperience numeric
@attribute REXP numeric
@attribute LT numeric
@attribute NGLP numeric
@attribute isBuggy {clean,buggy}

@data
4,0.016529,0.016529,1,3,30,3,1,17,0,1,2,2,1,53,37.5,121,46.18399,buggy
34,0.015397,0.012156,6,4,217,7,2,15,0,1,1,2,1,23,23,1234,1.222392,clean
9,0.116883,0,2,2,1,3,2,10,0,1,3,4,0.25,6,6,77,19.542066,clean
39,0.018692,0.345794,1,1,0,1,1,21,0,1,6,10,0.3,1,1,107,0,buggy
4,0.030303,0.030303,0,0,0,1,1,10,0,1,1,1,1,35,19.5,66,-0,clean
13,0.101695,0.008475,2,1,0,2,2,11,0,1,1,1,1,3,3,118,2.059015,clean
204,1.009901,1.009901,1,1,0,1,1,2,0,1,9,25,0.04,1,1,101,3.67697,buggy
43,0.171171,0.216216,1,1,0,1,1,11,0,1,2,2,1,2,2,111,111.1198,buggy
2,0.028571,0.028571,0,1,0,1,1,21,0,1,6,10,0.3,1,1,35,0,buggy
21,0.085526,0.052632,1,3,175,4,3,10,110,1,4,5,0.6,1,1,152,0,clean
10,0.024691,0.016461,1,4,30,5,1,17,0,1,2,3,1,55,39.5,243,0,buggy
2,0.002451,0.002451,0,1,0,1,1,2,0,1,9,25,0.04,1,1,408,3.67697,buggy
52,0.12065,0,2,1,0,1,1,20,0,1,3,3,0.666667,4,4,431,13.738513,buggy
3,0.00639,0.003195,0,0,7,2,2,22,7,1,1,1,1,18,10.5,313,-0,clean
2,0.010101,0.010101,0,0,0,1,1,12,0,1,3,8,0.25,42,26.5,99,0,clean
2,0.007813,0,0,0,154,2,1,22,154,1,1,1,1,17,17,256,0,clean
2,0.006289,0.006289,0,0,0,1,1,12,0,1,3,8,0.25,42,26.5,159,0,clean
18,0.109756,0,3,2,0,2,1,15,0,1,2,2,1,44,28.5,164,5.436255,buggy
6,0.048193,0.024096,1,0,0,1,1,9,0,1,1,1,1,21,21,83,2.424059,clean
21,0.188679,0.009434,1,1,0,1,1,15,0,1,2,2,1,44,28.5,106,5.436255,buggy
5,0.01004,0,0,1,270,3,2,16,11,1,1,1,1,45,29.5,498,0.099536,clean
7,0.063492,0.047619,1,1,0,1,1,21,0,1,1,2,1,5,5,63,0,buggy
12,0.184615,0,1,1,0,1,1,13,0,1,3,3,0.333333,1,1,65,11.128146,buggy
9,0.082569,0,1,1,0,1,1,10,0,1,2,2,0.5,9,9,109,23.75187,buggy
10,0.122449,0.081633,2,1,0,1,1,20,0,1,7,11,0.090909,15,15,49,173.235055,buggy
1,0.027027,0,0,0,0,1,1,20,0,1,2,2,1,6,4,37,0,clean
41,0.072874,0.010121,4,4,19,4,1,9,11,1,2,2,1,12,12,494,33.560849,buggy
12,0.067416,0,1,3,0,4,1,23,0,1,2,3,0.666667,9,9,178,0,buggy
4,0.04,0,1,0,96,3,2,17,86,1,1,1,1,4,4,100,0,clean
5,0.029412,0.044118,1,0,12,4,1,21,6,1,2,3,0.666667,8,8,68,1.145074,clean
8,0.012461,0,0,6,361,15,3,14,16,1,2,4,0.75,58,42.5,642,17.714272,clean
5,0.089286,0,0,0,0,1,1,12,0,1,2,2,0.5,64,48.5,56,0,clean
0,0,0,0,0,0,1,1,21,0,1,3,7,0.142857,19,10.5,96,0,clean
3,0.012422,0.006211,0,0,0,1,1,18,0,1,2,2,1,33,17.5,161,3.874422,clean
6,0.012295,0,1,3,7,3,1,11,7,1,1,3,0.666667,7,7,488,0,buggy
4,0.004902,0.004902,2,1,277,2,2,20,277,1,7,8,0.625,5,3,408,0,clean
4,0.033333,0.033333,1,1,0,1,1,2,0,1,9,25,0.04,1,1,60,3.67697,buggy
2,0.003623,0.003623,0,0,206,2,2,11,206,1,2,2,0.5,28,12.166666,276,29.795651,clean
3,0.001905,0.00381,1,4,22,5,1,14,3,1,1,1,1,17,17,525,5.024125,clean
2,0.020408,0.020408,0,0,0,2,1,17,0,1,1,1,1,7,7,49,13.418979,clean
9,0.095745,0,1,0,0,1,1,16,0,1,3,3,0.666667,21,12.5,94,3.839535,clean
16,0.029907,0,3,3,14,4,2,12,13,1,1,1,1,4,4,535,11.041628,buggy
5,0.007353,0.004902,0,1,323,3,2,16,45,1,3,3,0.666667,21,12.5,408,3.839535,clean
5,0.018405,0.01227,2,1,2,2,2,16,2,1,1,1,1,3,3,163,0,clean
10,0.125,0.1875,0,1,0,1,1,21,0,1,6,10,0.3,1,1,32,0,buggy
2,0.017241,0.017241,0,1,0,1,1,13,0,1,5,6,0.333333,2,2,58,0,buggy
7,0.019481,0.025974,2,4,277,6,2,20,273,1,7,8,0.625,5,3,154,0,clean
4,0.053571,0.017857,1,1,0,1,1,13,0,1,5,6,0.333333,2,2,56,0,buggy
2,0.006944,0.006944,0,1,0,2,1,18,0,1,2,2,1,33,17.5,144,3.874422,clean
3,0.078947,0,0,0,0,1,1,15,0,1,2,2,0.5,1,1,38,13.227786,clean
13,0.037634,0.032258,2,1,0,1,1,2,0,1,9,25,0.04,1,1,186,3.67697,buggy
2,0.014925,0.014925,0,0,0,1,1,14,0,1,5,9,0.333333,43,27.5,67,0,clean
1,0,0.005495,0,3,4,4,1,17,0,1,1,1,1,14,14,182,0,clean
2,0.023256,0.023256,0,0,0,1,1,12,0,1,3,8,0.25,42,26.5,43,0,clean
2,0.014706,0.014706,0,0,6,2,1,17,6,1,1,2,1,5,5,68,0,clean
7,0.06383,0.010638,0,1,0,1,1,10,0,1,2,2,0.5,9,9,94,23.75187,buggy
1,0,0.017241,0,1,0,1,1,2,0,1,9,25,0.04,1,1,58,3.67697,buggy
3,0.075,0,0,0,0,1,1,7,0,1,1,2,0.5,2,1.5,40,0,clean
4,0.013245,0.013245,0,0,0,1,1,14,0,1,5,9,0.333333,43,27.5,151,0,clean
9,0.04878,0.006098,0,1,13,3,1,11,13,1,2,2,1,36,20.5,164,0,buggy
2,0.002809,0.002809,0,1,9,3,1,23,9,1,1,1,1,11,9.5,356,0.337599,clean
4,0.014085,0.014085,1,2,689,4,3,0,529,1,1,1,1,17,9.5,142,-0,clean
99,0.296137,0.128755,8,1,0,1,1,12,0,1,2,2,0.5,11,11,233,163.46827,buggy
27,0.137755,0,3,3,0,4,1,23,0,1,2,3,0.666667,9,9,196,0,buggy
0,0,0,0,0,0,1,1,21,0,1,3,7,0.142857,19,10.5,37,0,clean
2,0.015152,0.015152,0,0,0,1,1,14,0,1,5,9,0.333333,43,27.5,66,0,clean
0,0,0,0,0,0,1,1,20,0,1,7,8,0.625,5,3,38,0,clean
0,0,0,0,0,0,1,1,21,0,1,3,7,0.142857,19,10.5,548,0,clean
18,0.066176,0.066176,4,1,0,1,1,21,0,1,6,10,0.3,1,1,136,0,buggy
2,0.026316,0.026316,0,1,0,1,1,13,0,1,3,3,0.333333,22,22,38,0,buggy
5,0.018868,0.075472,1,2,3,2,1,14,3,1,1,4,0.5,4,4,53,10.532521,buggy
142,0.00921,0.09977,10,5,314,10,3,12,0,1,1,1,1,40,24.5,1303,17.032546,clean
2,0.027778,0.027778,0,1,0,1,1,13,0,1,3,3,0.333333,22,22,36,0,buggy
2,0.020408,0.020408,0,0,0,1,1,23,0,1,2,3,0.333333,8,6.5,49,7.803352,clean
2,0.021739,0.021739,0,1,0,1,1,2,0,1,9,25,0.04,1,1,46,3.67697,buggy
2,0.025641,0.025641,0,0,0,1,1,17,0,1,2,4,0.75,6,6,39,0,clean
3,0.017647,0,1,1,0,1,1,11,0,1,4,5,0.4,3,3,170,0,buggy
19,0.012442,0.017107,3,6,316,13,3,13,0,1,1,1,1,48,32.5,643,17.574303,clean
4,0.007168,0.007168,0,0,12,3,1,21,6,1,2,3,0.666667,8,8,279,1.145074,clean
19,0.030172,0.051724,4,4,274,7,2,20,273,1,7,8,0.625,5,3,232,0,clean
12,0.010025,0.02005,4,2,447,4,3,16,374,1,1,1,1,1,1,399,0,clean
14,0.037433,0.037433,2,1,694,3,2,15,0,1,1,1,1,31,15.166666,187,0,clean
2,0.019231,0,0,0,0,1,1,13,0,1,1,1,1,30,14.166666,104,0.387023,clean
6,0.011811,0.011811,2,5,31,7,1,9,0,1,2,4,0.75,57,41.5,254,0,buggy
7,0.012371,0.002062,0,0,0,1,1,18,0,1,1,1,1,1,1,485,0,clean
8,0.086957,0.086957,1,1,0,1,1,9,0,1,2,4,0.75,57,41.5,46,0,buggy
14,0.09589,0.09589,0,1,0,2,1,14,0,1,5,9,0.333333,43,27.5,73,0,clean
32,0.162791,0.209302,1,1,0,2,2,9,0,1,1,1,1,6,4.5,86,14.988507,clean
2,0.014706,0.014706,0,0,0,1,1,14,0,1,3,4,0.75,20,11.5,68,0,clean
14,0.037433,0.037433,2,1,694,2,2,9,694,1,1,1,1,1,1,187,0,clean
12,0.070968,0.006452,1,1,0,1,1,11,0,1,4,5,0.4,3,3,155,0,buggy
4,0.114286,0,1,0,0,1,1,7,0,1,1,2,0.5,2,1.5,35,0,clean
4,0.020833,0.0625,0,1,0,2,1,17,0,1,2,3,1,55,39.5,48,0,buggy
7,0.046358,0,0,1,323,2,1,16,323,1,3,3,0.666667,22,13.5,151,8.931722,clean
8,0.225806,0.032258,0,0,0,1,1,11,0,1,1,2,0.5,3,3,31,10.199672,clean
4,0.004687,0.001563,1,6,344,14,3,12,27,1,2,2,1,51,35.5,640,12.891784,clean
2,0.02,0.02,0,2,3,3,1,14,0,1,1,1,1,5,5,50,0,clean
197,1.052083,1,0,0,0,1,1,18,0,1,1,2,1,49,33.5,96,117.421132,clean
2,0.011494,0.011494,0,0,0,1,1,12,0,1,3,8,0.25,42,26.5,87,0,clean
29,0.081967,0.076503,5,1,0,1,1,2,0,1,9,25,0.04,1,1,183,3.67697,buggy
202,3.046875,0.109375,2,2,7,2,1,11,7,1,1,3,0.666667,7,7,64,0,buggy
67,0.101604,0.256684,2,3,3,3,1,16,0,1,4,5,0.4,7,7,187,0,buggy
2,0.004,0.004,0,1,483,3,2,11,483,1,1,1,1,29,13.166666,250,0,clean
3,0,0.058824,0,0,0,1,1,17,0,1,2,2,0.5,54,38.5,51,0,clean
4,0.083333,0,0,0,0,1,1,13,0,1,1,1,1,66,50.5,48,32.054088,clean
197,1.727273,0.262626,3,1,0,1,1,15,0,1,1,1,1,6,6,99,138.42173,buggy
24,0.098765,0.049383,3,1,0,1,1,13,0,1,5,6,0.333333,2,2,162,0,buggy
24,0.039931,0.001736,1,1,0,1,1,20,0,1,1,1,1,4,2.5,576,14.786314,buggy
46,0.309735,0.097345,3,1,0,1,1,13,0,1,5,6,0.333333,2,2,113,0,buggy
4,0.022388,0.007463,0,0,0,1,1,21,0,1,1,1,1,26,26,134,0,clean
4,0.040816,0.040816,1,0,0,1,1,17,0,1,2,4,0.75,6,6,49,0,clean
9,0.021505,0.010753,0,0,14,4,1,13,1,1,1,1,1,10,10,279,0.641346,clean
8,0.011765,0.035294,3,1,208,2,1,20,208,1,2,2,1,6,4,170,0,clean
4,0.08,0,0,2,48,2,1,17,48,1,4,6,0.5,3,3,50,0,buggy
96,0.151064,0.053191,5,1,0,1,1,13,0,1,3,3,0.333333,1,1,470,11.128146,buggy
15,0.026132,0,1,0,44,3,1,14,44,1,2,4,0.75,58,42.5,574,17.714272,clean
65,0.041806,0.06689,3,2,0,2,1,20,0,1,1,1,1,5,3.5,598,18.362914,buggy
5,0.104167,0,0,1,0,1,1,13,0,1,3,3,0.333333,1,1,48,11.128146,buggy
25,0.202128,0.06383,1,1,0,1,1,2,0,1,9,25,0.04,1,1,94,3.67697,buggy
2,0.00289,0.00289,0,0,0,1,1,23,0,1,2,3,0.333333,8,6.5,346,7.803352,clean
18,0.082645,0.066116,1,4,31,4,1,9,1,1,2,4,0.75,57,41.5,121,0,buggy
2,0.000818,0.000818,0,4,127,5,1,15,103,1,1,1,1,20,20,1222,2.086817,buggy
8,0.121212,0.121212,1,1,0,1,1,9,0,1,2,4,0.75,57,41.5,33,0,buggy
11,0.043478,0.195652,0,1,14,2,1,14,14,1,2,4,0.75,58,42.5,46,17.714272,clean
2,0.009804,0.009804,0,0,0,1,1,16,0,1,1,2,0.5,16,16,102,0,clean
4,0.020408,0.061224,0,0,6,3,1,21,6,1,2,3,0.666667,8,8,49,1.145074,clean
6,0.06383,0.06383,1,0,7,4,1,13,1,1,2,2,0.5,9,9,47,0.641346,clean
10,0.170213,0.042553,1,0,7,5,1,14,0,1,1,1,1,13,13,47,0,clean
3,0.003617,0.001808,0,3,14,6,2,12,0,1,1,1,1,10,10,553,0.791521,clean
2,0.008929,0.008929,0,1,197,2,1,21,197,1,1,1,1,18,9.5,112,0,clean
22,0.033956,0.003396,2,0,52,4,1,20,7,1,2,3,1,59,43.5,589,39.998202,clean
4,0.032787,0.032787,0,1,0,1,1,2,0,1,9,25,0.04,1,1,61,3.67697,buggy
2,0.026316,0.026316,0,0,46,2,2,13,46,1,1,1,1,23,14.5,38,0,clean
7,0.012821,0.009615,0,0,0,1,1,9,0,1,1,1,1,1,1,312,15.579139,clean
6,0.065217,0.065217,0,0,0,1,1,14,0,1,5,9,0.333333,43,27.5,46,0,clean
33,0.181319,0,0,2,2,3,1,18,1,1,1,2,1,49,33.5,182,117.421132,clean
34,0.135593,0.440678,0,0,0,1,1,11,0,1,1,1,1,2,2,59,3.934112,clean
11,0.080292,0,1,2,0,2,1,17,0,1,4,6,0.5,3,3,137,0,buggy
9,0.041096,0,0,1,0,1,1,19,0,1,1,1,1,7,5.5,219,1.564785,buggy
101,0.388889,0.234568,5,1,0,1,1,20,0,1,7,11,0.090909,15,15,162,173.235055,buggy
7,0.011655,0.004662,4,1,71,2,2,13,71,1,5,6,0.333333,2,2,429,0,buggy
8,0.009662,0.028986,0,0,0,1,1,7,0,1,1,1,1,3,2.5,207,11.45369,clean
3,0.02439,0.04878,1,0,6,2,1,17,6,1,1,2,1,5,5,41,0,clean
8,0.129032,0.129032,1,1,0,1,1,20,0,1,7,11,0.090909,15,15,31,173.235055,buggy
2,0.057143,0,0,0,0,1,1,12,0,1,2,2,0.5,64,48.5,35,0,clean
4,0.027397,0.027397,1,1,0,1,1,15,0,1,2,4,0.5,41,25.5,73,0,buggy
41,0.5125,0,0,2,29,2,1,13,29,1,1,1,1,52,36.5,80,164.689869,buggy
6,0,0.074074,1,1,148,2,2,15,148,1,2,2,0.5,24,24,81,0,clean
2,0.007092,0,1,0,14,5,1,13,0,1,1,1,1,11,11,282,7.576349,clean
4,0.013333,0.013333,0,1,0,1,1,2,0,1,9,25,0.04,1,1,150,3.67697,buggy
9,0.140351,0.017544,0,1,0,1,1,22,0,1,3,4,0.75,2,2,57,19.542066,buggy
2,0.003937,0.003937,0,5,53,8,1,20,21,1,2,3,1,59,43.5,254,39.998202,clean
19,0.131783,0.015504,1,2,53,3,3,8,53,1,2,2,1,1,1,129,0,buggy
8,0.009662,0.028986,0,0,0,2,2,13,0,1,2,3,0.666667,63,47.5,207,0,clean
31,0.074074,0.040741,5,0,0,1,1,11,0,1,1,1,1,1,1,270,2.459432,clean
6,0.004898,0,0,3,20,3,1,9,19,1,2,2,1,12,12,1225,33.560849,buggy
12,0.025316,0.050633,3,4,4,5,1,17,0,1,2,3,1,12,12,158,0,buggy
30,0.07377,0.04918,6,1,0,2,1,17,0,1,1,1,1,7,7,244,17.527635,clean
2,0.014493,0.014493,0,0,0,1,1,14,0,1,5,9,0.333333,43,27.5,69,0,clean
2,0.014706,0.014706,0,0,6,3,1,17,0,1,2,4,0.75,6,6,68,0,clean
42,0.45977,0.022989,3,0,0,1,1,10,0,1,1,1,1,13,13,87,69.445424,clean
4,0.054054,0.054054,0,1,0,1,1,21,0,1,6,10,0.3,1,1,37,0,buggy
4,0.055556,0.055556,1,1,0,1,1,2,0,1,9,25,0.04,1,1,36,3.67697,buggy
8,0.015779,0,0,1,0,1,1,20,0,1,7,11,0.090909,15,15,507,173.235055,buggy
4,0.013158,0.013158,1,1,161,2,2,10,161,1,1,1,1,1,1,152,9.672249,clean
8,0.003745,0.026217,1,0,0,1,1,15,0,1,1,1,1,1,1,267,0,clean
8,0.027972,0.027972,0,1,0,1,1,17,0,1,2,6,0.833333,13,13,143,0.710493,buggy
86,0.076246,0.175953,8,1,0,1,1,20,0,1,7,11,0.090909,15,15,341,173.235055,buggy
11,0.346154,0.076923,0,1,0,1,1,11,0,1,1,3,0.666667,7,7,26,0,buggy
6,0.023392,0.011696,2,1,13,4,1,11,0,1,1,2,1,37,21.5,171,0,clean
10,0.163636,0.018182,1,0,0,1,1,11,0,1,1,2,1,37,21.5,55,0,clean
29,0.227848,0.13924,1,1,0,1,1,7,0,1,1,1,1,38,22.5,79,31.662699,buggy
2,0.002639,0.002639,0,4,4,5,1,17,1,1,2,6,0.833333,13,13,379,0.710493,buggy
8,0.015873,0.015873,0,2,314,3,1,14,307,1,5,9,0.333333,43,27.5,252,0,clean
24,0.036419,0,0,6,406,18,4,12,38,1,1,1,1,60,44.5,659,165.098272,clean
2,0.002494,0.002494,0,0,0,1,1,13,0,1,1,1,1,65,49.5,401,0.641346,clean
49,0.065891,0.02907,9,2,1,2,1,22,1,1,3,4,0.75,2,2,516,19.542066,buggy
2,0.027778,0.027778,0,1,0,1,1,13,0,1,3,3,0.333333,22,22,36,0,buggy
3,0.075,0,0,0,0,2,2,13,0,1,2,3,0.666667,63,47.5,40,0,clean
20,0.027818,0.001464,2,6,406,19,4,13,0,1,2,2,1,61,45.5,683,0,clean
7,0,0.081395,2,1,0,1,1,17,0,1,2,3,1,12,12,86,0,buggy
10,0.02193,0.02193,0,1,70,2,1,20,70,1,1,1,1,14,12.5,228,1.564785,clean
4,0.04,0.04,2,1,0,1,1,21,0,1,6,10,0.3,1,1,50,0,buggy
2,0.015152,0.015152,0,0,11,2,1,12,11,1,3,8,0.25,42,26.5,66,0,clean
2,0.005348,0.005348,0,2,3,2,1,11,3,1,4,5,0.4,3,3,187,0,buggy
6,0.055556,0.055556,0,2,1,4,2,10,0,1,3,4,0.25,6,6,54,19.542066,clean
17,0.175824,0.010989,0,1,0,1,1,12,0,1,2,2,1,39,23.5,91,17.563564,buggy
37,0.00463,0.081019,2,2,72,3,2,17,0,1,4,6,0.5,3,3,432,0,buggy
40,0.359375,0.265625,0,2,3,2,1,14,3,1,1,4,0.5,4,4,64,10.532521,buggy
2,0.022727,0.022727,0,0,206,2,2,11,206,1,2,2,0.5,28,12.166666,44,29.795651,clean
13,0.068421,0,2,4,1,5,1,17,0,1,2,6,0.833333,13,13,190,0.710493,buggy
0,0,0,0,0,0,1,1,20,0,1,7,8,0.625,5,3,138,0,clean
7,0.084337,0,1,0,0,1,1,11,0,1,3,3,0.666667,2,2,83,9.668885,clean
32,0.09697,0.09697,2,2,0,2,1,16,0,1,4,5,0.4,7,7,165,0,buggy
6,0.030303,0.151515,0,1,14,2,1,14,14,1,2,4,0.75,58,42.5,33,17.714272,clean
15,0.082569,0.055046,5,1,0,1,1,20,0,1,7,11,0.090909,15,15,109,173.235055,buggy
615,0.03038,0.488608,11,6,315,11,3,15,0,1,2,4,0.5,41,25.5,1185,0,buggy
5,0.007634,0.001908,0,4,23,6,1,12,0,1,1,1,1,18,18,524,-0,clean
7,0.003745,0.009363,0,6,239,10,2,14,0,1,1,2,1,29,29,534,27.299674,clean
320,1.051282,1,0,1,0,1,1,15,0,1,2,4,0.5,41,25.5,156,0,buggy
6,0.012987,0.025974,0,1,0,1,1,2,0,1,9,25,0.04,1,1,154,3.67697,buggy
158,0.214575,0.105263,11,1,0,1,1,20,0,1,7,11,0.090909,15,15,494,173.235055,buggy
2,0.00177,0.00177,0,0,0,1,1,14,0,1,5,9,0.333333,43,27.5,565,0,clean
7,0.040816,0.030612,1,1,0,1,1,21,0,1,6,10,0.3,1,1,98,0,buggy
148,1.176471,1,0,1,0,1,1,15,0,1,2,4,0.5,41,25.5,68,0,buggy
16,0.05298,0.05298,2,1,0,1,1,2,0,1,9,25,0.04,1,1,151,3.67697,buggy
10,0.163636,0.018182,0,1,10,2,1,16,10,1,1,1,1,19,19,55,37.109104,clean
5,0.042857,0.028571,0,2,3,3,1,15,0,1,1,1,1,6,6,70,9.017948,clean
29,0.104895,0.097902,0,2,16,2,2,21,16,1,6,10,0.3,1,1,143,0,buggy
11,0.044643,0.053571,4,1,300,3,1,14,103,1,3,4,0.75,20,11.5,112,0,clean
100,0.195592,0.07989,8,1,0,1,1,2,0,1,9,25,0.04,1,1,363,3.67697,buggy
9,0.140351,0.017544,0,1,0,2,2,10,0,1,3,4,0.25,6,6,57,19.542066,clean
2,0.022727,0.022727,0,0,0,1,1,17,0,1,2,2,0.5,1,1,44,29.795651,clean
31,0.009346,0.280374,2,2,3,2,1,23,3,1,2,3,0.666667,9,9,107,0,buggy
56,0.044035,0.000801,3,5,314,9,3,12,96,1,2,2,1,39,23.5,1249,17.563564,buggy
2,0.0025,0.0025,0,3,3,3,1,16,0,1,4,5,0.4,7,7,400,0,buggy
28,0.130233,0,2,3,30,4,1,17,27,1,2,2,1,53,37.5,215,46.18399,buggy
3,0.037736,0.018868,0,1,0,2,2,14,0,1,1,1,1,3,3,53,30.618279,clean
2,0.006329,0.006329,0,3,3,4,1,17,0,1,3,4,0.25,8,8,158,0,clean
83,0.163636,0.339394,4,1,0,1,1,2,0,1,9,25,0.04,1,1,165,3.67697,buggy
45,0.06518,0.012007,3,2,51,3,1,13,51,1,1,1,1,13,11.5,583,23.686112,clean
29,0.07027,0.086486,3,3,4,3,1,17,4,1,2,6,0.833333,13,13,185,0.710493,buggy
8,0.072727,0.072727,1,1,0,1,1,12,0,1,2,2,0.5,11,11,55,163.46827,buggy
31,0.274336,0,0,1,0,1,1,18,0,1,1,1,1,32,16.5,113,112.764509,buggy
24,0.107692,0.076923,0,0,0,1,1,11,0,1,1,1,1,26,17.5,130,7.199672,clean
2,0.015152,0.015152,0,0,28,2,1,11,28,1,1,1,1,50,34.5,66,0,clean
7,0.032787,0.005464,0,4,180,6,3,10,159,1,4,5,0.6,1,1,183,0,clean
77,0.065445,0.001745,5,1,0,1,1,13,0,1,1,1,1,2,2,1146,172.97223,buggy
4,0.013158,0.013158,1,1,209,3,3,17,48,1,1,1,1,31,31,152,9.672249,clean
61,0.05,0.1025,2,3,3,4,1,17,0,1,3,4,0.25,8,8,400,0,clean
37,0.095588,0.176471,6,1,0,1,1,20,0,1,7,11,0.090909,15,15,136,173.235055,buggy
29,0.189542,0,2,5,325,7,2,10,47,1,1,1,1,24,15.5,153,27.620975,buggy
9,0.011385,0.005693,1,5,215,7,1,16,192,1,1,1,1,25,25,527,0,buggy
6,0.056604,0.056604,1,1,0,1,1,2,0,1,9,25,0.04,1,1,53,3.67697,buggy
22,0.193548,0.16129,2,1,0,1,1,2,0,1,9,25,0.04,1,1,62,3.67697,buggy
31,0.049363,0,2,6,368,17,4,20,7,1,2,3,1,59,43.5,628,39.998202,clean
0,0,0,0,0,0,1,1,21,0,1,3,7,0.142857,19,10.5,59,0,clean
6,0.055556,0.055556,0,2,1,3,2,22,1,1,3,4,0.75,2,2,54,19.542066,buggy
5,0,0.012346,0,2,3,2,1,11,3,1,4,5,0.4,3,3,405,0,buggy
21,0.12,0,2,2,0,3,1,17,0,1,3,4,0.25,8,8,175,0,clean
12,0.387097,0,0,1,0,1,1,20,0,1,7,11,0.090909,15,15,31,173.235055,buggy
2,0.005814,0.005814,0,0,0,1,1,12,0,1,3,8,0.25,42,26.5,172,0,clean
15,0.021239,0.00531,2,0,0,2,1,16,0,1,1,1,1,46,30.5,565,24.324582,clean
14,0.024857,0.001912,0,1,0,1,1,20,0,1,7,11,0.090909,15,15,523,173.235055,buggy
2,0.015625,0.015625,0,0,0,1,1,12,0,1,3,8,0.25,42,26.5,64,0,clean
5,0.071429,0,0,1,0,1,1,21,0,1,6,10,0.3,1,1,70,0,buggy
4,0.030769,0.030769,0,0,1,2,2,19,1,1,1,1,1,16,8.5,65,0,clean
3,0.006757,0.013514,0,2,110,3,2,10,110,1,4,5,0.6,1,1,148,0,clean
6,0.08,0,2,1,0,1,1,8,0,1,2,2,1,1,1,75,0,buggy
5,0.013453,0.008969,0,3,0,5,1,9,0,1,1,1,1,10,10,223,0,clean
4,0.007353,0.007353,1,1,2,2,1,11,2,1,1,1,1,14,14,272,0,clean
4,0.013605,0.013605,0,4,3,4,1,16,0,1,4,5,0.4,7,7,147,0,buggy
