@relation incubator-hivemall_Master_NGLP_Metric_last_label

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute numOfBIC numeric
@attribute fileAge numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute CommitHour numeric
@attribute AGE numeric
@attribute numOfSubsystems numeric
@attribute numOfDirectories numeric
@attribute numOfFiles numeric
@attribute NUC numeric
@attribute developerExperience numeric
@attribute REXP numeric
@attribute LT numeric
@attribute NGLP numeric
@attribute isBuggy {buggy,clean}

@data
2,0.011765,0.011765,0,1,0,1,1,20,0,2,12,20,0.3,20,20,85,23.051602,buggy
12,0.06875,0.00625,1,3,673,5,2,16,113,2,4,6,0.5,77,41.833332,160,127.349288,buggy
44,0.177632,0.111842,4,1,0,1,1,6,0,1,25,67,0.059701,1,1,152,0,buggy
5,0.060241,0,0,2,413,3,2,20,248,1,6,13,0.384615,27,16,83,0,buggy
22,0.06,0.013333,3,2,83,2,2,6,83,1,25,67,0.059701,1,1,300,0,buggy
2,0.001379,0.001379,0,4,334,5,2,16,320,1,5,8,0.5,73,37.833332,725,0,clean
105,0.058447,0.037443,6,3,86,3,1,20,4,3,22,37,0.297297,8,8,1095,20.129115,buggy
7,0.012295,0.016393,0,1,0,1,1,16,0,1,1,6,0.166667,2,2,244,0,buggy
264,3.60274,0.013699,2,1,0,1,1,20,0,2,12,20,0.3,20,20,73,23.051602,buggy
32,0.04893,0.04893,6,7,584,8,4,20,118,1,6,13,0.384615,27,16,327,0,buggy
4,0.006993,0.006993,0,3,315,4,3,15,211,6,82,248,0.120968,39,25,286,0,buggy
8,0.025316,0.025316,1,1,0,1,1,15,0,3,34,67,0.238806,6,5,158,6.557279,buggy
196,1.5,0.421569,1,4,54,4,3,18,40,2,19,48,0.083333,41,27,102,13.61741,buggy
27,0.53125,0.3125,1,1,0,1,1,6,0,1,25,67,0.059701,1,1,32,0,buggy
5,0.019868,0.013245,0,1,0,1,1,2,0,1,7,21,0.142857,2,2,151,0,buggy
145,0.112648,0.030632,6,2,81,2,1,21,81,1,5,8,0.25,7,7,1012,70.193555,buggy
21,0.168317,0.039604,2,1,0,1,1,18,0,2,19,48,0.083333,41,27,101,13.61741,buggy
4,0.006826,0.006826,0,2,3,2,1,11,3,4,19,31,0.290323,7,6,293,0,buggy
3,0.007273,0.003636,0,1,129,2,2,11,129,1,1,1,1,1,1,275,-0,clean
9,0.048387,0.024194,0,2,13,2,2,15,13,6,82,248,0.120968,39,25,124,0,buggy
21,0.061798,0.05618,5,4,54,4,2,18,40,2,19,48,0.083333,41,27,178,13.61741,buggy
2,0.00625,0.00625,0,2,559,4,2,19,53,1,4,12,0.833333,61,47,160,54.202722,clean
2,0.004115,0.004115,0,2,201,3,2,21,70,1,1,2,0.5,19,19,243,0,clean
12,0.011765,0.011765,4,4,368,4,2,15,281,3,34,67,0.238806,6,5,510,6.557279,buggy
33,0.037475,0.027613,8,4,382,5,2,15,13,6,82,248,0.120968,39,25,507,0,buggy
16,0.015385,0.011966,1,6,266,6,2,18,40,2,19,48,0.083333,41,27,585,13.61741,buggy
5,0.013201,0.0033,0,3,269,3,2,14,48,1,1,1,1,23,12,303,13.918118,buggy
3,0.015748,0.007874,0,2,10,2,2,15,10,6,82,248,0.120968,39,25,127,0,buggy
3,0.014085,0.007042,0,2,8,2,2,16,8,2,9,22,0.227273,25,14,142,7.131857,buggy
6,0.015873,0.015873,1,5,197,5,2,0,43,1,13,27,0.333333,24,24,189,1,buggy
