@relation groovy_Add_LSTM_metric-weka.filters.unsupervised.attribute.Remove-R1

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute 'Modify Files' numeric
@attribute Directories numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute 'LSTM C.E.' numeric
@attribute bug {1,0}

@data
2,1,1,0,1,1,3,3,3.6073,0
2,1,1,0,1,1,14,6,3.452489,0
964,964,0,1,1,1,4,1,12.29303,0
4,2,2,0,2,2,31,7,3.498641,0
5,5,0,0,1,1,4,2,3.876385,1
14,10,4,2,1,1,2,2,4.192033,0
2,1,1,0,1,1,22,5,3.614666,0
36,16,20,8,2,2,14,6,4.960044,0
121,121,0,1,1,1,1,1,14.947903,0
21,2,19,0,1,1,4,2,3.592106,0
24,2,22,1,1,1,4,1,3.6571,0
5,4,1,0,1,1,2,2,3.770909,0
2,1,1,0,1,1,32,6,3.541242,0
32,15,17,0,1,1,20,2,4.294001,0
2,1,1,0,1,1,17,7,3.745824,0
4,2,2,1,1,1,2,2,3.737357,0
30,22,8,1,1,0,2,1,4.673158,0
166,157,9,4,8,6,28,11,9.329395,1
5,3,2,0,1,1,6,3,3.504082,0
34,30,4,1,1,1,8,4,5.949099,0
13,7,6,1,1,1,35,7,4.054489,0
14,8,6,1,1,1,10,4,3.814619,1
30,15,15,3,1,1,17,6,4.723104,0
18,16,2,1,1,0,3,1,4.916851,0
9,8,1,1,1,1,12,3,3.840285,0
2,1,1,0,1,1,2,2,3.75213,0
12,10,2,3,1,1,40,2,4.193195,0
4,2,2,1,1,1,3,2,3.62763,0
5174,5174,0,21,21,4,84,31,20.142502,0
130,56,74,24,2,2,4,4,10.823435,1
2,1,1,0,1,1,24,5,3.541242,0
4,2,2,0,2,2,16,5,4.501395,0
22,11,11,6,1,1,7,1,4.36898,0
3,2,1,1,1,1,110,11,3.523025,1
2,1,1,0,1,1,111,4,3.541242,0
360,360,0,1,1,1,5,2,16.290089,0
16,15,1,2,2,2,83,18,4.320479,1
11,7,4,1,1,1,12,5,3.639901,0
25,25,0,1,1,1,48,9,4.401256,1
40,39,1,1,1,1,1,1,4.931243,0
292,159,133,9,2,2,21,10,15.853204,0
149,27,122,4,21,12,293,99,5.437305,0
6,3,3,2,1,1,5,5,3.678951,0
26,13,13,5,5,4,12,9,4.13129,0
7,6,1,0,1,1,11,2,3.874444,1
31,15,16,4,2,2,5,4,4.307301,0
6,4,2,2,1,1,42,6,3.724834,0
151,92,59,40,22,13,170,80,12.045115,1
34,20,14,5,1,1,72,2,5.408677,0
41,14,27,0,1,1,6,4,4.448659,0
6,4,2,0,1,1,5,3,3.986255,0
114,73,41,9,8,6,18,16,11.580317,0
20,19,1,2,1,1,4,2,4.926615,0
24,22,2,1,2,2,73,14,5.136305,0
8,4,4,0,1,1,50,9,4.10021,0
82,75,7,9,3,3,34,10,10.810865,0
39,30,9,7,1,1,3,1,5.997447,0
4,2,2,1,1,1,14,3,3.62307,0
59,28,31,10,1,1,14,5,5.55509,0
164,162,2,3,2,2,9,2,14.419498,0
10,5,5,1,2,2,6,3,3.65552,0
6,4,2,1,1,1,6,1,3.936595,0
18,9,9,0,1,1,8,6,4.273122,0
5,2,3,1,1,1,4,3,3.555931,0
13,6,7,5,1,1,79,2,3.833057,0
43,29,14,4,3,3,9,4,4.941712,0
12,7,5,1,1,1,44,9,4.355275,0
8,8,0,1,1,1,26,8,3.897926,0
5,4,1,1,1,1,1,1,3.750864,0
84,32,52,8,1,1,17,4,5.719856,0
11,6,5,2,1,1,126,5,3.863018,1
103,40,63,4,2,2,16,4,6.298027,0
127,20,107,6,4,4,6,6,5.572966,0
34,26,8,1,1,1,5,5,5.592898,0
12,7,5,1,1,1,1,1,3.984227,0
57,23,34,5,3,2,20,3,4.588863,0
5,4,1,0,1,1,1,1,3.777292,0
21,10,11,3,1,1,3,2,4.353477,0
19,5,14,3,1,1,109,11,3.667864,0
4,1,3,0,1,1,22,4,3.500341,0
30,22,8,7,1,1,3,3,5.0189,0
43,34,9,0,1,1,19,5,5.548616,1
118,117,1,8,1,1,3,2,13.400445,0
13,7,6,1,1,1,77,2,3.766093,0
21,11,10,3,4,2,35,5,4.346057,0
2,1,1,0,1,1,21,6,3.551919,0
2,1,1,0,1,1,4,1,3.541242,0
61,50,11,4,2,1,81,14,9.300752,1
13,5,8,0,1,1,8,2,3.877054,0
2,1,1,0,1,1,10,4,3.629292,1
71,68,3,10,3,1,10,3,7.420567,0
36,20,16,8,2,2,12,6,5.353357,0
3,1,2,0,1,1,14,2,3.551919,0
2,1,1,0,1,1,22,9,3.525606,0
20,8,12,2,2,1,93,18,4.258325,0
159,74,85,3,2,1,3,2,11.459185,0
9,2,7,0,1,1,5,2,3.591809,0
7,4,3,2,1,1,9,2,3.748729,0
6,4,2,2,2,1,22,8,3.668912,0
4,2,2,1,1,1,9,3,3.514631,0
1368,1368,0,2,1,1,14,2,13.983391,0
8,3,5,0,1,1,15,4,3.510658,0
33,32,1,1,1,1,27,5,8.969125,1
9,3,6,2,1,1,21,3,3.672819,0
68,29,39,4,1,1,2,2,4.95254,0
2,1,1,0,1,1,57,9,3.62763,0
11,8,3,3,2,1,16,10,3.815566,1
2,1,1,0,1,1,2,2,3.495943,0
4,1,3,0,1,1,1,1,3.525606,0
210,184,26,11,8,2,41,16,14.901074,0
61,35,26,4,1,1,10,3,5.803992,0
6,3,3,0,2,2,26,7,3.766307,0
7,7,0,0,7,7,14,7,3.904009,0
4,2,2,0,1,1,4,3,4.028444,0
448,448,0,1,1,1,7,3,18.787516,0
4,1,3,0,1,1,2,2,3.500341,0
28,18,10,2,1,1,101,11,4.676718,0
41,34,7,7,8,7,50,28,6.050156,0
12,2,10,0,1,1,5,4,3.606423,1
7,4,3,1,1,1,16,5,3.903406,0
6,6,0,0,1,1,47,2,3.764725,0
6,5,1,2,1,1,2,2,3.67485,0
28,16,12,0,1,1,54,2,4.604686,0
50,49,1,1,1,1,4,4,10.646836,1
4,4,0,1,1,1,8,3,3.654281,0
32,32,0,1,1,1,9,5,8.30142,0
240,137,103,29,4,2,34,12,14.420759,1
2,1,1,1,1,1,104,11,3.541242,0
26,9,17,3,1,1,15,3,3.911091,0
2,1,1,0,1,1,3,3,3.525606,0
3,1,2,1,1,1,6,1,3.495943,0
12,6,6,3,1,1,34,2,3.769936,0
2,1,1,0,1,1,4,4,3.476874,0
18,9,9,0,2,1,64,14,4.200053,0
7,5,2,1,1,1,4,3,4.123271,0
28,9,19,4,2,1,27,5,4.232775,0
19,8,11,5,2,2,74,3,4.304354,0
1232,1132,100,3,68,21,271,124,10.164621,1
5,3,2,0,1,1,4,2,3.624869,0
65,46,19,7,2,2,27,6,11.213251,0
4,2,2,1,1,1,3,2,3.625242,0
186,140,46,4,1,1,5,3,9.50776,0
329,327,2,5,7,3,31,14,14.150539,1
7,5,2,1,1,1,4,1,4.206709,0
4,2,2,0,2,2,2,2,3.668544,0
12,6,6,0,6,6,183,39,4.50281,0
72,72,0,0,18,1,194,39,7.440099,0
66,34,32,1,1,1,21,5,6.090599,0
118,54,64,6,1,1,96,2,7.59872,0
22,10,12,0,1,1,8,2,3.879086,0
63,60,3,1,3,2,6,3,10.814351,0
4,2,2,0,2,1,11,6,3.688332,0
5,2,3,1,1,1,3,1,3.735345,0
76,76,0,1,1,1,1,1,14.868165,0
203,122,81,2,5,4,63,24,15.15155,0
8,7,1,2,1,1,138,5,4.162724,0
39,23,16,3,1,1,84,2,5.177934,0
1,1,0,0,1,1,4,3,3.452489,0
29,28,1,2,1,1,24,5,5.52043,0
22,20,2,2,1,1,39,7,5.59206,0
2,1,1,0,1,1,7,2,3.582239,0
25,13,12,2,1,1,52,2,4.462365,0
12,10,2,1,1,1,52,10,3.700595,0
8,4,4,0,2,1,2,2,3.657284,1
6,2,4,0,1,1,14,7,3.654281,0
4,3,1,1,3,0,16,6,3.452489,0
59,34,25,7,1,1,30,7,6.135096,0
34,34,0,2,1,1,96,11,6.364622,1
27,14,13,1,1,1,90,2,3.996073,0
24,10,14,3,1,1,62,2,4.078509,0
3,1,2,0,1,1,1,1,3.645677,0
226,134,92,18,4,3,6,5,14.350239,0
40,22,18,8,5,2,24,8,4.810958,0
178,166,12,13,10,5,68,40,15.915198,0
4,2,2,0,1,1,21,1,3.596473,0
17,9,8,2,1,1,5,2,4.201337,0
13,9,4,5,2,2,16,2,3.801002,0
11,7,4,1,2,2,65,4,3.983728,0
7,3,4,0,1,1,5,2,3.76174,0
13,6,7,2,1,1,13,4,3.826598,0
28,22,6,4,1,1,120,12,5.167127,1
34,29,5,2,2,2,101,15,7.385344,1
2,1,1,0,1,1,18,4,3.541242,0
27,12,15,7,1,1,16,3,4.632463,0
242,234,8,13,1,1,101,2,9.272387,1
195,195,0,0,17,1,128,35,13.424034,0
64,38,26,10,2,2,7,5,5.537697,1
29,22,7,1,2,2,60,12,5.732387,0
13,3,10,1,2,2,5,2,3.648291,0
964,964,0,1,1,1,3,1,12.293031,0
35,9,26,3,1,1,67,2,3.894202,0
4,2,2,0,1,1,16,5,3.658443,0
11,7,4,5,1,1,6,4,3.89922,0
6,2,4,1,1,1,11,6,3.575721,0
1687,1687,0,17,17,1,47,26,17.807367,0
256,139,117,72,6,4,194,39,14.343651,1
60,24,36,2,20,6,104,61,5.728088,0
35,14,21,1,3,3,9,4,4.827578,0
9,3,6,1,2,2,20,8,3.77726,0
8,5,3,2,1,1,6,3,3.925679,0
135,70,65,9,6,2,8,7,14.480153,1
20,10,10,6,4,1,11,8,4.124773,0
15,1,14,0,2,1,14,7,3.514631,0
18,14,4,0,1,1,5,2,4.601964,0
146,121,25,8,6,2,150,14,14.612968,0
14,8,6,0,1,1,8,5,4.946397,0
22,11,11,2,8,6,23,12,4.414799,0
2232,2219,13,7,4,1,35,19,13.82388,0
47,34,13,6,1,1,6,2,5.377121,0
484,220,264,14,14,9,179,68,15.325796,0
77,35,42,0,9,8,42,22,5.512661,0
80,55,25,5,2,1,4,3,10.173903,1
17,14,3,1,1,1,45,9,4.495589,0
3,2,1,0,1,1,8,2,3.779467,0
82,28,54,4,1,1,12,3,5.219273,0
2,1,1,0,1,1,10,6,3.495943,0
5,2,3,0,3,3,18,8,3.614666,0
2,1,1,0,1,1,3,2,3.506538,0
4,4,0,0,1,1,26,9,3.801842,0
17,17,0,1,1,1,5,3,4.520467,0
5,5,0,0,1,1,6,3,3.746267,0
54,27,27,3,1,1,5,3,4.974154,0
56,28,28,5,1,1,3,2,4.979854,1
2,1,1,0,1,1,4,1,3.615901,0
40,19,21,0,1,1,5,3,4.501531,0
2,1,1,0,1,1,24,3,3.495943,0
14,6,8,2,1,1,14,6,3.758953,0
2,2,0,0,1,1,19,4,3.606423,0
1,1,0,0,1,1,4,1,3.506538,0
7,3,4,2,1,1,38,6,3.667787,0
87,85,2,7,2,2,54,10,13.631631,1
11,11,0,0,1,1,13,6,4.099446,1
11,10,1,1,1,1,3,3,4.315037,0
6,3,3,2,1,1,5,3,3.698535,1
7,4,3,1,1,1,6,2,3.721288,0
24,10,14,10,2,2,17,3,3.930401,0
128,89,39,11,1,1,37,2,10.321803,0
32,12,20,2,1,1,3,2,4.396091,1
4,2,2,0,2,2,9,5,3.581319,0
2,1,1,0,1,1,11,5,3.614666,0
964,964,0,1,1,1,2,1,12.293031,0
13,12,1,3,1,1,9,4,4.253537,1
2,1,1,0,1,1,129,5,3.746267,0
69,12,57,4,1,1,11,4,4.268654,1
93,92,1,0,1,1,26,6,6.823191,0
16,10,6,1,6,4,15,7,4.52992,0
45,25,20,8,2,2,10,7,5.977479,0
21,12,9,0,1,1,23,8,4.524683,1
42,1,41,6,12,9,151,54,3.514631,0
9,6,3,0,2,2,59,5,3.696171,0
6,2,4,2,1,1,3,3,3.674948,0
399,399,0,1,1,1,5,2,15.520126,0
153,96,57,1,4,3,22,11,11.837463,0
3,1,2,0,1,1,12,3,3.495943,0
56,55,1,17,2,1,16,7,5.224714,0
63,57,6,11,6,6,142,45,8.121886,1
334,169,165,34,1,1,30,9,15.254005,1
4,2,2,0,1,1,9,3,3.591781,0
45,35,10,1,2,2,21,4,6.343287,0
323,282,41,6,4,3,37,16,15.816149,0
10,5,5,4,1,1,9,4,3.660129,0
6,3,3,1,1,1,12,1,3.694803,0
454,328,126,37,8,2,38,18,16.8752,1
10,8,2,3,1,1,25,3,3.890149,0
3,3,0,0,1,1,86,2,3.610339,0
11,11,0,2,1,1,24,2,4.222539,0
101,51,50,8,1,1,16,2,9.282093,0
65,48,17,7,2,2,6,4,10.331705,1
2,1,1,0,1,1,57,10,3.697553,0
46,23,23,9,14,9,144,48,5.379694,0
1,1,0,0,1,1,10,4,3.541242,0
50,44,6,4,1,1,23,5,6.848464,1
57,36,21,11,4,3,19,11,9.026633,0
29,27,2,2,1,1,1,1,5.71183,0
336,246,90,11,2,2,8,8,17.090717,0
6,6,0,0,1,1,7,4,3.769559,0
4,4,0,0,2,2,16,4,3.531608,0
71,71,0,1,1,1,4,1,12.979257,0
22,11,11,8,1,1,42,2,4.459106,0
27,20,7,3,1,1,8,4,4.864995,0
55,54,1,0,4,2,13,6,9.69456,0
2,1,1,0,1,1,14,2,3.525606,0
22,13,9,0,1,1,1,1,4.637638,0
186,118,68,42,20,11,277,96,15.54246,1
55,28,27,3,6,6,17,11,6.049346,1
36,14,22,8,6,2,33,23,3.452489,0
63,50,13,10,3,3,5,5,10.760371,1
22,22,0,1,1,1,3,2,4.762262,0
5,2,3,1,1,1,2,2,3.708985,0
47,7,40,3,1,1,36,8,4.30952,0
166,115,51,41,19,4,217,99,13.93881,1
176,176,0,1,1,1,6,3,14.430632,0
40,13,27,4,3,2,12,10,4.27882,0
18,15,3,4,1,1,1,1,3.787924,0
4,2,2,1,1,1,10,5,3.664689,0
13,10,3,1,1,1,4,3,4.223621,0
11,9,2,0,1,1,4,4,4.359499,0
8,4,4,0,1,1,4,2,3.67791,0
27,21,6,3,1,1,1,1,4.388184,0
75,49,26,4,2,2,10,4,11.025792,0
12,12,0,1,1,0,4,2,4.161099,0
3,3,0,0,1,1,25,8,3.579178,0
13,9,4,2,1,1,26,2,4.475855,1
40,20,20,8,1,1,4,2,5.790096,0
2,1,1,0,1,1,3,1,3.525606,0
6,5,1,2,1,1,8,3,3.898521,0
4,2,2,2,1,1,83,2,3.500341,0
23,17,6,4,1,1,28,5,4.415319,0
26,18,8,1,3,2,55,6,4.723474,0
13,3,10,2,1,1,17,4,3.77274,0
5460,5448,12,0,1,1,3,1,12.791269,0
30,7,23,2,1,1,7,2,3.991129,1
4,2,2,0,1,1,5,3,3.75966,0
14,14,0,0,1,1,43,2,4.370739,0
4,3,1,1,1,1,1,1,3.678951,0
86,58,28,3,54,6,383,76,5.285963,0
1990,1990,0,13,13,1,50,29,16.446592,0
2,1,1,1,1,1,7,1,3.525606,0
6,3,3,0,1,1,4,1,3.590663,0
34,17,17,0,17,1,94,35,6.622442,0
44,17,27,5,1,1,32,2,4.48023,0
129,107,22,22,6,2,39,29,14.777946,0
72,58,14,5,2,1,36,12,8.092425,0
20,9,11,3,2,2,29,7,4.140604,0
16,16,0,4,1,1,14,2,3.888925,0
3,1,2,0,1,1,9,4,3.756123,0
2,1,1,0,1,1,5,1,3.55391,0
66,56,10,8,3,2,25,3,8.702846,0
2,1,1,0,1,1,19,3,3.500341,0
22,17,5,4,2,1,64,4,4.210083,0
6,3,3,1,1,1,106,11,3.579177,0
1,1,0,0,2,2,8,2,3.452489,0
15,3,12,3,1,1,3,2,3.658227,0
8,4,4,1,1,1,3,1,3.690424,0
7,7,0,2,1,1,3,1,3.901861,0
65,51,14,4,2,2,15,11,12.075475,0
1157,597,560,249,3,2,84,23,17.03594,1
6,4,2,0,1,1,6,3,3.555454,0
21,21,0,5,1,1,4,2,3.776614,0
189,125,64,10,4,3,26,13,14.960859,0
73,73,0,1,1,1,3,3,7.034732,0
147,88,59,8,4,4,42,14,13.690362,0
44,18,26,2,1,1,13,4,4.563683,0
55,23,32,3,1,1,8,4,5.365957,0
16,4,12,5,1,1,11,5,3.508096,0
67,44,23,6,1,1,7,1,7.029032,0
6,2,4,1,1,0,1,1,3.579177,0
182,157,25,13,2,1,7,5,13.781144,0
2766,1742,1024,51,278,51,518,384,10.044715,1
7,4,3,1,1,1,2,2,3.616335,0
64,30,34,5,1,1,12,5,5.301131,1
19,19,0,1,1,1,8,6,4.688835,0
6,2,4,1,1,1,7,1,3.840871,0
6,6,0,0,1,1,12,6,3.743313,0
2,1,1,0,1,1,3,2,3.551919,0
431,431,0,4,4,2,4,4,13.399122,0
7,1,6,2,1,1,11,1,3.495943,0
12,6,6,0,4,3,16,8,4.072554,0
38,33,5,1,3,3,28,9,5.727062,0
185,103,82,11,4,2,77,20,15.714338,1
169,104,65,8,3,3,12,7,14.81519,0
4,3,1,0,1,1,13,4,3.66377,0
74,36,38,17,4,1,103,8,7.175833,0
2,1,1,0,1,1,50,6,3.551919,0
2,1,1,0,1,1,13,3,3.551919,0
23,15,8,4,1,1,12,4,4.385605,0
8,6,2,1,1,1,3,1,3.774028,0
27,26,1,1,1,1,4,4,5.264196,1
20,15,5,1,1,1,7,1,5.57133,0
28,17,11,6,1,1,4,3,4.382962,1
257,147,110,14,3,2,40,5,14.953046,1
8,4,4,2,1,1,11,4,3.742208,0
20,12,8,1,1,1,1,1,3.951401,0
25,24,1,2,1,1,10,3,6.9494,0
20,7,13,0,6,5,25,12,4.030082,0
88,88,0,1,1,0,4,2,15.219494,0
125,78,47,20,6,3,62,16,15.331645,0
196,92,104,3,1,1,55,9,13.303029,0
2,1,1,0,1,1,12,1,3.684837,0
181,144,37,12,7,4,48,23,14.550177,0
8,4,4,2,1,1,3,3,3.750181,0
3,2,1,0,1,1,10,4,3.720462,1
2,1,1,0,1,1,2,2,3.495943,0
12,9,3,2,1,1,4,3,3.972236,1
2,1,1,0,1,1,12,3,3.506538,0
13,12,1,1,10,1,33,20,4.36579,0
148,133,15,7,3,3,128,21,14.598395,1
165,131,34,23,4,3,130,19,15.536289,0
59,21,38,2,1,1,7,4,4.415494,0
31,31,0,0,1,1,9,5,4.461782,0
37668,37668,0,238,238,18,1394,613,21.397831,0
110,56,54,21,35,19,37,37,12.870047,0
6,3,3,2,1,1,2,2,3.558922,0
21,12,9,6,1,1,33,2,3.970584,0
39,30,9,4,1,1,53,2,5.471619,0
225,184,41,7,4,3,5,5,14.929118,0
8,2,6,0,1,1,122,5,3.614666,0
4,3,1,2,1,1,11,3,3.512756,0
1,1,0,0,1,1,38,14,3.506538,0
52,41,11,2,1,1,3,2,6.477683,0
11,6,5,1,4,4,57,10,4.230404,0
9,9,0,1,1,1,11,4,3.818437,1
6,1,5,0,1,1,112,11,3.506538,0
14,13,1,1,1,1,128,5,4.762868,0
21,10,11,1,1,1,4,2,3.828439,0
68,18,50,4,1,1,49,2,4.622574,0
1990,1990,0,13,13,1,76,29,16.446592,0
51,23,28,9,4,1,46,20,5.339812,0
2190,1095,1095,662,201,45,1840,794,14.557708,1
6,4,2,2,1,1,25,8,3.737357,1
18,9,9,2,1,1,9,4,4.159809,0
32,10,22,2,2,2,21,2,3.83691,0
7,6,1,1,1,1,30,5,4.103184,1
13,2,11,2,1,1,11,3,3.640577,0
22,16,6,0,2,1,30,5,5.22353,0
44,24,20,3,1,1,11,4,4.992459,0
2,1,1,0,1,1,22,3,3.525606,0
2,1,1,0,1,1,17,2,3.667786,0
9,4,5,2,1,1,4,2,3.806388,0
45,36,9,3,1,1,11,1,5.92644,0
32,30,2,3,1,1,3,2,4.613623,0
118,57,61,7,3,2,133,25,10.22425,0
4,2,2,1,1,1,2,2,3.614666,0
2034,1017,1017,64,51,3,242,81,12.639126,0
14,4,10,3,1,1,45,2,3.639922,0
10,9,1,1,1,1,2,2,4.272661,0
29,17,12,3,2,1,14,5,5.582738,0
238,106,132,13,5,1,42,16,14.956939,0
11851,5603,6248,0,34,16,189,104,19.43294,0
14,7,7,1,1,1,6,4,3.868627,0
125,82,43,39,2,1,8,4,10.541463,1
28,11,17,1,1,1,41,14,4.361362,0
3,1,2,1,1,1,4,3,3.452489,0
2,1,1,0,1,1,15,6,3.551919,0
40,33,7,3,1,1,1,1,6.557394,0
9,7,2,3,2,1,13,4,4.083585,0
2,1,1,0,1,1,13,1,3.582239,0
2,1,1,0,1,1,32,8,3.614666,0
15,11,4,3,3,3,8,5,4.115376,0
229,112,117,9,2,1,3,2,13.523809,0
14,4,10,0,2,1,4,2,3.642567,0
9,7,2,0,1,1,7,2,3.946572,1
6,3,3,0,3,1,19,10,3.688943,0
278,183,95,6,9,2,19,9,16.400337,0
55,49,6,7,1,1,11,4,9.692073,0
17,10,7,4,2,2,30,6,4.792201,0
24,10,14,1,1,1,7,3,4.317401,0
420,420,0,1,1,1,7,4,16.065866,0
360,360,0,1,1,1,4,2,16.290091,0
5,4,1,1,1,1,52,9,3.853634,0
1800,1800,0,1,1,1,8,4,15.743389,0
2,1,1,0,1,1,16,3,3.541242,0
16,9,7,4,1,1,20,7,4.670749,0
51,36,15,4,1,1,7,2,5.291211,0
51,6,45,4,1,1,24,5,3.798019,1
2,1,1,0,1,1,5,3,3.500341,0
18,9,9,1,1,1,13,7,3.89395,1
6,5,1,0,2,1,2,2,3.618816,0
74,57,17,8,2,2,10,7,12.223337,0
1,1,0,0,1,1,18,6,3.551919,1
18,18,0,1,1,1,7,6,4.815266,1
55,36,19,3,2,2,12,9,6.664137,0
4,3,1,1,1,1,13,4,3.579177,0
11,7,4,0,1,1,72,11,3.741228,0
27,14,13,9,1,1,10,7,4.484975,0
103,47,56,5,4,2,148,31,9.322038,1
5,3,2,1,1,1,2,1,3.772739,0
45,38,7,3,2,2,123,8,6.873578,0
31,14,17,4,1,1,4,3,4.503604,0
14,8,6,0,2,1,2,2,3.851348,0
187,136,51,14,7,5,14,12,16.677786,1
87,34,53,7,2,1,10,6,6.187279,0
10,6,4,2,1,1,2,2,3.67312,0
176,176,0,1,1,1,4,3,14.430632,0
56,47,9,6,2,2,33,8,7.17439,1
299,210,89,11,3,2,10,4,16.893196,0
79,74,5,5,1,1,33,8,12.177992,0
69,35,34,1,1,1,43,6,6.809869,0
32,31,1,3,1,1,25,6,7.214919,0
2,1,1,0,1,1,17,6,3.506538,0
