@relation camel_Line_Single_LSTM_Metric_last_label

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute numOfBIC numeric
@attribute fileAge numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute CommitHour numeric
@attribute AGE numeric
@attribute numOfSubsystems numeric
@attribute numOfDirectories numeric
@attribute numOfFiles numeric
@attribute NUC numeric
@attribute developerExperience numeric
@attribute REXP numeric
@attribute LT numeric
@attribute 'LSTM C.E.' numeric
@attribute isBuggy {buggy,clean}

@data
3,0.002294,0.004587,0,3,656,6,4,20,35,3,47,59,0.491525,128,79.5,436,9.338338,buggy
3,0.000546,0.000273,0,21,633,25,10,20,2,4,40,96,0.364583,36,36,3663,10.0436,buggy
5,0.012019,0,0,3,426,5,3,10,75,2,287,282,0.170213,309,273,416,6.864684,buggy
2,0.018182,0.018182,0,2,426,3,3,13,0,1,30,30,0.066667,392,302,55,16.322788,clean
11,0.007065,0,2,0,0,1,1,11,0,1,1,1,1,211,211,1557,6.638103,clean
38,0.215517,0.112069,4,6,124,11,5,12,0,3,295,304,0.013158,122,122,116,3.493742,buggy
2,0.000907,0.000907,0,3,1,3,1,11,0,2,2,146,0.006849,1123,816,1102,9.338338,buggy
3,0.024194,0,0,9,720,9,5,10,21,2,337,351,0.150997,103,55,124,7.293328,buggy
0,0,0,0,1,0,1,1,8,0,2,122,1710,0.001754,137,88.5,39,6.346792,buggy
2,0.00076,0.00076,0,12,639,17,9,10,1,7,817,2007,0.159442,43,43,1315,9.338339,buggy
1,0,0.000874,0,8,547,17,7,14,0,2,17,16,0.0625,310,274,1144,8.980206,clean
2,0.004739,0.004739,0,4,496,6,3,17,176,5,227,243,0.341564,98,50.5,211,5.937586,buggy
2,0.003676,0,1,1,0,1,1,18,0,1,10,65,0.092308,195,195,544,0.838989,buggy
36,0.013636,0.013636,1,7,509,8,5,8,19,1,46,234,0.32906,438,348,1320,11.418271,buggy
4,0.010471,0.010471,0,2,2,3,2,10,1,2,2,296,0.016892,221,172.5,191,15.59593,clean
4,0.051282,0.051282,0,2,0,2,1,16,0,1,4,18,0.111111,3,3,39,6.63036,buggy
2,0.022222,0.022222,0,1,0,1,1,10,0,7,817,2007,0.159442,43,43,45,9.338338,buggy
129,0.296569,0.019608,7,1,0,1,1,13,0,1,3,3,0.333333,759,759,408,2.611231,buggy
29,0.103093,0.046392,5,1,29,2,2,9,29,1,2,2,1,893,662,194,26.714834,clean
17,0.010593,0.025424,2,4,286,6,3,15,23,2,3,10,0.7,13,13,472,2.899729,buggy
94,0.565657,0.383838,1,2,121,5,3,18,9,3,294,601,0.016639,116,116,99,2.997035,buggy
4,0.001466,0.001466,1,7,614,11,5,10,8,6,277,499,0.330661,26,26,1364,11.522757,buggy
7,0.004975,0.006633,1,4,249,6,4,9,115,1,1,1,1,1,1,603,9.009708,clean
10,0.007391,0,0,5,422,8,4,21,164,2,3,6,0.833333,40,22.5,1353,2.371615,buggy
4,0.0625,0.0625,1,1,0,1,1,12,0,1,8,22,0.227273,364,364,32,8.688042,buggy
14,0.054264,0.054264,0,3,30,5,3,17,1,1,292,301,0.006645,119,119,129,5.159691,buggy
2,0.006024,0.006024,0,1,42,2,2,21,42,7,1736,7872,0.132495,145,57.666668,166,0.838989,clean
4,0.003745,0.003745,1,4,116,5,3,11,15,1,15,20,0.25,809,578,534,4.86051,buggy
103,0.053571,0.559524,3,4,263,6,3,19,9,1,3,3,1,26,14.333333,168,2.438564,buggy
0,0,0,0,1,0,1,1,8,0,2,122,1710,0.001754,137,88.5,22,6.346791,buggy
2,0.02439,0.02439,0,1,42,2,2,21,42,7,1736,7872,0.132495,145,57.666668,41,0.838989,clean
26,0.136842,0.136842,2,2,144,4,3,14,9,1,2,4,0.5,1077,846,95,9.579823,clean
1,0.000438,0,0,24,415,29,6,18,186,3,3,5,0.8,196,160,2285,12.711845,buggy
24,0.007519,0.082707,0,3,305,4,4,10,4,6,277,499,0.330661,26,26,266,11.522758,buggy
25,0.046512,0.147287,3,2,18,5,3,18,1,1,293,302,0.006623,121,121,129,4.470629,clean
3,0.020408,0,0,2,31,2,2,9,31,1,2,4,0.5,635,404,147,5.38259,buggy
2,0.034483,0.034483,0,1,672,2,2,21,672,7,1736,7872,0.132495,145,57.666668,29,0.838989,clean
30,0.035176,0.002513,4,1,0,1,1,10,0,7,817,2007,0.159442,43,43,796,9.338339,buggy
9,0.01374,0,2,1,0,1,1,9,0,1,3,3,0.333333,9,9,655,2.529325,buggy
0,0,0,0,1,0,1,1,8,0,2,122,1710,0.001754,137,88.5,39,6.346791,buggy
2,0.020833,0.020833,0,0,51,2,2,12,51,1,2,22,0.045455,1049,742,48,9.212933,clean
2,0.001608,0.001608,0,8,441,10,4,16,153,2,6,23,0.521739,38,29,622,6.355584,buggy
0,0,0,0,0,0,1,1,17,0,2,261,443,0.002257,8,8,111,11.418272,clean
5,0.05618,0,0,2,298,2,2,10,298,2,287,282,0.170213,309,273,89,6.864686,buggy
2,0.004878,0.004878,0,3,640,5,4,21,277,7,1736,7872,0.132495,145,57.666668,205,0.838989,clean
34,0.4,0.025,2,1,46,2,2,12,46,3,212,210,0.061905,221,221,80,3.300439,buggy
2,0.008403,0.008403,0,1,0,1,1,16,0,5,44,400,0.015,44,44,119,11.387594,buggy
40,0.367647,0.220588,2,1,0,1,1,12,0,1,1,2,0.5,10,10,68,4.67841,buggy
2,0.018519,0.018519,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,54,0.838989,clean
2,0.011905,0.011905,0,2,105,4,3,13,13,1,285,493,0.018256,65,65,84,0.838989,clean
15,0.164835,0,1,1,46,2,2,12,46,3,212,210,0.061905,221,221,91,3.300439,buggy
2,0.030303,0.030303,0,1,0,1,1,13,0,1,3,9,0.222222,518,428,33,5.063726,buggy
2,0.016949,0.016949,0,2,105,4,3,13,13,1,285,493,0.018256,65,65,59,0.838989,clean
2,0.003846,0.003846,0,2,145,4,4,23,18,1,58,267,0.404494,20,11,260,7.291273,buggy
19,0.069231,0.076923,0,3,78,5,2,8,1,3,132,162,0.049383,157,108.5,130,4.347321,clean
5,0,0.050505,0,5,838,8,8,7,41,2,197,199,0.075377,768,537,99,3.990009,buggy
2,0.004808,0.004808,0,1,0,1,1,12,0,2,71,82,0.097561,66,66,208,20.499258,buggy
2,0.025,0.025,0,1,42,2,2,21,42,7,1736,7872,0.132495,145,57.666668,40,0.838989,clean
2,0.002342,0.002342,0,8,80,13,3,11,0,1,1,1,1,762,531,427,9.338339,clean
94,0.486726,0.345133,1,2,121,5,3,18,9,3,294,601,0.016639,116,116,113,2.997035,buggy
0,0,0,0,1,0,1,1,8,0,2,122,1710,0.001754,137,88.5,88,6.346792,buggy
4,0.037037,0.037037,1,1,0,1,1,12,0,1,4,22,0.045455,1,1,54,5.87958,buggy
8,0,0.129032,1,3,78,4,3,18,2,1,5,46,0.130435,180,131.5,62,9.154354,buggy
14,0.017136,0,1,3,0,3,1,18,0,3,3,5,0.4,207,207,817,3.803243,buggy
50,0.026738,0.240642,4,7,113,9,2,15,0,2,8,10,0.6,211,162.5,187,4.922734,buggy
2,0.00885,0.00885,0,1,105,3,2,13,13,1,285,493,0.018256,65,65,113,0.838989,clean
18,0.098901,0.098901,1,0,0,1,1,14,0,1,1,4,0.25,1,1,91,2.806369,clean
2,0.014925,0.014925,0,4,791,8,5,21,243,7,1736,7872,0.132495,145,57.666668,67,0.838989,clean
5,0.010526,0,4,10,162,12,7,14,7,2,2,2,1,591,591,475,6.741735,clean
0,0,0,0,1,0,1,1,11,0,6,34,181,0.066298,107,58.5,187,9.970348,buggy
5,0.005571,0.008357,1,21,702,29,8,8,104,6,153,288,0.246528,126,77.5,359,11.418272,buggy
17,0.025487,0,1,1,209,2,2,17,209,2,4,5,0.8,227,191,667,5.210152,buggy
2,0.008772,0.008772,0,1,111,4,3,10,5,1,282,487,0.002053,44,44,114,0.838989,clean
2,0.005587,0.005587,0,2,608,2,2,10,608,7,817,2007,0.159442,43,43,179,9.338339,buggy
2,0.009709,0.009709,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,103,0.838989,clean
4,0.05,0.05,0,0,0,1,1,17,0,1,2,4,0.5,59,59,40,4.305383,clean
4,0.019231,0.019231,1,1,0,1,1,14,0,3,16,24,0.125,25,25,104,14.641689,buggy
319,0.905556,0.866667,0,1,119,2,2,22,119,1,4,13,0.384615,1,1,180,3.438745,buggy
2,0.045455,0.045455,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,22,0.838989,clean
2,0.002123,0.002123,0,1,42,3,3,21,32,7,1736,7872,0.132495,145,57.666668,471,0.838989,clean
18,0.068182,0.068182,8,1,0,1,1,12,0,2,2,296,0.003378,1121,814,132,6.003783,buggy
14,0.05303,0.05303,0,2,17,4,3,17,1,1,292,301,0.006645,119,119,132,5.159692,buggy
16,0.4,0.4,1,0,0,1,1,15,0,1,7,23,0.043478,1,1,20,9.799862,clean
2,0.017544,0.017544,0,3,138,4,2,14,15,1,1,2,1,731,424,57,9.338339,clean
35,0.283582,0.238806,2,1,0,1,1,16,0,2,15,35,0.085714,138,138,67,4.719061,buggy
33,0.111111,0.003472,7,9,48,11,3,21,2,2,4,5,0.6,9,9,288,2.313164,buggy
0,0,0,0,1,0,1,1,11,0,6,34,181,0.066298,107,58.5,234,9.97035,buggy
15,0.084746,0,0,2,0,2,1,11,0,1,2,3,0.333333,8,8,177,1.843367,buggy
4,0.039216,0.039216,0,1,162,2,2,11,162,1,6,6,0.166667,2,2,51,17.407314,clean
5,0.017123,0,0,6,459,9,5,10,5,2,287,282,0.170213,309,273,292,6.864686,buggy
0,0,0,0,1,0,1,1,16,0,5,44,400,0.015,44,44,22,11.387594,buggy
1,0,0.006536,0,1,0,1,1,18,0,1,10,65,0.092308,195,195,153,0.838989,buggy
2,0.007353,0.007353,0,1,111,4,3,10,5,1,282,487,0.002053,44,44,136,0.838989,clean
2,0.004762,0.004762,0,3,105,5,3,13,13,1,285,493,0.018256,65,65,210,0.838989,clean
2,0.003448,0.003448,0,6,312,10,7,19,0,1,1,1,1,83,36.166668,290,7.291273,clean
2,0.02,0.02,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,50,0.838989,clean
2,0.001333,0.001333,0,10,686,12,5,17,22,5,227,243,0.341564,98,50.5,750,5.937586,buggy
13,0.236364,0,1,3,736,4,3,11,66,2,288,290,0.072414,867,636,55,2.856182,buggy
6,0.043478,0.043478,1,0,0,1,1,12,0,1,1,2,1,11,11,69,5.805973,clean
2,0.005155,0.005155,0,6,707,6,3,17,99,5,227,243,0.341564,98,50.5,194,5.937586,buggy
2,0.007092,0.007092,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,141,0.838989,clean
2,0.012346,0.012346,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,81,0.838989,clean
19,0.069231,0.076923,0,2,84,3,2,17,77,1,85,91,0.10989,152,103.5,130,9.338338,buggy
25,0.046512,0.147287,3,5,124,9,4,18,1,1,293,302,0.006623,121,121,129,4.470629,clean
2,0,0.025,0,2,454,2,2,17,454,2,178,337,0.338279,39,39,80,5.679375,buggy
17,0.080808,0.005051,2,5,13,5,2,13,0,3,31,36,0.166667,42,42,198,2.946349,buggy
49,0.065375,0.053269,0,12,255,14,1,22,0,3,4,2,0.5,720,720,413,4.165853,clean
2,0.006897,0.006897,0,6,136,8,4,21,26,3,113,142,0.521127,34,30,145,12.711845,buggy
2,0.007813,0.007813,0,9,791,15,5,21,24,7,1736,7872,0.132495,145,57.666668,128,0.838989,clean
6,0.055556,0.055556,0,0,0,2,1,9,0,1,1,6,0.333333,477,477,54,2.320767,clean
3,0.014815,0.007407,1,2,263,7,5,6,5,1,3,3,0.666667,891,660,135,5.971105,clean
5,0.011407,0.007605,0,3,250,7,5,17,114,2,5,15,0.333333,717,717,263,8.560211,clean
4,0.006309,0.006309,1,1,0,1,1,23,0,4,38,54,0.425926,32,23,317,6.863303,buggy
74,0.276596,0.510638,1,2,219,3,2,17,8,5,40,130,0.061538,93,93,94,4.069452,clean
2,0.003289,0,1,7,624,13,7,10,100,2,337,351,0.150997,103,55,608,7.293328,buggy
5,0.043478,0.065217,0,1,0,1,1,10,0,6,277,499,0.330661,26,26,46,11.522758,buggy
2,0.010101,0.010101,0,1,42,2,2,21,42,7,1736,7872,0.132495,145,57.666668,99,0.838989,clean
2,0.021277,0.021277,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,47,0.838989,clean
2,0.003021,0.003021,0,3,143,3,3,9,3,1,18,42,0.428571,31,27,331,14.368871,buggy
2,0.002137,0.002137,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,468,0.838989,clean
2,0.007692,0.007692,0,3,145,3,2,10,131,7,817,2007,0.159442,43,43,130,9.338339,buggy
3,0.005525,0.01105,0,4,42,7,3,15,0,1,1,1,1,163,114.5,181,4.069452,clean
0,0,0,0,1,0,1,1,19,0,2,9,59,0.033898,1,1,226,11.612766,buggy
2,0.025,0.025,0,1,166,2,2,21,166,7,1736,7872,0.132495,145,57.666668,40,0.838989,clean
2,0.032258,0.032258,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,31,0.838989,clean
2,0.005263,0.005263,0,7,766,11,6,8,0,3,132,162,0.049383,157,108.5,190,4.34732,clean
2,0.00625,0.00625,0,1,42,2,2,21,42,7,1736,7872,0.132495,145,57.666668,160,0.838989,clean
12,0.1,0.1,1,0,0,1,1,15,0,2,2,4,0.5,117,117,60,7.02417,clean
5,0.017647,0.011765,0,2,49,2,1,11,49,2,12,16,0.375,90,90,170,2.400366,buggy
2,0.001256,0.001256,0,2,42,3,3,21,10,7,1736,7872,0.132495,145,57.666668,796,0.838989,clean
21,0.253968,0.079365,1,1,0,1,1,10,0,2,3,3,0.333333,5,5,63,12.711845,buggy
4,0.007092,0.007092,0,3,488,5,3,10,1,7,817,2007,0.159442,43,43,282,9.338339,buggy
0,0,0,0,1,0,1,1,8,0,2,122,1710,0.001754,137,88.5,332,6.346791,buggy
6,0.065574,0.032787,2,1,0,1,1,19,0,1,5,9,0.444444,51,51,61,6.903361,buggy
2,0.013699,0.013699,0,0,383,2,2,22,383,2,23,28,0.571429,23,19,73,11.394049,clean
8,0.025316,0.075949,2,1,583,3,2,17,578,2,178,337,0.338279,39,39,79,5.679374,buggy
2,0.007813,0.007813,0,8,767,13,5,21,166,7,1736,7872,0.132495,145,57.666668,128,0.838989,clean
2,0.001637,0.001637,0,16,595,21,8,10,1,7,817,2007,0.159442,43,43,611,9.338339,buggy
2,0.004032,0.004032,0,3,791,12,6,21,24,7,1736,7872,0.132495,145,57.666668,248,0.838989,clean
2,0.006173,0.006173,0,1,42,2,2,21,42,7,1736,7872,0.132495,145,57.666668,162,0.838989,clean
2,0.016949,0.016949,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,59,0.838989,clean
2,0.055556,0,0,2,67,3,3,21,24,2,10,23,0.130435,720,489,36,5.87958,buggy
2,0.00813,0.00813,0,1,196,2,2,21,196,7,1736,7872,0.132495,145,57.666668,123,0.838989,clean
4,0.004988,0.004988,0,3,65,5,3,2,3,3,15,22,0.409091,18,18,401,11.418271,buggy
2,0.015152,0.015152,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,66,0.838989,clean
4,0.005038,0.005038,1,7,467,9,6,21,273,1,21,40,0.45,30,21,397,6.913729,buggy
10,0.039063,0.039063,1,5,230,9,4,16,106,1,326,335,0.023881,669,669,128,2.694967,buggy
17,0.015905,0.017893,3,1,0,1,1,10,0,7,817,2007,0.159442,43,43,503,9.338338,buggy
2,0.020408,0.020408,0,2,99,3,3,13,56,1,3,39,0.051282,811,580,49,5.279284,buggy
2,0.026316,0.026316,0,1,42,2,2,21,42,7,1736,7872,0.132495,145,57.666668,38,0.838989,clean
2,0.009901,0.009901,0,1,42,2,2,21,42,7,1736,7872,0.132495,145,57.666668,101,0.838989,clean
2,0.003597,0.003597,0,0,33,2,2,21,33,7,1736,7872,0.132495,145,57.666668,278,0.838989,clean
2,0.004902,0.004902,0,3,1,3,1,11,0,2,2,146,0.006849,1123,816,204,9.338339,buggy
12,0.030641,0.002786,1,2,174,4,3,12,30,1,1,1,1,72,72,359,9.59661,clean
2,0.009804,0.009804,0,2,4,2,1,10,4,7,817,2007,0.159442,43,43,102,9.338338,buggy
4,0.015504,0.015504,0,2,2,3,2,10,1,2,2,296,0.016892,221,172.5,129,15.595928,clean
2,0.005025,0.005025,0,4,496,7,3,17,176,5,227,243,0.341564,98,50.5,199,5.937586,buggy
2,0.005814,0.005814,0,2,75,4,2,10,1,7,817,2007,0.159442,43,43,172,9.338338,buggy
2,0.030303,0,0,3,296,6,3,10,100,2,337,351,0.150997,103,55,66,7.293328,buggy
6,0.004255,0.008511,1,2,1,2,1,10,1,2,2,296,0.003378,1122,815,470,7.839041,buggy
2,0.013889,0.013889,0,1,0,1,1,13,0,3,16,17,0.588235,67,67,72,12.369633,buggy
0,0,0,0,1,0,1,1,11,0,4,57,302,0.056291,187,138.5,102,11.418271,buggy
3,0.000441,0.00022,0,17,136,20,7,18,6,1,1,1,1,407,407,4537,10.691212,clean
2,0.002342,0.002342,0,8,60,9,1,17,24,4,10,6,1.166667,276,276,427,15.563534,buggy
2,0.00431,0,1,8,640,11,3,10,100,2,337,351,0.150997,103,55,464,7.293328,buggy
2,0.043478,0.043478,0,0,168,2,2,21,168,7,1736,7872,0.132495,145,57.666668,23,0.838989,clean
1,0.001626,0,0,3,141,5,3,9,42,2,3,3,0.666667,1045,814,615,5.937586,clean
2,0.00813,0.00813,0,1,0,1,1,17,0,1,1,15,0.066667,451,451,123,2.948881,buggy
4,0.014925,0.014925,0,1,539,3,2,10,1,7,817,2007,0.159442,43,43,134,9.338339,buggy
2,0.020833,0.020833,0,1,42,2,2,21,42,7,1736,7872,0.132495,145,57.666668,48,0.838989,clean
0,0,0,0,1,0,1,1,16,0,5,44,400,0.015,44,44,22,11.387595,buggy
2,0.020833,0.020833,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,48,0.838989,clean
0,0,0,0,1,0,1,1,8,0,2,122,1710,0.001754,137,88.5,41,6.346791,buggy
2,0.005181,0.005181,0,0,17,2,2,21,17,7,1736,7872,0.132495,145,57.666668,193,0.838989,clean
1,0.003448,0,0,4,209,4,3,18,139,1,1,1,1,1,1,290,5.937586,buggy
3,0.008264,0.016529,0,5,766,11,6,8,1,3,132,162,0.049383,157,108.5,121,4.34732,clean
2,0.007042,0.007042,0,0,182,2,2,21,182,7,1736,7872,0.132495,145,57.666668,142,0.838989,clean
2,0.028571,0.028571,0,1,42,2,2,21,42,7,1736,7872,0.132495,145,57.666668,35,0.838989,clean
14,0.039548,0.039548,0,6,2,6,2,21,0,2,2,143,0.006993,219,170.5,177,9.338338,buggy
2,0.008696,0.008696,0,1,13,2,1,13,13,1,285,493,0.018256,65,65,115,0.838989,clean
0,0,0,0,1,0,1,1,8,0,2,122,1710,0.001754,137,88.5,28,6.346791,buggy
2,0.005405,0.005405,0,1,0,2,2,18,0,1,1,1,1,25,25,185,5.279284,clean
9,0.081818,0,1,1,0,1,1,21,0,2,4,9,0.555556,140,140,110,2.144202,buggy
2,0.002985,0.002985,0,4,712,4,3,15,3,2,154,154,0.181818,450,219,335,20.499258,buggy
2,0.027027,0.027027,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,37,0.838989,clean
14,0.054264,0.054264,0,5,122,8,4,17,1,1,292,301,0.006645,119,119,129,5.159692,buggy
10,0.018282,0,1,10,4,10,1,20,2,1,4,5,1,472,472,547,7.291273,buggy
38,0.215517,0.112069,4,4,124,8,3,12,0,3,295,304,0.013158,122,122,116,3.493742,buggy
4,0.00148,0.00148,1,9,466,11,6,8,142,1,46,234,0.32906,438,348,1351,11.418271,buggy
7,0,0.001431,0,48,533,56,13,23,0,2,9,19,0.631579,4,4,4893,8.070584,buggy
1,0.013158,0,0,2,41,2,2,17,41,2,3,4,0.75,685,454,76,26.054871,buggy
4,0.008876,0.002959,0,6,16,7,4,1,2,3,4,4,0.75,84,37.166668,338,9.32531,buggy
12,0.018293,0.054878,3,4,84,5,3,6,4,1,3,4,0.5,779,548,164,7.524298,buggy
4,0.028986,0,0,1,0,1,1,18,0,1,2,5,0.4,11,11,138,6.833627,buggy
2,0.022727,0.022727,0,1,0,1,1,10,0,7,817,2007,0.159442,43,43,44,9.338339,buggy
18,0.048193,0.168675,3,6,145,7,2,18,55,3,19,38,0.368421,156,156,83,4.225489,buggy
9,0.003953,0.013834,1,3,359,5,2,9,153,1,3,7,0.714286,104,55,506,8.24292,clean
12,0.003729,0.003729,4,8,409,15,5,23,48,1,58,267,0.404494,20,11,1609,7.291273,buggy
5,0.022059,0.014706,1,4,303,4,4,10,27,7,817,2007,0.159442,43,43,136,9.338339,buggy
6,0.0125,0.0625,0,7,634,11,7,7,41,2,197,199,0.075377,768,537,80,3.99001,buggy
2,0.014286,0.014286,0,2,0,2,1,13,0,2,33,38,0.105263,67,67,70,29.186455,buggy
2,0.002137,0.002137,0,7,420,7,4,14,7,2,10,9,0.888889,1,1,468,15.287212,buggy
2,0.014493,0.014493,0,0,0,1,1,11,0,2,3,7,0.142857,538,448,69,9.338339,clean
2,0.017241,0.017241,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,58,0.838989,clean
5,0.051282,0.076923,0,1,0,1,1,10,0,6,277,499,0.330661,26,26,39,11.52276,buggy
0,0,0,0,1,0,1,1,11,0,4,57,302,0.056291,187,138.5,181,11.418272,buggy
2,0.002545,0.002545,0,2,57,3,3,11,42,4,57,302,0.056291,187,138.5,393,11.418272,buggy
4,0.018868,0.018868,1,1,0,1,1,11,0,4,57,302,0.056291,187,138.5,106,11.418272,buggy
13,0.092308,0.107692,2,0,0,1,1,13,0,1,2,3,0.333333,860,553,65,2.1262,clean
2,0.002415,0.002415,0,0,0,1,1,21,0,7,1736,7872,0.132495,145,57.666668,414,0.838989,clean
0,0,0,0,1,0,1,1,8,0,2,122,1710,0.001754,137,88.5,291,6.34679,buggy
27,0.163636,0,2,1,0,1,1,10,0,1,2,3,0.666667,313,223,165,4.55146,buggy
6,0.089286,0.017857,1,0,0,1,1,18,0,1,1,1,1,1,1,56,2.173366,clean
6,0.003593,0.003593,2,2,1,2,1,10,1,2,2,296,0.003378,1122,815,835,7.839043,buggy
2,0.018868,0.018868,0,1,298,2,2,21,298,7,1736,7872,0.132495,145,57.666668,53,0.838989,clean
0,0,0,0,1,0,1,1,16,0,4,7,107,0.056075,45,45,48,5.582272,buggy
8,0.072727,0.072727,0,2,99,3,3,10,56,1,9,26,0.230769,808,577,55,4.86051,buggy
2,0.00885,0.00885,0,4,111,7,4,10,5,1,282,487,0.002053,44,44,113,0.838989,clean
0,0,0,0,1,0,1,1,8,0,2,122,1710,0.001754,137,88.5,36,6.346791,buggy
