@relation camel_Add_LSTM_metric-weka.filters.unsupervised.attribute.Remove-R1

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute 'Modify Files' numeric
@attribute Directories numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute 'LSTM C.E.' numeric
@attribute bug {1,0}

@data
80,48,32,6,3,2,8,3,12.081324,0
17,14,3,2,3,2,6,6,4.989892,0
12,11,1,1,1,1,1,1,4.551261,0
5,3,2,0,3,2,52,14,3.804208,0
2,1,1,0,1,1,9,4,3.610999,0
4,2,2,1,1,1,6,5,3.690487,0
4,2,2,0,1,1,4,2,3.802133,0
84,70,14,6,3,2,11,4,13.48613,0
1625,1625,0,19,19,5,19,19,20.212042,0
13,13,0,4,1,1,3,1,4.3207,0
437,436,1,6,6,2,6,6,19.298958,0
682,682,0,9,9,2,9,9,18.505911,0
12,8,4,3,1,1,14,3,3.981585,0
171,56,115,10,4,3,46,12,13.493073,0
55,31,24,1,2,1,27,6,5.638732,0
8,2,6,0,2,1,5,3,3.573198,1
36,14,22,8,11,7,69,35,4.83573,0
62,39,23,0,2,1,47,11,9.471714,0
5,2,3,2,1,1,35,5,3.863898,0
2,1,1,0,1,1,4,2,3.765188,0
4,2,2,0,2,2,5,5,3.711693,0
70,44,26,10,1,1,2,1,11.967634,0
6,4,2,2,2,1,10,5,3.911661,0
4,3,1,1,1,1,4,3,3.545719,0
101,101,0,2,2,1,2,2,19.513407,0
4,2,2,1,1,1,1,1,3.573198,0
12,12,0,2,2,2,15,10,4.055818,0
4,2,2,0,2,2,10,4,3.743434,0
2,1,1,0,1,1,26,9,3.812133,0
310,310,0,1,61,52,568,254,11.72373,0
2,1,1,0,1,1,5,3,3.56701,0
2,1,1,0,1,1,8,5,3.59834,0
2,1,1,0,1,1,3,3,3.802108,0
84,55,29,2,25,13,245,110,11.041615,0
3,3,0,0,1,1,9,3,3.573198,0
209,134,75,2,3,2,9,8,16.963444,1
3,2,1,1,1,1,6,5,3.573198,0
4,2,2,0,1,1,1,1,3.955417,0
82,73,9,7,5,3,8,8,13.97144,0
4,2,2,0,1,1,15,5,3.763282,0
12,12,0,2,1,1,10,1,4.062886,0
4,2,2,0,2,2,25,8,3.716187,0
2,2,0,0,1,1,4,2,3.56701,0
71,70,1,2,3,3,20,10,16.433933,0
6,6,0,0,1,1,2,1,3.845577,0
7,6,1,0,1,1,3,1,3.820378,0
112,106,6,6,1,1,3,1,13.827018,1
7,7,0,0,1,1,1,1,3.827866,0
4,2,2,1,1,1,34,5,3.693401,0
309,252,57,13,9,4,32,16,17.450972,0
2,1,1,0,1,1,2,2,3.595643,0
10,10,0,1,2,2,9,7,3.812828,0
27,25,2,1,2,1,11,2,5.529614,0
2,1,1,0,1,1,10,4,3.498239,0
5,3,2,0,1,1,2,2,3.830275,0
16,8,8,0,8,1,33,25,3.669498,0
3,2,1,1,1,1,4,3,3.664927,0
3,2,1,1,1,1,1,1,3.814385,0
108,34,74,7,1,1,18,9,6.996706,0
83,81,2,6,3,2,6,6,14.603829,0
6,3,3,0,1,1,20,4,3.755778,0
63,33,30,3,8,2,21,12,6.745272,0
10,6,4,3,2,2,6,6,3.807833,0
2,1,1,0,1,1,22,6,3.719613,0
2,1,1,0,1,1,3,2,3.764858,0
72,72,0,1,2,1,8,2,13.770379,0
17,13,4,3,3,3,37,12,6.314025,0
20,19,1,3,1,1,23,7,4.469067,0
263,263,0,8,4,2,39,18,16.964943,0
172,172,0,2,3,2,4,4,17.451235,0
165,81,84,29,35,12,62,53,12.743864,0
723,610,113,21,21,10,60,32,19.50503,0
7,7,0,1,1,1,4,3,3.955893,0
2,1,1,0,1,1,6,3,3.545719,0
2,1,1,0,1,1,29,11,3.545719,0
8,3,5,1,1,1,1,1,3.558841,0
43,26,17,5,3,2,17,5,5.614054,0
49,33,16,3,2,2,24,14,8.111573,0
326,315,11,9,10,4,47,21,17.466024,0
3,1,2,1,1,1,3,2,3.648866,0
10,10,0,1,1,1,5,3,4.176063,0
4,2,2,1,1,1,11,3,3.929857,0
5,3,2,2,1,1,3,2,3.75474,0
776,652,124,34,23,8,170,67,17.798393,0
38,37,1,1,1,1,2,2,9.371854,1
18,10,8,0,1,1,72,7,4.188598,0
3,2,1,1,1,1,10,5,3.827759,0
2,1,1,0,1,1,29,12,3.545719,0
28,12,16,2,2,1,8,2,4.175046,0
6,3,3,0,1,1,3,1,3.608491,0
39,33,6,4,1,1,81,7,6.502088,0
35,35,0,3,2,1,14,5,6.210099,0
3,1,2,0,1,1,4,4,3.610999,0
6,5,1,0,1,1,3,1,3.830617,0
83,83,0,2,3,1,7,7,15.031498,0
36041,35408,633,262,301,44,2881,1113,20.535143,0
2,1,1,0,1,1,7,3,3.595643,0
43,19,24,4,3,1,9,4,4.761969,0
86,37,49,10,9,3,24,18,7.038452,0
18,2,16,1,1,1,2,1,3.615326,0
13,8,5,5,3,2,8,3,4.00538,0
87,54,33,3,4,1,7,4,13.262043,1
69,37,32,1,1,1,2,1,5.450702,1
55,40,15,4,2,1,10,4,10.595574,1
8,6,2,1,1,1,14,6,3.693401,0
14,8,6,2,2,2,2,2,5.02822,0
3,3,0,0,3,2,3,3,3.524582,0
7,6,1,1,1,1,4,3,3.993527,1
2,1,1,0,1,1,6,4,3.56701,0
10,8,2,1,1,1,4,3,4.286095,0
6,3,3,2,1,1,7,3,3.771442,0
33,16,17,2,4,2,39,14,4.372922,0
2,1,1,0,1,1,9,6,3.56701,0
32,31,1,1,3,1,30,9,5.557224,0
105,100,5,6,3,3,10,7,13.896247,1
47,47,0,1,1,1,1,1,11.581308,0
19,4,15,1,2,1,6,2,3.911112,0
19,6,13,9,1,1,6,4,4.02246,0
52,36,16,6,3,3,10,4,7.500629,0
228,192,36,13,6,2,10,10,16.398428,0
13,13,0,0,1,1,13,4,4.518681,0
247,239,8,8,3,1,5,4,18.428246,0
172,153,19,2,3,2,18,9,13.139669,0
10,8,2,0,4,4,15,8,4.354925,0
774,774,0,13,13,3,29,21,17.184423,0
2,1,1,0,1,1,5,4,3.56701,0
4,2,2,0,2,1,17,7,3.622479,0
1,1,0,0,1,1,3,2,3.524582,0
39,31,8,5,5,2,18,13,6.838643,0
87,2,85,3,2,1,10,7,3.524582,0
179,179,0,1,1,1,1,1,17.001652,1
76,69,7,3,4,2,9,4,13.861052,0
6,3,3,0,3,3,39,23,3.771442,0
33,16,17,2,2,1,4,4,4.189231,0
5,1,4,1,2,1,4,2,3.498239,0
37,35,2,3,2,1,13,4,11.214849,1
73,67,6,15,15,5,22,16,7.03461,0
90,68,22,2,1,1,4,4,11.964287,0
7,3,4,1,1,1,6,4,3.792125,0
2,1,1,0,1,1,4,3,3.56701,0
257,255,2,6,3,2,9,7,14.989063,0
3,2,1,1,2,1,13,8,3.595643,0
2,1,1,0,1,1,5,1,3.498239,0
9,9,0,0,1,1,1,1,4.20829,0
39,6,33,14,3,1,42,15,4.099729,0
4,2,2,0,2,1,7,5,3.622479,0
21,9,12,4,3,1,10,7,3.976216,0
45,42,3,2,2,1,9,4,11.355283,0
7,5,2,1,1,1,2,2,3.961294,0
4,2,2,0,2,1,12,5,3.667614,0
13,6,7,1,1,1,4,2,3.910419,0
7,7,0,0,1,1,25,6,3.931921,0
12,12,0,1,1,1,23,6,4.197978,0
1251,1154,97,39,28,5,49,28,17.189327,0
2,1,1,0,1,1,4,2,3.59834,0
15,8,7,6,1,1,6,1,4.273638,0
2,1,1,0,1,1,6,3,3.56701,0
177,163,14,10,3,1,4,4,15.934183,0
16,16,0,1,1,1,4,2,4.104121,0
290,145,145,14,5,3,21,8,17.734505,0
26,26,0,3,2,1,12,4,5.836016,0
15,6,9,2,1,1,10,5,4.069365,0
99,99,0,7,1,1,3,1,15.281304,0
2,1,1,0,1,1,1,1,3.578342,0
8,7,1,1,1,1,9,4,3.921516,0
6,3,3,0,2,1,12,9,3.801952,0
18,9,9,3,1,1,1,1,4.832561,0
29,25,4,6,1,1,16,7,5.402601,0
201,114,87,37,16,12,108,44,13.653673,0
3,3,0,0,1,1,6,2,3.573198,0
3,2,1,1,1,1,2,1,3.802108,0
147,147,0,2,2,2,2,2,19.770378,0
149,123,26,6,4,2,29,11,16.991316,0
97,59,38,15,1,1,36,13,13.80817,0
20,19,1,2,2,1,8,2,4.597437,0
2,1,1,0,1,1,7,4,3.610999,0
2197,2197,0,27,27,5,32,30,19.244236,0
12,8,4,1,1,1,3,3,3.962815,0
56,51,5,3,1,1,4,3,11.972282,0
16,7,9,1,1,1,2,2,4.440353,0
16,12,4,2,1,1,4,3,4.710733,0
27,14,13,5,1,1,2,2,4.483846,0
3,2,1,1,1,1,2,1,3.572159,0
654,181,473,106,55,13,401,150,14.831246,0
19,19,0,3,1,1,2,1,4.624908,0
151,141,10,3,5,4,170,30,16.866291,0
3136,1568,1568,84,143,2,1000,287,19.632519,0
264,264,0,4,4,2,4,4,20.995863,0
68,55,13,5,2,1,72,14,13.926054,0
4,4,0,0,1,1,2,2,3.686099,0
90,43,47,13,3,1,8,5,6.852465,0
33,33,0,4,4,2,13,7,6.450486,0
75,66,9,12,5,3,21,12,9.885809,0
2,1,1,0,1,1,13,4,3.743608,0
1508,1402,106,32,27,10,44,28,20.010797,0
2,1,1,0,1,1,5,4,3.545719,0
25,24,1,3,3,2,91,16,4.766243,0
101,35,66,14,31,16,161,82,6.71502,0
62,54,8,3,4,2,9,4,6.903896,0
9,9,0,1,1,1,1,1,3.889562,0
7,1,6,0,1,1,11,7,3.833946,0
23,21,2,4,1,1,40,12,4.037071,0
5,4,1,0,1,1,5,2,3.753071,0
32,27,5,2,2,1,23,6,7.218467,0
21,7,14,2,2,1,26,10,3.833367,0
8,4,4,1,2,1,30,12,3.920609,0
1684,763,921,466,297,2,891,594,13.677824,0
283,35,248,6,3,1,8,3,6.903386,0
2,1,1,0,1,1,8,4,3.610999,0
4,4,0,0,1,1,7,6,3.761373,0
2,1,1,0,1,1,2,2,3.610999,0
2,2,0,0,1,1,4,1,3.750153,0
631,631,0,12,13,6,33,29,16.704062,0
8,4,4,0,2,2,7,4,3.959536,0
206,96,110,1,4,3,28,12,13.051107,0
105,81,24,3,1,1,5,2,12.9499,0
2,1,1,0,1,1,19,4,3.562913,0
496,496,0,8,9,6,15,13,17.591501,0
37,21,16,2,1,1,45,3,7.838842,1
24,12,12,2,2,2,6,5,5.09147,0
16,8,8,2,1,1,4,4,3.937332,0
16,15,1,1,1,1,1,1,4.972259,0
52,33,19,10,4,1,25,5,8.701016,0
1194,1194,0,14,14,2,64,39,19.121,0
57,30,27,5,5,5,23,15,5.157683,0
88,60,28,15,3,1,9,4,7.227415,1
33,16,17,0,1,1,2,1,4.387561,0
9,4,5,1,1,1,16,8,3.547817,0
7,3,4,2,1,1,2,2,3.799034,0
168,146,22,15,7,4,47,23,14.929914,0
9,6,3,1,1,1,3,2,3.815095,0
2,1,1,0,1,1,4,3,3.56701,0
23,13,10,1,3,3,21,7,5.948249,0
8,5,3,1,1,1,5,2,4.747336,0
74,74,0,5,3,2,22,8,7.739653,0
22,11,11,1,5,2,36,19,4.654529,0
80,75,5,5,3,1,18,8,13.447858,0
43,36,7,2,2,1,3,2,7.041257,0
6,3,3,0,1,1,40,11,4.025148,0
8,7,1,0,2,2,22,9,4.209982,0
4,2,2,0,2,1,7,5,3.667614,0
87,10,77,10,5,2,5,5,4.377849,0
4,2,2,0,2,1,4,2,3.667614,0
104,97,7,9,6,4,43,26,16.87604,0
21,11,10,1,2,1,40,11,4.215839,0
129,117,12,7,4,3,27,6,19.475151,0
5,2,3,2,1,1,7,4,3.686099,0
11,11,0,2,2,1,13,5,3.91596,0
108,77,31,2,3,1,6,6,15.137207,0
81,54,27,4,3,3,8,3,13.629519,0
23,12,11,0,1,1,1,1,4.25739,1
10,7,3,1,1,1,5,3,3.857732,0
156,153,3,2,2,1,14,3,15.598563,0
3,2,1,0,1,1,8,2,3.918372,0
62,43,19,5,2,2,54,8,9.030659,0
32,24,8,3,2,2,8,2,5.47763,0
2,1,1,0,1,1,6,5,3.56701,0
4,2,2,0,1,1,1,1,3.92359,0
84,41,43,3,1,1,5,1,11.956555,1
13,12,1,1,2,1,2,2,4.114222,0
15,14,1,1,3,3,39,8,3.982625,0
1115,1102,13,24,18,8,56,26,21.365959,0
58,19,39,7,1,1,17,9,6.397685,0
4,2,2,0,2,2,11,6,3.883241,0
46,41,5,5,3,3,6,5,10.652391,0
8,2,6,1,2,1,6,3,3.680327,0
317,194,123,20,7,3,51,17,16.587976,1
244,244,0,4,4,2,4,4,19.116699,0
28,27,1,2,3,3,57,17,5.299006,1
26,25,1,1,3,1,3,3,5.670883,1
40,37,3,1,4,2,55,25,10.837042,0
8,7,1,1,1,1,13,3,4.153734,0
4,2,2,1,1,1,20,5,3.799064,0
9,8,1,1,1,1,1,1,4.216904,0
2,1,1,0,1,1,12,6,3.498239,0
65,63,2,1,2,1,5,3,12.630812,0
68,59,9,9,3,3,4,3,11.685428,0
1416,1095,321,11,290,152,2522,992,14.263494,0
24,23,1,2,2,1,14,2,4.933575,0
56,24,32,11,6,1,18,12,9.879148,0
3,1,2,0,1,1,8,3,3.48141,0
8,4,4,2,2,1,23,10,4.069595,0
13,7,6,2,1,1,6,2,3.840548,0
412,294,118,12,1,1,4,2,13.615213,0
10,4,6,3,1,1,17,7,3.645292,1
15,5,10,1,2,1,4,2,3.928472,0
193,147,46,12,6,4,18,15,16.939594,0
77,77,0,3,3,2,4,3,16.370323,0
149,122,27,4,1,1,6,1,16.191187,0
76,38,38,0,38,33,51,39,12.851724,0
4,2,2,0,2,2,5,5,3.95897,0
7,3,4,0,2,1,15,9,3.602546,0
77,33,44,2,3,1,6,3,11.021057,0
3,2,1,0,1,1,7,3,3.879525,1
14,13,1,1,1,1,23,5,4.232691,0
4,2,2,0,1,1,6,6,3.749593,0
31,30,1,2,3,1,10,5,5.480851,1
11,9,2,0,1,1,1,1,4.318481,0
5,1,4,1,1,1,3,2,3.545719,0
2,2,0,0,1,1,16,3,3.942514,0
2,1,1,0,1,1,9,6,3.59834,0
49,37,12,7,4,2,38,10,5.951399,0
4,2,2,0,2,1,25,11,3.831479,0
23,22,1,2,2,1,48,21,5.697134,0
2,1,1,0,1,1,2,2,3.56701,0
43,21,22,8,5,2,31,7,5.046639,0
2,1,1,0,1,1,3,2,3.708121,0
12,6,6,0,2,1,8,4,3.659272,0
2,1,1,0,1,1,29,7,3.56701,0
47,44,3,7,5,5,22,5,6.368965,0
69,66,3,10,3,2,15,10,11.656904,0
24,16,8,4,4,4,5,4,6.573695,0
642,371,271,80,2,2,76,26,16.934439,1
8,7,1,1,1,1,2,2,4.36411,0
46,46,0,2,2,2,16,6,6.599816,0
2,1,1,0,1,1,3,2,3.666133,0
8,6,2,1,1,1,16,5,4.090532,0
7,7,0,0,1,1,7,5,3.828269,0
96,69,27,5,3,3,3,3,10.705503,0
7,6,1,2,1,1,2,2,3.852015,0
24,23,1,3,2,1,35,14,8.999695,0
2,1,1,0,1,1,9,6,3.56701,0
11,9,2,1,1,1,7,5,3.917032,0
2,1,1,0,1,1,17,5,3.498239,0
389,387,2,6,3,2,15,10,16.227066,0
4,2,2,0,1,1,1,1,3.716187,0
2,1,1,0,1,1,9,4,3.56701,0
96,96,0,3,3,1,3,3,16.000649,0
2,1,1,0,1,1,4,3,3.56701,0
68,56,12,10,5,2,12,6,8.531941,0
7,5,2,1,1,1,11,4,3.809789,0
103,95,8,7,7,4,223,38,16.388786,0
12,6,6,1,2,1,16,8,3.961685,0
53,45,8,2,7,3,64,27,11.831823,0
78,54,24,6,1,1,12,6,7.065102,0
30,3,27,3,3,2,13,8,3.715865,0
4,3,1,0,1,1,4,4,3.595643,0
6,3,3,1,2,2,19,6,3.753503,0
12,12,0,5,2,2,15,2,5.016085,0
642,642,0,11,11,1,11,11,15.718905,1
205,120,85,32,43,19,178,100,11.013441,0
4,2,2,0,2,1,7,5,3.667614,0
115,38,77,6,2,2,4,2,5.730559,0
16,16,0,1,1,1,14,4,5.367715,0
107,57,50,0,47,2,139,70,15.127077,0
6732,6732,0,34,34,9,122,35,20.255573,0
3,1,2,0,1,1,3,1,3.610999,0
1,1,0,0,1,1,2,1,3.56701,1
3,2,1,1,1,1,2,1,3.802108,0
160,80,80,14,6,1,48,13,14.16732,0
10,10,0,4,1,1,12,6,4.43735,0
2,1,1,0,1,1,2,1,3.722078,0
17,11,6,1,2,2,56,5,4.154936,0
822,294,528,39,23,3,296,97,11.382889,1
6,6,0,0,1,1,8,6,3.876792,0
2,1,1,0,1,1,1,1,3.56701,0
16,7,9,1,2,2,6,4,3.93257,0
3,2,1,0,1,1,2,1,3.801307,0
3344,3329,15,20,22,8,142,44,18.181509,0
10,10,0,0,2,1,35,13,3.874553,0
19,11,8,1,2,2,11,6,4.205121,0
9,7,2,2,1,1,2,2,3.972146,0
37,16,21,0,2,2,51,15,5.28243,0
2,1,1,0,1,1,6,3,3.56701,0
441,374,67,29,21,9,78,23,18.279236,1
10,5,5,0,4,2,61,29,3.859279,0
168,158,10,5,7,4,107,21,15.908422,0
2,1,1,0,1,1,9,5,3.56701,0
1133,645,488,35,23,18,380,115,15.98257,0
52,42,10,5,10,8,51,13,5.610931,0
2,1,1,0,1,1,5,4,3.56701,0
17,16,1,3,2,2,6,2,4.21244,0
3,1,2,0,1,1,5,5,3.722078,0
16,8,8,5,3,3,68,15,3.722644,0
6,6,0,0,1,1,11,5,3.969224,0
2,1,1,0,1,1,7,3,3.849806,0
9,3,6,1,2,2,79,16,3.610999,0
354,154,200,4,4,2,8,4,15.890573,0
104,95,9,2,2,2,4,4,9.10872,0
2,1,1,0,1,1,34,13,3.59834,0
21,13,8,7,5,5,40,27,4.470154,1
23,16,7,3,3,3,9,6,4.611063,0
4,3,1,0,1,1,1,1,3.712444,0
11,11,0,0,1,1,2,1,4.38412,0
2,1,1,0,1,1,16,8,3.595643,0
203,203,0,3,3,1,3,3,20.451824,0
5,3,2,0,1,1,13,8,3.8888,0
4,3,1,2,1,1,1,1,3.656376,0
48,43,5,4,3,3,5,5,5.716894,0
200,135,65,9,3,1,6,3,17.07015,0
103,97,6,7,3,1,3,3,15.918851,0
21,21,0,1,2,1,17,6,4.683408,0
8,5,3,2,1,1,18,7,3.885656,1
238,154,84,4,5,2,6,5,19.97361,1
4,3,1,0,1,1,3,2,3.545719,0
2,1,1,0,1,1,3,1,3.524582,0
15,11,4,3,3,3,39,23,4.198688,0
410,408,2,5,3,2,7,5,15.559004,0
48,38,10,10,1,1,9,2,6.233893,0
38,3,35,4,5,4,29,14,3.715865,0
7,1,6,0,1,1,3,1,3.545719,1
116,58,58,3,1,1,1,1,7.910714,0
410,410,0,6,6,1,6,6,17.340351,0
6,3,3,1,1,1,2,1,3.752031,0
39,37,2,1,2,2,11,8,10.778776,0
4,2,2,1,1,1,3,2,3.869021,0
17,17,0,0,2,2,24,5,4.448132,0
10,10,0,2,1,1,2,2,4.899988,0
60,53,7,6,4,2,12,4,8.624116,0
388,388,0,5,7,3,14,8,17.573536,0
891,445,446,6,6,4,36,18,17.696978,0
1760,1756,4,4,4,1,20,8,20.443846,0
54,28,26,11,5,2,13,9,5.23942,0
6,3,3,0,3,3,11,9,3.771442,0
43,20,23,18,1,1,3,3,5.104256,0
2,2,0,1,2,1,2,2,3.722078,0
109,105,4,12,6,5,67,24,13.278332,0
38,9,29,8,1,1,11,2,4.405197,0
10,5,5,0,2,1,4,4,4.546578,0
80,77,3,1,2,1,4,4,14.314128,0
19,16,3,4,1,1,8,3,4.586498,0
16,8,8,0,8,4,67,32,4.199644,0
197,197,0,2,3,2,6,4,16.700914,0
35,31,4,2,3,2,12,3,5.12831,0
7,6,1,0,1,1,6,1,3.934696,0
63,33,30,3,8,2,29,20,6.745272,0
2,1,1,0,1,1,2,2,3.752192,0
107,86,21,18,6,2,8,8,13.366313,0
22,22,0,1,2,1,9,5,5.620035,1
5,5,0,0,1,1,4,3,3.787116,0
113,82,31,8,9,7,52,28,11.051214,0
44,20,24,7,2,1,67,11,7.961137,0
52,26,26,2,2,1,12,7,5.118163,0
22,16,6,0,3,3,45,10,4.764999,0
116,110,6,5,5,3,28,12,15.812759,0
2,1,1,0,1,1,12,4,3.56701,0
9,8,1,1,1,1,3,3,3.944494,0
2,1,1,0,1,1,12,7,3.59834,0
4,1,3,0,1,1,20,8,3.595643,0
4,1,3,0,1,1,7,3,3.595643,0
18,16,2,4,2,2,26,12,4.419711,0
2,1,1,0,1,1,7,2,3.545719,0
43,4,39,18,17,17,271,79,3.941025,0
226,121,105,23,4,2,11,11,14.242476,0
7,4,3,1,2,2,56,16,4.020976,0
205,168,37,17,5,3,17,5,19.002867,1
29,28,1,1,2,2,7,2,4.983963,0
189,89,100,15,3,1,36,14,13.904078,0
2,1,1,0,1,1,2,1,3.731059,0
6,4,2,0,2,1,10,5,4.117932,0
30,23,7,0,3,3,7,3,5.567356,0
11,11,0,1,1,1,16,5,4.06148,0
246704,246616,88,364,347,18,913,480,18.874582,1
33,33,0,1,1,1,2,2,10.559102,0
113,110,3,4,7,2,19,10,18.258091,0
2,1,1,0,1,1,15,5,3.573198,0
2,1,1,0,1,1,8,1,3.729385,0
56,47,9,7,4,3,7,6,6.650761,0
2,1,1,0,1,1,4,3,3.59834,0
78,77,1,2,2,2,119,16,14.789059,0
6528,6377,151,95,94,25,106,97,21.057114,1
9,9,0,2,1,1,13,6,3.922358,0
15,9,6,2,3,2,34,9,4.817368,0
16,10,6,1,2,2,61,12,4.056595,0
169,105,64,24,3,2,104,16,18.449547,0
2,1,1,0,1,1,2,1,3.573198,0
2,1,1,0,1,1,2,1,3.56701,0
3,1,2,1,1,1,11,3,3.56701,0
3,2,1,0,1,1,2,1,3.875115,0
180,173,7,5,4,3,9,5,17.86558,0
26,13,13,3,3,2,15,4,4.798677,1
17,6,11,1,6,2,37,23,4.035182,0
5,1,4,0,2,1,6,5,3.48141,0
53,19,34,6,3,3,19,11,4.751418,0
43,28,15,6,2,1,6,4,5.937954,0
11,9,2,1,1,1,17,9,4.284187,0
21,10,11,2,1,1,3,2,5.048436,0
24,22,2,2,2,1,9,6,5.718082,0
198,93,105,3,1,1,5,4,14.983011,1
14,13,1,2,1,1,3,1,4.54007,0
151,106,45,19,3,3,131,11,17.491768,0
39,20,19,9,4,2,54,21,5.940827,0
27,25,2,3,2,1,15,10,4.662077,0
1489,1486,3,14,15,9,29,19,19.713003,1
59,37,22,5,6,6,49,24,6.724183,0
25,24,1,0,1,1,1,1,5.878356,0
72,62,10,5,1,1,5,2,12.539898,0
68,61,7,2,4,2,13,5,12.894635,0
4,2,2,0,2,1,7,5,3.622479,0
22,14,8,3,7,2,16,14,4.081892,0
23,11,12,0,1,1,2,1,4.043023,0
48,28,20,4,4,3,15,8,6.003176,1
20,19,1,2,3,1,32,16,4.959855,0
2,1,1,1,1,1,11,5,3.56701,0
2,1,1,0,1,1,2,2,3.610999,0
23,11,12,2,3,2,6,3,4.337532,0
2,1,1,0,1,1,3,2,3.550022,0
41,3,38,4,3,2,18,10,3.715865,0
22,20,2,1,2,2,4,4,4.342286,0
76,40,36,14,2,1,4,3,10.420207,0
180,35,145,2,3,2,7,4,6.169449,0
34,24,10,10,1,1,15,3,5.341278,0
68,52,16,2,3,3,5,3,12.763963,0
36,16,20,10,3,2,38,22,4.81541,0
71,62,9,5,1,1,15,6,9.592809,0
17,17,0,2,2,1,4,2,4.359648,0
22,12,10,3,1,1,12,5,5.157333,0
426,355,71,8,11,5,22,12,17.927271,0
2,1,1,0,1,1,8,5,3.56701,0
4,2,2,1,1,1,6,2,3.545719,0
6,3,3,0,3,2,9,7,3.72506,0
406,245,161,12,5,3,48,13,16.980154,0
7,4,3,0,1,1,47,5,3.789538,0
7,3,4,1,2,2,126,10,3.745435,0
33,16,17,0,4,1,13,4,4.574797,0
298,257,41,9,25,16,167,69,18.987684,0
2,1,1,0,1,1,7,5,3.56701,0
44,30,14,6,3,2,15,5,5.084692,0
196,195,1,2,3,2,14,7,16.572941,0
76,73,3,13,4,2,10,4,8.653391,0
35,25,10,6,2,1,5,4,5.715509,0
66,57,9,4,3,1,33,5,8.877928,0
1,1,0,0,1,1,9,4,3.59834,0
4,4,0,0,1,1,4,2,3.802108,0
4,2,2,0,2,2,16,8,3.716187,0
34,17,17,0,12,5,24,24,4.851513,0
2,1,1,0,1,1,9,4,3.59834,0
860,848,12,15,17,2,17,17,17.118542,0
2,1,1,0,1,1,3,1,3.610999,0
19,19,0,0,19,2,212,74,3.95471,0
146,144,2,2,4,1,37,10,17.101721,0
4,2,2,0,2,1,14,8,3.622479,0
22,3,19,1,4,4,53,17,3.687114,0
228,126,102,5,2,1,2,2,17.781387,1
60,29,31,5,2,1,6,3,10.786415,0
934,934,0,26,26,13,390,31,17.771992,0
20,14,6,2,1,1,5,1,4.565227,0
22,20,2,7,1,1,18,2,4.228388,0
168,130,38,6,4,2,14,4,17.054621,0
6,6,0,1,1,1,3,1,3.789538,0
24,12,12,0,2,1,50,21,4.87695,0
68,35,33,8,5,1,7,7,9.497274,0
5,1,4,0,1,1,24,7,3.610999,0
20,12,8,1,1,1,2,1,4.218107,0
199,82,117,10,3,2,72,22,14.486474,0
912,572,340,107,74,26,466,201,15.625447,0
3,1,2,1,1,1,11,5,3.56701,0
150,150,0,4,4,1,4,4,18.459789,0
7,3,4,2,1,1,18,9,3.833946,1
18,16,2,1,2,1,7,4,4.478186,1
15,10,5,1,1,1,1,1,4.361757,0
4,2,2,0,2,1,8,7,3.667614,0
62,50,12,12,2,1,5,4,10.744886,0
23,22,1,6,3,2,45,8,4.640793,0
6,6,0,1,1,1,2,2,4.049094,0
6,6,0,2,1,1,16,7,3.854648,1
44,44,0,4,2,2,13,8,7.277356,1
3905,1920,1985,0,21,6,75,23,17.550659,1
165,94,71,33,4,2,4,4,14.424262,0
2,1,1,0,1,1,19,8,3.545719,0
235,178,57,19,9,7,41,11,18.605522,0
8,4,4,0,2,1,4,2,4.072434,0
34,33,1,2,3,1,26,9,5.988707,0
43,40,3,3,3,1,5,5,11.315537,1
4,1,3,0,1,1,2,1,3.59834,0
667,667,0,19,19,5,25,20,22.256886,0
6,5,1,0,1,1,4,2,3.735369,0
394,385,9,12,4,1,9,4,17.771206,1
2,1,1,0,1,1,16,6,3.582081,0
390,390,0,4,4,2,4,4,18.935238,1
40,33,7,3,1,1,4,2,7.738476,0
9,7,2,1,1,1,1,1,4.348906,0
7,1,6,0,1,1,16,6,3.498239,0
7,2,5,1,2,2,8,2,3.572159,0
95,31,64,14,8,5,111,33,10.061246,0
2,1,1,0,1,1,1,1,3.545719,0
23,11,12,2,4,3,33,8,3.884173,0
29,14,15,3,3,2,39,8,4.645874,0
124,106,18,10,8,4,67,25,17.002556,0
14,7,7,0,3,1,40,20,3.953145,0
38,36,2,2,1,1,6,3,6.653831,0
53,35,18,5,3,1,13,12,8.497996,0
10,5,5,1,4,3,29,12,3.953744,0
2,1,1,0,1,1,3,1,3.573198,0
72,50,22,3,2,2,8,6,11.45627,0
240,240,0,13,4,1,18,4,15.350732,0
3,1,2,0,2,1,20,7,3.610999,0
594,2,592,18,14,2,149,61,3.833946,0
8,7,1,1,2,2,16,7,3.756743,0
211,94,117,39,43,19,173,106,13.434977,1
53,53,0,1,1,1,2,2,12.853071,0
6,6,0,1,2,1,3,3,3.813436,0
28,19,9,6,4,2,37,15,4.468524,0
16,9,7,1,2,1,2,2,4.076921,0
10,5,5,0,5,5,64,12,3.605917,0
8,6,2,2,3,2,4,4,4.053205,0
12,5,7,3,1,1,6,4,3.920908,0
16,7,9,2,2,2,7,6,4.092999,0
