@relation metamodel_Add_LSTM_metric-weka.filters.unsupervised.attribute.Remove-R1

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute 'Modify Files' numeric
@attribute Directories numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute 'LSTM C.E.' numeric
@attribute bug {1,0}

@data
16,8,8,4,1,1,5,3,3.967808,0
61,36,25,8,6,2,17,12,7.30682,0
1414,699,715,206,106,28,384,234,17.251583,0
141,88,53,7,6,1,55,22,16.258238,0
32,18,14,1,3,1,19,9,6.288284,0
533,337,196,25,5,1,33,14,17.614002,0
172,95,77,8,6,4,20,18,12.095082,0
12,12,0,1,1,1,19,7,4.134356,0
524,418,106,13,11,2,17,14,17.028326,0
690,548,142,31,7,4,27,10,18.765858,0
50,27,23,7,5,1,7,6,5.719696,0
61,61,0,1,1,1,1,1,12.140159,0
12,10,2,2,1,1,1,1,4.621592,0
43,30,13,0,4,2,20,13,5.216368,0
63,32,31,9,7,3,47,24,7.694497,0
148,62,86,6,5,2,31,14,11.310978,0
7,1,6,0,1,1,11,2,3.176217,0
97,46,51,18,4,1,12,7,9.927467,0
113,51,62,4,4,1,18,11,9.230791,0
64,64,0,1,1,1,1,1,11.998676,0
156,139,17,8,3,2,7,4,16.451906,0
1,1,0,0,1,1,2,1,3.15032,0
171,86,85,11,7,7,14,8,17.612019,0
120,68,52,8,2,2,11,5,13.19543,0
298,296,2,4,6,3,27,8,17.745266,0
68,51,17,4,2,1,20,9,8.842966,0
1604,1122,482,53,22,5,40,32,18.649496,0
690,548,142,31,7,4,34,17,18.76586,0
148,108,40,7,7,3,7,7,11.793972,0
89,54,35,7,2,2,4,4,11.79767,0
147,73,74,6,4,2,39,18,11.669148,0
135,102,33,5,2,1,15,6,13.018547,0
5,4,1,3,1,1,12,5,2.973413,0
191,185,6,6,4,1,7,5,16.414347,0
76,76,0,10,14,5,44,21,13.601909,0
6,3,3,2,1,1,12,5,3.192091,0
15,10,5,0,2,2,9,4,3.945718,0
8,8,0,0,1,1,4,3,3.764059,0
8,3,5,2,3,2,14,6,3.116599,0
81,35,46,6,11,5,47,16,7.019478,0
10,6,4,1,5,1,45,17,3.467045,0
17,15,2,1,1,1,1,1,3.883461,0
178,141,37,22,6,4,15,9,17.992092,0
89,63,26,6,2,1,5,4,13.784474,0
37,36,1,3,2,2,25,9,8.975513,0
232,102,130,32,5,1,28,12,15.156724,0
130,109,21,6,6,3,10,6,16.462774,0
2,1,1,0,1,1,12,4,3.04476,0
275,108,167,14,4,1,25,15,17.404005,0
136,55,81,10,20,13,60,37,10.153887,0
4,3,1,2,1,1,3,1,3.283168,0
32,18,14,5,2,1,4,3,6.525768,0
164,73,91,2,10,9,44,20,10.58409,0
51,51,0,1,1,1,1,1,10.190866,0
83,48,35,4,2,1,5,2,9.104992,0
11,9,2,1,1,1,4,2,4.276925,0
5,1,4,3,1,1,13,5,2.942123,0
172,95,77,8,6,4,26,24,12.095082,0
88,38,50,4,14,5,43,20,7.050346,0
159,80,79,4,3,2,24,10,12.634444,0
79,57,22,5,4,1,18,13,8.52711,0
124,112,12,4,5,4,9,5,17.212385,0
108,108,0,1,1,1,4,3,16.152882,0
58,58,0,1,1,1,1,1,11.699223,0
68,51,17,4,2,1,23,11,8.842966,0
26,14,12,0,1,1,2,2,4.413843,0
9,8,1,1,3,2,10,6,3.823406,0
5,4,1,1,1,1,14,6,3.374264,0
29,12,17,4,5,5,25,9,5.565895,0
37,37,0,1,1,1,1,1,8.408336,0
173,112,61,3,2,1,5,3,17.375832,0
4,4,0,0,1,1,2,1,4.112294,0
1078,424,654,68,40,16,62,40,17.998161,0
24,17,7,2,2,1,15,5,5.843503,0
75,74,1,4,4,3,15,8,12.003404,0
18,10,8,2,1,1,1,1,4.149303,0
44,24,20,1,1,1,3,3,5.178615,0
4,2,2,1,1,1,16,6,3.094613,0
695,456,239,43,15,6,50,19,19.708395,0
89,63,26,6,2,1,3,2,13.784475,0
90,90,0,1,1,1,1,1,16.730772,0
275,108,167,14,4,1,29,15,17.404005,0
215,177,38,12,4,1,22,11,17.370039,0
783,496,287,96,32,21,151,65,18.557617,0
89,54,35,7,2,2,6,4,11.797669,0
21,11,10,0,1,1,12,4,4.086036,0
439,334,105,23,3,2,4,3,18.052919,0
8,4,4,0,3,3,10,4,3.268181,0
2,1,1,0,1,1,3,3,3.143459,0
33,32,1,3,2,2,22,8,7.797282,0
11,4,7,1,3,3,7,3,3.437786,0
65,64,1,2,3,2,4,3,11.663024,0
487,281,206,19,8,1,33,18,18.08639,0
4,4,0,0,1,1,1,1,3.203655,0
43,43,0,1,1,1,1,1,9.208467,0
146,82,64,21,9,1,60,26,15.418163,0
5,4,1,1,1,1,12,6,3.374264,0
17,17,0,2,1,1,10,5,3.766069,0
167,153,14,6,3,1,6,3,17.095299,0
837,413,424,113,48,11,76,66,17.434856,1
48,23,25,2,1,1,6,2,6.472134,0
8,4,4,0,1,1,9,3,3.760109,0
187,157,30,4,5,2,40,17,17.813778,0
15,5,10,2,2,2,7,4,3.786212,0
136,55,81,10,20,13,82,57,10.153886,0
513,264,249,77,63,22,126,96,16.760229,1
64,53,11,4,1,1,5,2,9.073709,0
677,677,0,7,7,1,7,7,18.271046,0
1241,1043,198,40,26,7,153,70,18.232924,0
164,73,91,2,10,9,56,20,10.584089,0
7,5,2,1,1,1,2,1,3.189822,0
443,327,116,59,16,1,42,22,18.402491,0
24,23,1,1,2,1,7,2,7.195749,0
14,7,7,0,1,1,5,3,3.767598,0
