@relation jena_Add_LSTM_metric-weka.filters.unsupervised.attribute.Remove-R1

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute 'Modify Files' numeric
@attribute Directories numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute 'LSTM C.E.' numeric
@attribute bug {1,0}

@data
22,11,11,3,1,1,23,5,4.739834,0
2,1,1,0,1,1,11,3,3.779455,0
2,1,1,0,1,1,4,2,4.021297,0
46,24,22,6,4,3,58,19,5.37821,0
226,185,41,17,6,3,6,6,17.925362,1
20,6,14,3,1,1,2,2,4.630198,0
488,271,217,10,8,4,33,13,18.717615,1
68,38,30,6,10,7,15,12,12.545014,1
6,5,1,0,2,2,6,4,4.629238,0
4,2,2,0,1,1,30,7,4.411559,0
20,11,9,2,3,3,32,6,5.118647,0
178,50,128,8,3,3,29,5,15.982519,1
14,8,6,0,1,1,3,2,4.38526,0
46,26,20,5,1,1,64,9,7.04845,0
10,5,5,3,1,1,3,1,4.805959,0
175,81,94,11,2,1,16,6,17.42931,0
2,1,1,0,1,1,3,2,3.774125,0
14,13,1,2,1,1,15,3,4.962184,0
129,62,67,2,2,2,12,5,16.186306,1
6,5,1,0,1,1,1,1,3.994252,0
4,2,2,1,1,1,2,2,3.964908,0
121,66,55,3,1,1,1,1,12.513527,0
170,150,20,6,4,3,13,4,18.595989,0
59,37,22,12,1,1,19,6,7.090378,0
21,9,12,1,1,1,4,1,4.468498,0
111,48,63,9,7,4,16,10,11.940265,0
108,75,33,10,21,8,42,21,12.605084,0
188,185,3,1,4,1,28,4,20.118275,0
255,164,91,21,7,4,74,22,20.544437,0
7,4,3,2,1,1,9,3,4.454366,0
417,345,72,28,9,3,115,35,22.496492,0
8,4,4,0,1,1,1,1,4.268009,0
188,81,107,1,1,1,3,2,19.210152,0
14,2,12,1,2,2,5,2,3.863099,0
106,57,49,10,7,4,30,12,13.937176,0
663,613,50,13,15,4,44,20,22.601542,0
4,2,2,1,1,1,2,1,4.001367,1
8,4,4,0,4,1,29,4,3.942661,0
99,43,56,8,17,9,35,34,15.359706,0
2,1,1,0,1,1,2,2,4.036842,0
2,1,1,0,1,1,2,1,3.998027,0
164,109,55,5,8,6,70,17,23.023893,0
174,173,1,1,1,1,9,3,16.735886,0
5,1,4,1,1,1,5,1,3.864554,0
5,3,2,2,1,1,23,5,4.337408,0
1,1,0,0,1,1,3,1,3.779455,0
561,358,203,19,15,11,53,24,20.129786,0
329,208,121,8,12,8,157,33,20.394106,0
50,19,31,2,2,2,2,2,6.839077,0
94,41,53,4,2,1,4,2,6.796956,0
125,125,0,3,3,1,3,3,22.6987,0
6,5,1,0,1,1,1,1,4.582041,0
93,52,41,7,7,3,32,9,14.176134,0
11,7,4,0,4,4,5,4,4.563464,0
2,1,1,0,1,1,17,5,3.986881,0
63,63,0,1,2,2,10,4,15.245549,0
2,1,1,0,1,1,3,1,3.779455,0
41,28,13,8,4,4,16,15,6.667302,0
399,196,203,4,2,1,2,2,19.115971,1
2,1,1,0,1,1,1,1,4.112486,0
3,1,2,0,1,1,2,1,3.863099,0
841,764,77,28,11,6,114,48,20.497114,0
21,20,1,0,1,1,1,1,5.695218,0
139,86,53,28,11,5,22,13,18.681173,0
259,142,117,15,7,3,62,26,17.779604,1
2661,1484,1177,157,11,2,41,18,17.900328,0
27,3,24,1,1,1,1,1,4.293391,0
2,1,1,0,1,1,3,2,3.992431,0
2,1,1,0,1,1,1,1,3.864554,1
47,30,17,5,2,2,9,4,11.86105,0
43,28,15,2,1,1,2,1,5.143086,0
534,457,77,12,10,4,34,21,19.177876,1
236,118,118,9,7,2,22,10,17.2693,0
39,9,30,2,1,1,1,1,4.702685,0
29,18,11,5,1,1,6,2,5.646313,0
155,62,93,5,6,4,35,13,16.645247,1
12,8,4,5,2,1,2,2,4.789438,0
920,754,166,47,29,13,269,67,21.151951,0
29,11,18,10,1,1,21,5,4.675371,0
153,97,56,12,14,12,39,22,20.518696,0
397,297,100,2,5,4,15,5,19.823374,0
39,9,30,2,1,1,2,1,4.702686,0
97,48,49,3,1,1,5,1,13.068765,0
12,10,2,0,1,1,2,1,4.902635,0
7,7,0,1,1,1,7,5,4.487499,0
31140,31113,27,246,256,37,1254,304,26.725147,1
21,20,1,0,2,1,13,2,4.646998,0
5,5,0,0,1,1,8,3,4.112486,0
8,6,2,0,1,1,21,4,4.663911,0
47,36,11,4,1,1,35,7,7.436909,0
31,24,7,6,2,1,33,6,6.699039,0
8,7,1,0,1,1,1,1,4.100684,0
20,15,5,0,1,1,1,1,4.937116,0
16159,7515,8644,202,164,34,1838,456,27.89094,0
1913,977,936,117,4,2,13,5,15.284777,0
486,463,23,11,9,3,157,40,20.648129,0
10,7,3,2,3,2,63,11,4.189238,0
5,5,0,0,1,1,4,3,4.389432,0
1,1,0,0,1,1,23,8,3.864554,0
8,4,4,0,1,1,2,1,4.786682,0
151,54,97,4,1,1,2,2,12.780537,0
121,75,46,17,3,3,37,7,18.708715,0
19,5,14,0,2,2,37,4,4.350013,0
41,12,29,0,2,2,11,3,5.533028,0
5,3,2,1,2,1,15,6,4.246921,0
107,44,63,5,5,4,63,11,9.318002,0
4,3,1,0,1,1,9,4,4.197276,0
18,16,2,4,2,2,28,8,5.045906,0
8,7,1,0,1,1,46,10,4.535009,0
89,48,41,10,4,3,39,8,11.845317,1
209,111,98,12,6,4,56,18,20.226479,0
9,4,5,3,3,2,17,7,4.239055,0
103,29,74,5,6,5,6,6,10.212867,0
35,21,14,3,4,1,14,5,7.0792,1
6,6,0,1,1,1,21,4,4.540926,0
8328,4535,3793,247,126,20,1347,279,29.816269,0
58,41,17,5,2,1,3,2,8.679626,1
120,60,60,11,4,1,18,5,16.587387,1
165,106,59,26,1,1,31,6,15.79819,0
34,19,15,2,2,2,6,3,5.810611,0
204,141,63,1,11,2,22,11,13.634237,0
21,2,19,1,1,1,20,7,4.036842,0
126,88,38,5,3,2,4,4,17.976069,1
539,227,312,13,6,3,128,24,22.399963,0
58,38,20,7,3,3,28,9,11.198588,0
59,37,22,12,1,1,18,6,7.090378,0
40,23,17,7,1,1,5,2,5.792173,0
4,3,1,0,1,1,28,6,3.986296,0
117,49,68,12,5,5,64,16,14.223572,0
47,28,19,4,1,1,17,5,6.178919,0
5,5,0,1,1,1,3,1,4.134412,0
42,18,24,1,1,1,23,6,6.140053,0
5,4,1,0,1,1,2,1,4.537816,0
72,52,20,7,4,2,44,11,13.594536,0
14,7,7,2,1,1,1,1,4.645168,0
191,187,4,6,1,1,25,5,21.475153,0
32,18,14,0,3,1,6,3,7.328691,0
33,21,12,1,3,2,15,6,7.184442,0
85,4,81,3,36,4,171,63,4.229969,0
60,33,27,3,3,1,26,6,9.204983,0
7,3,4,0,1,1,1,1,4.047107,0
1326,1218,108,26,23,6,90,48,18.699585,0
1,1,0,0,1,1,12,4,3.779455,0
5,3,2,0,1,1,2,1,4.340857,0
904,826,78,23,16,8,80,37,22.550579,0
82,80,2,1,2,1,4,2,17.015682,0
38,31,7,2,1,1,5,4,6.528995,0
15,5,10,3,5,3,23,8,4.333976,0
29,18,11,5,1,1,7,2,5.646314,0
3,1,2,0,1,1,8,4,3.864554,0
43,30,13,10,1,1,3,1,6.982211,0
23,16,7,2,1,1,3,1,6.504536,0
11,4,7,2,3,3,5,4,4.290593,0
43,30,13,3,5,2,39,8,7.25637,0
10,7,3,2,3,2,60,11,4.189238,0
5,2,3,0,2,1,17,2,3.82999,0
7,3,4,1,1,1,1,1,4.054927,0
44,25,19,2,2,1,4,2,5.055166,0
3,1,2,1,1,1,1,1,4.120646,0
911,911,0,11,11,2,60,22,25.11466,0
130,128,2,3,4,2,14,4,21.512787,0
126,84,42,3,1,1,2,1,16.517487,0
16,6,10,0,1,1,1,1,4.178577,0
31,15,16,3,3,2,31,12,4.788586,0
4,2,2,0,1,1,9,5,3.987088,0
2,1,1,0,1,1,11,2,3.825187,0
306,282,24,1,4,3,16,6,17.280546,0
27,23,4,5,1,1,20,7,6.15836,0
6,1,5,1,1,1,2,1,3.779455,0
116,111,5,5,6,2,32,19,21.159941,1
3887,3101,786,85,48,16,202,87,24.296303,0
72,64,8,4,3,3,32,13,14.878991,0
61,35,26,2,1,1,1,1,8.917108,0
2,1,1,0,1,1,2,2,4.112486,0
2024,1653,371,56,61,9,396,106,25.439972,0
98,10,88,6,6,2,12,7,4.698218,0
4,2,2,1,1,1,32,6,4.18074,0
4,3,1,1,1,1,5,1,3.861496,0
3623,2181,1442,123,72,35,393,152,25.818844,0
7,4,3,1,1,1,8,2,4.228254,0
10,5,5,1,5,5,11,5,4.473978,0
56,37,19,6,5,2,5,5,8.032112,0
224,151,73,12,7,6,137,23,18.514471,0
290,240,50,8,5,3,6,6,20.62414,0
13,3,10,2,2,2,9,4,4.031784,0
16,11,5,0,1,1,14,7,5.004282,0
1148,771,377,37,24,5,116,43,19.149984,1
29,12,17,5,5,2,10,6,5.814776,0
1904,952,952,0,119,25,240,119,12.440065,0
78,35,43,9,6,4,12,8,8.015832,0
23,7,16,0,1,1,2,1,4.330249,0
85,42,43,3,4,1,42,8,9.04764,0
137,92,45,10,27,19,58,28,17.886679,0
43,27,16,5,2,2,33,4,6.107264,0
24,15,9,2,3,2,23,7,6.469496,0
2240,2045,195,52,46,22,438,107,20.00164,1
39,21,18,4,7,5,43,29,6.914369,0
327,114,213,44,7,6,115,23,18.860024,0
2,1,1,0,1,1,3,1,4.112486,0
29,19,10,7,2,2,12,5,5.718112,0
129,56,73,6,5,4,71,8,14.665366,0
24,13,11,3,1,1,15,5,5.171612,0
42,28,14,2,3,2,56,15,9.284782,0
82,40,42,18,1,1,36,7,13.466175,0
3,2,1,0,1,1,2,1,3.992818,0
5,3,2,2,1,1,24,7,4.077517,0
31,15,16,3,3,2,28,12,4.788586,0
32,27,5,3,6,5,100,20,6.627608,0
11,9,2,2,1,1,4,2,4.412619,0
141,70,71,4,9,9,103,37,16.55027,0
2,1,1,0,1,1,5,3,3.825187,0
2,1,1,0,1,1,12,2,3.825187,0
14330,7961,6369,282,168,29,1503,451,31.793049,0
2,1,1,0,1,1,2,2,3.825187,0
2,1,1,0,1,1,26,5,3.835146,0
98,60,38,8,9,3,41,11,17.342035,0
121,75,46,17,3,3,34,7,18.708715,0
148,148,0,1,1,1,1,1,16.634539,0
59,39,20,7,3,3,24,9,12.239303,0
357,272,85,21,13,6,64,29,20.800987,0
20,17,3,4,1,1,4,2,5.935169,0
9,1,8,2,3,2,6,3,3.825187,0
170,166,4,4,5,3,15,7,19.619442,0
1912,976,936,117,3,1,6,4,15.500914,0
4,2,2,1,1,1,31,6,4.412047,0
24,12,12,1,8,2,44,18,4.611026,0
8,4,4,0,1,1,13,3,4.336798,0
12,4,8,1,3,3,23,3,4.398819,0
1241,845,396,17,13,6,67,31,22.777161,0
10,3,7,3,1,1,1,1,4.28531,0
154,99,55,7,8,6,8,8,18.073633,1
89,72,17,6,4,2,6,6,17.454178,0
3,2,1,0,1,1,1,1,3.934331,0
4,2,2,1,1,1,7,4,4.065458,0
324,226,98,14,10,3,48,20,19.461901,0
98,8,90,9,14,7,45,14,4.982316,0
704,699,5,8,8,3,20,13,21.164671,0
2,1,1,0,1,1,24,5,3.825187,0
10,6,4,0,1,1,2,1,5.195962,0
2,1,1,0,1,1,12,4,3.825187,0
126,84,42,3,1,1,27,6,16.589584,0
150,75,75,0,75,8,236,77,7.493721,0
20,18,2,1,1,1,3,2,5.648021,0
151,151,0,3,3,1,15,9,19.840811,0
31,22,9,1,2,2,7,4,10.048754,0
221,100,121,1,1,1,14,3,20.078777,1
17,17,0,0,1,1,5,1,6.495336,0
19,14,5,1,3,2,10,7,5.982631,0
237,174,63,3,6,3,18,8,19.629921,0
171,83,88,25,29,16,66,30,18.79563,0
9,6,3,2,1,1,3,2,4.541431,0
22,8,14,2,2,2,10,8,4.409554,0
30,19,11,1,11,5,16,11,5.705638,1
19,4,15,1,1,1,25,9,4.062938,0
2,1,1,0,1,1,4,2,3.863099,0
723,583,140,40,24,14,128,39,19.422729,0
83,36,47,3,1,1,7,3,10.138608,0
12,6,6,1,3,3,22,8,5.134483,0
80,43,37,9,5,5,5,5,7.283112,0
132,54,78,13,4,2,30,10,13.555733,0
2,1,1,0,1,1,3,2,3.992431,0
5,2,3,0,1,1,9,6,4.069295,0
38,38,0,1,1,1,6,3,10.321973,0
3,1,2,0,2,2,6,3,3.992431,0
145,144,1,1,1,1,6,2,17.921099,0
16368,16368,0,189,189,32,1092,570,24.011028,0
170,1,169,1,1,1,7,2,3.779455,0
356,307,49,10,6,2,7,6,18.10635,0
4040,3996,44,9,17,6,68,31,24.865927,0
56,49,7,2,1,1,12,3,12.947768,0
276,78,198,7,2,2,17,5,16.377237,1
11,5,6,1,1,1,2,1,4.804531,0
2619,1419,1200,141,7,2,15,14,15.649904,0
23,18,5,0,2,1,26,4,5.101996,0
10,7,3,1,1,1,6,1,4.622041,0
28,19,9,2,3,3,28,8,6.012647,0
4,2,2,0,2,2,42,9,4.066787,0
152,82,70,7,8,5,26,22,19.291084,0
167,155,12,6,6,2,35,6,19.27195,0
282,237,45,13,5,2,66,16,23.436459,0
45,14,31,6,5,3,5,5,5.225314,0
150,63,87,25,3,3,52,9,17.114323,0
63,10,53,1,4,3,10,8,5.160939,0
353,353,0,1,1,1,2,1,18.49032,0
56,54,2,2,2,1,4,2,16.403658,0
121,60,61,3,1,1,3,2,15.374708,0
13930,6453,7477,166,143,17,1296,210,25.104525,0
5,2,3,0,1,1,4,2,4.10279,0
6,5,1,0,1,1,11,2,4.152096,0
126,84,42,3,1,1,1,1,16.517485,0
577,393,184,27,15,8,181,39,21.241474,0
9,7,2,1,1,1,3,2,4.642982,0
212,212,0,3,1,1,9,5,17.551212,0
18,9,9,3,3,2,18,9,4.991223,0
55,14,41,5,3,2,29,4,4.91249,1
21,4,17,1,2,1,8,2,4.103186,0
2,2,0,1,1,1,6,3,3.852752,0
8,2,6,1,2,1,10,2,4.112486,0
1012,545,467,2,4,1,69,17,21.758078,0
25,7,18,5,3,2,40,5,5.500662,0
138,107,31,7,1,1,2,1,19.329514,0
83,28,55,1,5,3,25,11,7.089318,1
24,14,10,2,2,2,3,3,4.810596,0
21,10,11,2,2,2,5,2,4.764385,0
99,67,32,1,3,2,58,12,15.700026,0
65,45,20,8,4,2,85,28,12.932718,0
1119,880,239,49,37,27,260,105,23.196474,0
5,3,2,0,1,1,11,4,3.980498,0
6,3,3,1,1,1,2,2,4.187051,0
5,3,2,0,1,1,10,4,3.980498,0
4,4,0,1,1,1,7,5,4.061447,0
2,1,1,0,1,1,11,5,3.825187,0
12,3,9,1,1,1,5,1,4.414062,0
22,14,8,5,4,2,15,4,5.305228,0
243,237,6,9,9,5,102,25,21.986641,0
477,253,224,2,2,1,14,2,21.452908,0
48,24,24,1,1,1,10,2,6.429444,0
52,33,19,2,2,2,17,5,7.225108,0
882,570,312,41,9,4,57,24,21.175879,0
13,8,5,0,2,2,33,3,4.4979,0
10,9,1,3,1,1,22,5,4.651382,0
745,669,76,21,15,10,108,29,19.116528,0
141,108,33,10,10,1,49,16,19.780828,0
7,2,5,1,1,1,1,1,4.003895,0
2389,1932,457,101,68,35,415,257,23.100338,0
31,28,3,5,1,1,6,2,6.821411,0
51,33,18,4,1,1,6,2,11.652829,1
4,2,2,0,1,1,10,5,3.987088,0
9911,8548,1363,231,155,65,849,487,23.137503,0
32,19,13,3,1,1,22,8,5.855211,0
2,2,0,0,1,1,1,1,4.005486,0
685,547,138,21,5,2,8,5,21.780266,0
19,13,6,0,1,1,1,1,5.284889,0
4,2,2,1,1,1,8,1,3.774125,0
22,10,12,2,1,1,5,3,4.148303,0
154,119,35,11,8,4,17,11,18.496754,1
59,38,21,4,3,2,9,6,6.33494,0
3,1,2,0,2,1,2,2,3.825187,0
25,19,6,5,1,1,23,5,6.311761,0
18,8,10,0,2,1,4,2,4.64181,0
78,56,22,4,4,2,6,4,13.778322,0
1,1,0,0,1,1,8,3,3.779455,0
808,629,179,35,37,16,417,106,19.715914,0
29,16,13,3,1,1,36,6,5.688338,0
17,5,12,0,7,1,26,13,3.852752,0
8,7,1,1,1,1,5,5,4.268701,0
2124,1787,337,81,52,29,253,152,20.320974,0
28,22,6,3,4,2,16,7,6.491829,0
54,19,35,4,2,2,20,6,5.436018,0
72,64,8,4,3,3,35,13,14.878991,0
34,12,22,4,6,2,17,10,5.592445,0
4,2,2,0,2,2,6,3,4.142849,0
8,5,3,1,1,1,22,5,4.324524,0
3,1,2,0,1,1,23,4,3.957218,0
477,253,224,2,2,1,12,2,21.452908,0
10,5,5,3,1,1,6,3,4.319495,0
16247,16247,0,179,179,30,186,183,26.207499,0
19,9,10,3,1,1,8,5,5.274367,0
2,1,1,0,1,1,4,1,3.774125,0
24,15,9,2,3,2,37,7,6.469496,0
12,6,6,0,1,1,4,2,4.731653,0
43,41,2,5,4,2,85,24,7.090911,0
146,73,73,33,34,14,53,35,12.27741,0
94,41,53,4,2,1,2,2,6.796956,0
323,182,141,29,17,4,79,20,21.000349,0
4,2,2,0,2,2,6,2,3.994722,0
47,27,20,2,3,2,66,19,6.876043,0
16,16,0,2,2,2,6,4,4.594494,0
327,114,213,44,7,6,124,23,18.860024,0
835,835,0,11,11,2,11,11,21.477518,0
2,1,1,0,1,1,23,5,3.825187,0
111,36,75,6,1,1,14,5,12.902561,0
78,29,49,12,9,6,18,13,7.102736,1
2,1,1,0,1,1,1,1,4.112486,0
413,183,230,2,4,1,10,5,18.134794,0
43,7,36,23,1,1,29,6,4.265395,0
104,101,3,3,4,1,4,4,22.5835,0
121,54,67,23,13,12,14,13,13.28918,0
360,342,18,5,6,3,6,6,21.010765,0
1082,1070,12,14,7,1,34,16,21.392984,0
243,243,0,1,1,1,1,1,19.836277,0
5,4,1,1,1,1,4,2,4.065733,0
17,17,0,0,1,1,4,1,6.495336,0
2,1,1,0,1,1,2,1,3.959892,0
68,38,30,6,10,7,25,12,12.545014,0
4,4,0,0,2,2,21,6,3.860062,0
68,38,30,8,1,1,24,6,6.962262,0
24,20,4,5,1,1,11,5,5.808654,0
41,37,4,1,2,2,23,6,7.584537,0
3,2,1,1,1,1,4,1,4.112486,0
4,3,1,0,1,1,1,1,4.270208,0
227,218,9,12,6,3,13,11,21.86939,0
80,52,28,7,4,4,43,9,13.172656,0
31,20,11,1,2,1,11,5,6.464568,0
165,106,59,26,1,1,30,6,15.79819,0
389,227,162,4,5,3,11,6,22.544056,0
14,3,11,0,1,1,5,2,4.338272,0
10,7,3,1,1,1,7,2,4.622041,0
552,517,35,12,11,2,19,14,19.762268,0
1070,573,497,25,94,21,253,97,12.197278,0
10,8,2,0,1,1,6,2,4.69242,0
24,12,12,1,8,2,52,26,4.611026,0
6,4,2,0,3,2,10,9,3.913702,0
50,19,31,2,2,2,4,2,6.839077,0
17,11,6,1,1,1,20,5,6.023146,0
62,47,15,5,5,4,110,18,9.593246,0
60,49,11,9,1,1,5,1,9.459452,0
7,7,0,1,1,1,10,5,4.708814,0
343,215,128,8,4,2,6,4,18.975142,0
58,42,16,7,1,1,7,2,13.154208,0
59,43,16,6,6,3,111,18,13.016871,1
97,76,21,8,2,2,53,9,14.228804,0
162,162,0,1,1,1,1,1,17.822336,0
4,2,2,1,1,1,1,1,4.120646,0
2,1,1,0,1,1,9,5,3.779455,0
10,5,5,2,1,1,8,2,4.384857,0
140,129,11,8,8,3,34,17,19.191282,0
16368,16368,0,189,189,32,901,381,24.01103,0
81,53,28,12,4,2,11,4,13.552422,0
101,48,53,13,4,3,50,10,13.742124,0
4,2,2,0,1,1,5,2,4.354548,0
68,53,15,6,3,3,74,17,14.88118,1
100,71,29,16,6,5,107,20,15.886228,0
90,85,5,2,5,3,20,8,19.3626,0
6,5,1,0,1,1,4,3,4.068753,0
24,9,15,1,4,3,90,14,5.397453,0
421,379,42,7,7,4,41,10,20.893322,0
25,17,8,4,1,1,18,8,4.900253,0
659,421,238,49,28,12,153,59,21.327648,0
25,7,18,2,1,1,4,2,4.561219,0
871,618,253,38,27,10,370,68,19.032845,0
46,35,11,4,3,3,18,6,7.351184,0
9,9,0,3,1,1,1,1,4.245552,0
413,202,211,0,1,1,3,2,16.078781,0
36,9,27,7,1,1,6,3,4.563991,0
28,21,7,3,4,2,56,10,6.57493,0
46,35,11,4,3,3,21,6,7.351184,0
160,110,50,14,4,2,61,19,19.098265,1
1,1,0,0,1,1,11,4,3.863099,0
381,170,211,0,1,1,1,1,15.391893,0
138,137,1,1,3,1,5,4,20.156942,0
75,50,25,4,2,2,28,4,11.177061,1
299,238,61,9,12,4,52,15,21.76895,0
65,45,20,8,4,2,81,28,12.932718,0
30,19,11,4,5,2,44,11,5.921291,0
7,7,0,0,2,2,9,2,5.064953,0
578,578,0,6,7,2,62,30,20.534674,0
11,8,3,0,2,2,39,10,4.560924,0
86,65,21,6,1,1,11,2,15.711135,0
2,1,1,0,1,1,4,2,3.992431,0
2,1,1,0,1,1,2,1,4.010109,0
39,22,17,4,11,6,90,23,11.112705,0
40,28,12,2,2,1,3,3,8.998797,0
13,6,7,3,1,1,21,5,4.413757,0
75,47,28,1,1,1,1,1,11.489424,0
3,2,1,0,2,2,30,7,4.370721,0
33961,33710,251,146,144,23,366,168,28.182297,0
38,38,0,1,1,1,1,1,13.04329,0
43,43,0,5,4,3,92,15,8.155914,1
6,3,3,0,1,1,1,1,4.38065,0
17253,17253,0,189,189,32,652,381,26.006008,0
30,16,14,2,1,1,2,2,6.005214,0
58,41,17,1,3,3,24,4,9.675138,0
12,6,6,2,1,1,4,1,5.44559,0
129,108,21,3,6,4,126,25,19.157135,0
14,8,6,0,1,1,25,3,4.882341,0
752,748,4,8,4,2,10,7,20.713463,0
56,29,27,1,3,1,23,7,6.912543,0
83,22,61,10,9,4,82,28,5.57506,0
16,16,0,1,3,1,13,9,5.388393,0
4,2,2,0,2,2,8,2,4.019372,0
7,5,2,0,1,1,5,1,4.003677,0
2,1,1,0,1,1,2,1,4.172818,0
60,30,30,0,1,1,44,10,6.598607,0
6,6,0,0,2,2,5,4,4.320162,0
142,77,65,6,5,2,55,14,16.328211,0
28,27,1,8,1,1,6,3,6.601542,0
21,11,10,3,4,3,27,16,5.074789,0
36,33,3,5,2,2,12,5,8.706932,0
13,10,3,2,1,1,1,1,4.733229,0
37,19,18,4,1,1,21,8,5.855211,0
18,7,11,3,4,4,15,8,4.673668,1
4,2,2,0,1,1,18,4,4.101562,0
2,2,0,0,1,1,1,1,3.854191,0
23,10,13,4,2,2,5,3,4.755981,0
145,144,1,1,1,1,4,1,17.921101,1
416,347,69,28,7,3,82,27,20.996063,0
3,1,2,0,1,1,10,4,3.864554,0
2,1,1,0,1,1,23,6,3.960317,0
2,1,1,0,1,1,9,2,3.998027,0
11,2,9,1,1,1,4,3,4.120646,0
5724,2980,2744,0,229,34,662,273,13.782618,0
11,9,2,2,2,2,50,12,4.685907,0
1022,872,150,23,21,6,76,33,21.374649,0
135,96,39,13,5,5,64,18,19.286869,0
7,4,3,0,1,1,2,1,4.449512,0
5,5,0,0,1,1,4,3,4.704529,0
4,2,2,0,2,2,5,2,4.00077,0
32,27,5,1,3,2,18,5,6.329969,0
14,9,5,1,1,1,4,1,4.118485,0
397,297,100,2,5,4,20,5,19.823374,0
96,89,7,6,4,3,67,15,17.970592,0
9,7,2,1,1,1,2,2,4.642982,0
282,237,45,13,5,2,59,16,23.436462,0
4,4,0,1,1,1,1,1,4.44222,0
7,7,0,0,1,1,4,3,4.466527,0
896,896,0,11,11,1,11,11,19.666636,0
27,27,0,1,1,1,1,1,9.32507,0
4,4,0,0,1,1,1,1,4.061118,0
3082,3076,6,22,24,6,256,54,25.702532,0
44,13,31,2,2,2,15,2,5.467855,0
16,12,4,0,1,1,16,5,5.733109,0
17,10,7,2,2,2,31,6,5.884857,0
16,4,12,2,1,1,23,7,4.118493,0
8,5,3,0,2,2,23,8,4.171931,0
59708,40339,19369,1073,745,142,7391,2766,33.565018,0
66,33,33,6,1,1,24,5,11.39803,0
100,50,50,11,5,2,46,12,15.068304,1
2,1,1,0,1,1,12,2,4.014313,0
58,44,14,1,1,1,1,1,11.846843,0
26,16,10,1,2,2,26,9,5.744404,0
15,10,5,0,1,1,3,1,4.806968,0
10,9,1,0,1,1,1,1,4.848864,0
3,3,0,1,1,1,14,3,4.254783,0
8,6,2,2,1,1,4,2,4.653057,0
31,22,9,1,2,2,10,4,9.88014,0
66,48,18,1,2,1,18,4,8.279812,0
88,53,35,1,2,1,10,2,8.511877,0
116,116,0,1,5,2,28,16,19.910027,0
3,1,2,0,1,1,1,1,4.011335,0
98,45,53,0,3,1,18,3,10.097346,0
26,15,11,6,1,1,25,6,7.820078,0
130,85,45,5,5,2,6,5,17.845886,0
108,62,46,12,8,6,120,21,16.18063,0
2,1,1,0,1,1,7,3,3.985924,0
55,41,14,2,2,2,18,3,9.862929,0
51,20,31,0,12,6,43,18,7.412415,0
3,2,1,0,1,1,20,4,4.022983,0
30,20,10,3,5,4,21,8,6.148631,0
51,28,23,3,4,3,45,14,6.659998,0
2,1,1,0,1,1,1,1,4.012505,0
16,6,10,1,3,3,44,9,4.451776,0
14330,7961,6369,282,168,29,1672,451,31.793049,0
99,43,56,8,17,9,17,17,15.359707,0
7,1,6,0,1,1,5,2,3.835146,0
14,6,8,2,2,1,29,5,4.394387,0
28,22,6,3,4,2,12,7,6.491829,0
2,1,1,0,1,1,11,2,3.935097,0
13930,6453,7477,166,143,17,1153,210,25.104527,0
42,24,18,1,1,1,48,10,6.706259,0
41,31,10,3,3,3,3,3,7.564433,1
52,26,26,3,3,3,79,21,6.608904,0
18,12,6,1,2,2,17,3,8.962732,0
821,618,203,9,10,4,68,16,19.82914,0
2060,1320,740,117,51,18,454,104,18.196833,0
4307,3379,928,114,72,23,610,133,25.140297,0
34,26,8,0,2,1,48,9,6.243058,0
5,3,2,0,2,2,23,9,3.978656,0
92,50,42,9,3,3,22,8,13.278942,0
11,11,0,0,2,2,11,8,4.902796,0
24,19,5,1,1,1,2,2,5.24294,1
63,45,18,6,5,3,10,5,11.287639,0
113,91,22,6,3,2,6,6,16.680481,0
276,152,124,12,10,5,57,19,19.988207,0
198,113,85,29,17,8,19,17,19.461157,0
43,42,1,4,2,1,57,10,7.914612,0
21,11,10,2,1,1,10,1,4.932295,0
683,444,239,29,21,15,403,87,19.438068,0
16,11,5,2,1,1,1,1,4.756998,0
6934,6614,320,120,90,34,966,338,25.282959,0
2,1,1,0,1,1,2,1,3.864554,0
333,158,175,15,8,6,23,14,17.447441,0
113,91,22,6,3,2,3,3,16.680479,0
52,42,10,6,1,1,3,1,12.449544,0
2,1,1,0,1,1,3,3,4.036842,0
818,663,155,31,22,10,249,55,23.803198,0
1270,627,643,201,389,144,1617,981,18.927046,0
5,5,0,0,1,1,3,3,4.704528,0
59,42,17,1,3,3,20,4,10.823591,0
933,548,385,77,32,12,239,75,16.933058,1
60,47,13,4,5,2,67,28,12.665045,0
11,7,4,0,1,1,6,2,4.240622,0
2,2,0,0,1,1,12,4,3.980896,0
11,8,3,1,1,1,12,3,5.762058,0
139,89,50,24,2,1,35,6,20.463066,0
17,14,3,1,2,2,7,3,4.665581,0
20,19,1,0,1,1,13,5,6.122344,0
3,3,0,0,1,1,2,2,4.365716,0
14,7,7,0,4,2,28,4,4.297629,0
15,9,6,1,2,1,32,10,5.015628,0
429,402,27,14,13,9,22,16,16.754953,1
217,118,99,36,11,7,64,19,17.788929,0
8,8,0,0,1,1,1,1,4.711057,0
113,96,17,13,6,6,88,28,16.469349,0
7,5,2,1,1,1,19,5,4.336013,0
