Commit Hash,Modify Lines,Add Lines,Delete Lines,Distribution modified Lines,Modify Files,Directories,SumOfSourceRevision,SumOfDeveloper,LSTM C.E.,bug
c32395ab460ee929a1b6829c092ef67eb31cf6a2,2,1,1,0,1,1,13,6,3.610998869,0
88ca1fb6a483a2524c7028b531052da23368517c,136,71,65,7,15,1,15,15,8.158277512,0
12f9de9f7a033e710b647bbf17adb7d4e31685d8,121,87,34,2,3,2,28,8,16.01914215,0
99b2c8320e0114128b08253f8c311441e07128ca,25,13,12,2,1,1,4,1,4.243571281,0
aa465f3e64ad5eea628203bea8a95642d3c27a34,214,214,0,2,2,1,2,2,18.90023232,0
e1c3bf52ad286276da7bbce0bdcb3c4e1ffdb927,3,2,1,0,1,1,2,2,3.632824659,0
6d3120ce2a67881bcc620394473b6fb33b1fa953,4,2,2,0,2,2,18,7,3.657280922,0
6ac1b1f3ed4d637a83f8d60032efa3b12fe1629d,386,32,354,23,1,1,2,1,4.699522018,0
5a951a470c0b0299e4cd379a994ec79b1a9b2d98,20,19,1,1,2,2,19,5,7.516377926,0
17e0d4677b0d906b5bd54fb7d295de95f7a2d1eb,4,2,2,0,2,1,17,9,3.622479439,0
ea8b47ddf23eee31fe36c64b8c9078e724858467,32,19,13,4,9,9,130,53,5.765997887,0
ea4a722bcbca5129f8fe3fdb0d56480b0af7628a,2,1,1,0,1,1,3,1,3.722078323,0
9b5ae46b597e61ea5047936910c7377392259f1e,2,1,1,0,1,1,26,6,3.582081079,0
377c134d07429e511111e1bfcb1f19f0d698dc64,1709,1709,0,19,19,5,19,19,18.23529243,0
f80e4773640190cbb2acfc7f7a88383dbc205c73,30,16,14,3,4,2,9,4,4.036563396,0
9ba47f8d4d76d31b6cf82cf7a0699768f00a716c,344,223,121,2,4,4,10,6,17.4676857,0
46e2a4f06dbca99976496adc1c270f882c02888b,2,1,1,0,1,1,2,2,3.498238802,0
ca64be3f0d39acf09d586376726762e3813496d9,477,184,293,11,1,1,2,2,16.70882416,0
0fe37bac2e36250ab428f17af4a050c22dbc10c8,4,3,1,0,1,1,3,1,3.593446255,0
3d630602deb92cf9c5a8d15b4bdcf0a2f37cca08,24,23,1,3,1,1,8,2,5.75026083,0
45b01813edf3531efcb07ac509e348abb0b772a3,280,160,120,6,9,6,53,19,15.325737,0
88ffc571435cd593b91fb5292ef1271b37218249,3,1,2,0,1,1,5,1,3.623341799,0
0b7fb515b5f09ab5ce5f5fa269474415070c2f6a,456,278,178,32,10,3,57,17,18.82236099,1
bed72ca24f7b88dec1d5d523b80121f2c2e47744,3,3,0,0,1,1,13,5,3.876024723,0
701e033914f8708bc76b0094117d1d3c697bd30b,24,14,10,2,2,2,4,4,5.699041367,0
c6d2d8fcc0da4b43291925e1bf2276c3b76f8b51,16,14,2,3,1,1,10,4,4.687767029,0
f703f82f56bd3ebc63eb41845f3d255e4fc47181,2,1,1,0,1,1,9,1,3.49823904,0
708e139f70874939d079cb3f791d0b6ff33fe3bf,22,11,11,0,4,1,8,8,4.383088112,0
1ab55da5ac782486380a25f4e5513eb6e22562a2,45,26,19,1,9,8,31,14,7.942347527,0
b30704c19cc81fc47a5a0ea0b294fa7bb412ece9,7,6,1,0,1,1,1,1,3.739208937,0
4bd336ee8f12848828a4cbed2664d12ebdc11781,6,3,3,0,3,1,16,11,3.797060251,0
bb92b300a776b2ff367f473f467c52a44c928f63,7421,1243,6178,543,494,266,2750,1537,16.66351509,1
3d8e61214a9902c5a888a7f875e02316f2a6cd27,518,267,251,2,2,1,5,2,17.36865234,0
d4c9a3da48c44f7ef52bac116860e6562f91af5c,6,3,3,0,1,1,7,3,4.013714314,0
19fcfa88be0db40cd1217ca18c360146bb2d52af,3,3,0,0,1,1,6,3,3.572159052,0
d3af2a456eeef1bb66fc09fb0e9f9b3c5cc4eb2a,4,2,2,1,1,1,5,3,3.814791918,0
73865c8814bf9f64960a4389697f3c774d1d9f56,6,4,2,0,1,1,3,1,3.852236271,0
4483125b434562a2101c88259ba2262721f939fe,2,1,1,0,1,1,1,1,3.861772299,0
91eef76e5f7e04c2bd12b92cd7c32a8d3804a9b7,9,9,0,2,1,1,6,2,3.922357559,0
883a537a7bdc5cb6dad8c0c5316e37ff5b67084e,898,485,413,9,7,3,22,9,13.72878075,0
d5af3f781d6dd8c3dcf95bf5a73f938eb6da6051,32,3,29,0,3,1,19,8,3.575686455,0
e96bc0a30a14b00737aed6901d1d54ae3655188f,30,30,0,4,6,2,24,7,6.134782314,0
92ea992a884be3628ff3718e330666ce9bee1800,884,884,0,9,9,2,9,9,19.90407562,0
b51c59b3b24b7d61d3e600c3fe13f35232525b02,4249,2999,1250,27,28,3,35,33,19.93714523,1
5b9b20af56ead0f4b5bbdc74f74e0162da2ec39d,2,1,1,0,1,1,5,3,3.567010403,0
cf11beae5ea232dcc31a2cd017c7c0de14b3487b,2,1,1,0,1,1,9,7,3.815491199,0
4ae1d2a0319e4b0fa7790664c61d95e303814978,9,9,0,2,1,1,6,3,3.922357798,0
05b49093e416587cac6d6b5d4fe84bf6a118a486,46,11,35,8,1,1,6,4,4.503670216,0
82bffecfd4ad019e954c085750be77606d46bb6a,4,2,2,1,1,1,42,15,3.606057167,0
b26db98574e8b073e7274677697486065bfd0605,49,49,0,1,1,1,5,3,5.988893032,0
3426d7dac6060d66a37e42d982b612e5318721e1,2,1,1,0,1,1,5,2,3.769912004,0
ab42e1630d8508bed8817094fe4f71093c082cec,472,413,59,33,22,11,115,35,17.58874702,0
ce80e9bbad2e5a44ab1b5aa1143c2f67b5a7c79b,87,85,2,2,4,2,15,4,14.25575352,0
60a962557f51bf96a282d8a3e61a5ca79444ae89,417,417,0,2,2,2,2,2,18.1396389,1
8089a2ff011ef3cf5c6a2fca52ed996c451ef148,5,5,0,0,1,1,1,1,3.905347109,1
1cd27e5b0d91099e7f397f61854f14f105c65791,2,1,1,0,1,1,4,3,3.567010403,0
fe15e617aba4acfebfdc85f3735e3140ea35b93d,88,77,11,4,3,2,43,13,17.77022362,1
634c4d77c3c3b536e1907f6688437cd122b83625,65,28,37,2,11,6,29,11,6.833011627,0
43df1566a2fd4a7917d41ba235af0a911de5ac6b,55,55,0,3,3,2,41,13,6.705974579,0
7d0abecc55a9e85ec4ca2be5db2c7ed9aeabefa2,4,2,2,1,1,1,22,1,3.858160973,1
7787e93f17a26a2b9d75dc555f894623edba7137,3,3,0,1,1,1,11,4,3.813351393,0
972e12433931eeb4cbaf3621519dfaa9010bc0ed,28,20,8,6,3,1,14,12,7.679073334,0
a0a684ae1b6f5f34f4400e713e6946f4c92ef09f,10,5,5,1,3,3,20,10,4.360398293,0
e63d01305e3f0bb0225968c4e746a6e40879d6af,257,142,115,20,20,6,61,33,16.57254601,1
85f143e4f0fc88a1db0c1da422af14945475620e,8,5,3,1,1,1,7,2,3.941614628,0
19bb97b2136406aad0cc32d6d400fcc25b1cb6eb,6,3,3,0,1,1,2,1,3.608490944,0
eba3689dd12a7ed48e52bc7063434f9d309e402a,762,739,23,20,3,2,26,9,15.4826479,1
91765b481b2d80438850f512b27288ef4b7f5b0a,150,102,48,6,2,2,8,2,16.88217926,0
f3472922a694473115377e676bd84e39d5e9ba0f,19,17,2,3,1,1,3,2,4.415512085,0
d4b5cbc2b263759162b055f373f96b08e6554320,6,6,0,0,6,1,12,6,3.524581671,0
d2b29216d4605b381647bd2ef3f2ab9e52adc1ca,17,11,6,0,1,1,9,1,6.797185898,0
8ca538c49e43ca7ebd984f00d4c3d022c7045224,2,1,1,0,1,1,12,6,3.598340034,0
63b0dbd4dc079749d9d09ce5ca684a49fd280b6a,6,4,2,0,2,1,4,3,4.044612408,0
016a324fae8d11011436a06775e103dbb6adb989,6,6,0,3,3,1,9,7,3.855498791,0
ab257b945e3102f729afde20c68d2209a4fed13c,139,75,64,4,5,1,28,8,11.45269299,1
bf586a1f07f40833db9e99674b438bbda5552035,10,9,1,2,1,1,9,3,3.922357798,0
1a256cc21b3ffb861d54d2c7c538e210ac328e79,2,1,1,0,1,1,19,1,3.595643282,0
9ddff22c1dad485f76fba820de7a12d2f4a1687e,234,234,0,4,4,1,4,4,21.91171455,0
98e3293c93313ee5fa2b9f5eb19fb75be7adfc7e,4,2,2,1,1,1,6,1,3.598340034,0
0e5dcd2a769dd453f75ce618c8a774dfc28531a2,15,9,6,4,3,3,12,5,4.020410061,0
8a29f5812a0276044dfe7ca25b1087a8e1ef89b8,6,3,3,0,1,1,20,9,3.639354706,0
d914135b480166d72c6c5ceeecd0d7c68301ed79,21,21,0,0,2,2,12,5,4.708745003,0
a7e838d963b76ef0d943efef03f5d4c6eaaf4624,4,3,1,0,1,1,2,1,3.598350525,0
d58fea9b1bbeef0ae6f5220253b8bf2a10b9f5f8,827,827,0,20,20,7,21,21,16.97332573,1
c2408fc4ad204e676f6c33c56f8b48834f58aa0b,2,1,1,0,1,1,5,3,3.567010403,0
690e71ced26adec2732a824b17e945aa77f580b9,45,19,26,5,15,15,42,27,6.003032207,0
40e177b504f7bf7c289d2dabfc7d4178ca68c674,90,74,16,8,5,5,43,13,7.310809612,0
7593d1366334d6f3e9763d937ccdfe6fc32221a4,37,34,3,5,3,3,3,3,6.16001606,0
68876ccd487f5d688ab179186e440ff180da8508,3,3,0,0,1,1,6,2,3.881124496,0
39ae85bd238c2ce21e8fa6751b858fdd504e7048,16,8,8,2,3,1,6,3,4.06559515,0
df63f141ab829146a5586f2b8da43eb8119b536b,4,2,2,1,1,1,7,5,3.691302299,1
df1f34f7f47387b73ea43a70093543d7ed29faca,4,2,2,0,1,1,29,12,3.694474697,0
97d80ed430fb17cf1f35294a7d7e7e16375192ae,6,4,2,0,1,1,7,3,3.750152826,0
50dff5aca7ba0743bdd036fc61c4a596e244f572,2,1,1,0,1,1,28,8,3.545719147,0
8f9b4776f62452fe4a287237b697c4dd62c21f56,7,1,6,1,1,1,9,4,3.610998869,0
3ea909391e12e0e1511f0ff0dd4f1a47cd6acad0,8,3,5,2,1,1,7,3,3.814385414,0
0f51e575a3208381949f8af7b666d6fab373b251,10,10,0,2,1,1,1,1,4.662023544,0
7518aa587c0b887d7e071d6c64c14d91bd0d0e67,42,36,6,3,4,4,34,15,10.934865,0
39d70fd56dbf267e0404fdd8b65e9ea365db665a,2,1,1,0,1,1,12,4,3.567010403,0
6cc7ca4c6e6b74d50d68e3c1cb79f0c0b5b01cf4,70,38,32,9,4,2,30,14,9.048862457,0
9c44f6ac79331ba0333db920259b5c52efd0d36c,2,1,1,0,1,1,10,1,3.545719147,0
4cad56563baf3c3de187a57b12e7b23043253002,8,4,4,3,1,1,2,1,3.813588381,0
fff38e1f1b4589fa7ca2e39ea3c0e889bb6bf620,9,3,6,2,3,1,9,8,3.766174555,0
8d4a41f88503d004bf4fb8ff6d13fc8afe05221c,69,55,14,4,6,2,14,6,11.49773884,0
2a0a9e6656bac7a82e6594a5a12f889834d6f2b6,1183,1183,0,13,13,4,13,13,19.04227066,0
f9254da06cd33f4af62c0553121ef35bcba220b9,158,100,58,64,5,2,14,7,14.42666531,0
b2798f33c9ed9dc8a504bb07f11d00265932214b,49,44,5,3,2,1,38,17,7.261939049,0
92df581c37918a656339f77761f9631ef15fc3e6,416,410,6,11,5,3,5,5,17.75299454,1
a50f55848862f529393a5fd0df93f6d29fbb0c42,88,59,29,6,1,1,6,1,9.605392456,0
3756fba22402ad81caf59f7c25859e5a95737e65,4673,4653,20,55,58,15,83,58,17.41538429,1
909e97836b15fab9456c088d2f84ceda5eb924e8,8,8,0,1,1,1,3,2,3.975926876,0
33166ad893be00ee8d785291aeb31c32f5bcdd95,13,7,6,4,1,1,4,3,3.894244432,0
a3b37d2da7852309640a30eb29771cdf8a08a7d2,54,42,12,13,2,1,16,4,6.624584198,0
f3a1e69682b5c660ead1a94ac27c958e056cd15c,7,6,1,0,1,1,7,4,3.978754759,0
9c5cf5f85f89372aa9e1e78b8d74cce06b5215a8,18,15,3,3,4,2,23,4,5.232247829,0
f18a3e31b17e5281816622c93435ac5caa84cbbd,4,2,2,0,2,2,20,9,3.590563059,0
1571742bfa15905659b6d42bbc33a00e05643b48,2,1,1,0,1,1,10,6,3.567010403,0
ea15816790f16a60085ad743a00253241b0d0926,7,5,2,0,1,1,8,4,3.817560434,0
f21a15b81d98d6db06cc2d90331cb023ebecdfcf,109,54,55,1,1,1,3,1,12.37949371,0
a0f83e60bff71cddeadc98eed6857c30dc8aeed7,26,21,5,4,1,1,17,6,5.473999977,0
4d7d8be6ff693343207fb10f515a77fb7879224b,3,3,0,0,1,1,16,8,3.545719147,1
0fa355c5ef137b6780d3f19ada0fb7ff15184d89,8,5,3,0,4,2,62,18,3.689316034,0
dc4f20b30ac77cafe89242fbfc983ec860677608,2,1,1,0,1,1,6,2,3.821403503,0
353eeefb6c4fb30d9da57c9050fd031031c95832,59,36,23,2,1,1,1,1,6.121401787,0
e4ba8a7bd448193da89ddadcc03cfdff1ce8d433,75,34,41,7,10,5,19,11,6.537962914,0
9af26ef7123d8575d9bf1c84e0e5e3fbd7c4090c,2,1,1,0,1,1,2,1,3.48140955,0
5d4bb0d708dc2b0f770d15ec9bfb1dc790f6a469,4,2,2,0,1,1,11,2,3.733970881,0
70e08b7500d4cc1ebea8c93a62bf2d16bfc5df8c,22,22,0,2,2,1,25,2,4.658067703,0
35341491fc7ca26f552d1c6c4900f437f7e2079e,122,98,24,13,6,2,15,12,14.5610857,0
611920cfe88e9dd970a518d1bc95dad6e14d3948,2,1,1,0,1,1,5,2,3.49823904,0
0a23583c89aca80cc18889c888c89e95c1c7bc98,423,312,111,12,7,3,57,15,17.16347313,0
e95fec66478bee779705ed3c1e23a2b12bfd0f04,100,95,5,2,2,1,3,3,14.64191151,0
8f383b029a232f5ba473a205d3a3ed90b54694aa,56,28,28,2,1,1,12,5,5.854362965,0
bf1edd4ae6c3e7e8a3febf8dde51288c9f91b255,974,424,550,12,91,85,866,383,12.29663467,0
03586db503f65d5fd163eeee4240f9f7859d0d1f,32,15,17,1,3,1,8,6,4.889780045,0
d757c59030ba9979951af8cdc23508b34e47d559,670,335,335,141,151,113,892,497,18.39735222,1
1ae6c35c0371069078f0fe97e56c1081df0cd90a,7,3,4,1,1,1,7,2,3.791897774,0
97cfd5f64998033573abe751d80a76c240237f6a,38,19,19,2,18,8,129,67,4.990068913,0
b0e86083cb589d0018cd2a0428bd78dd119d6c66,31,30,1,2,3,1,34,9,5.535442352,0
877bfa067b8d0cfb3495f2c74b4cf10fe6143b32,606,288,318,99,229,42,1115,698,16.86800766,1
762b5fc5072e4c7a0d7511e67855d5916e2b53bb,10,8,2,3,1,1,6,3,4.35483551,0
b323687cd6e1ab4fd98934024e4a801400552817,10,7,3,2,1,1,19,8,3.963837624,0
5d159a4f11e5970ef6a22c92295399ab2081eb7d,2,1,1,0,1,1,6,2,3.545719147,0
b9c4f014b3588c98c369f752bcfd8835ee7063a9,37,29,8,1,6,3,12,12,7.09148407,0
e1d63867a6fcde0de0dd197a3e546554957ce372,10,6,4,1,2,2,27,3,3.787897348,0
5351baa5b2957a75e74432490ad29641e6f169f7,81,47,34,4,4,4,11,5,9.175872803,0
d96fe9660eab50555706486521bdae8f6e330612,26,10,16,3,2,2,25,12,4.76455164,0
827a19acf2ba3a8ea7f5c8c45c29e36d864c317d,2,1,1,0,1,1,13,4,3.572159052,0
ea12f9ca7e984006c572dbb2c28fb010e75340f9,44,43,1,3,3,1,3,3,11.3279171,0
fc44f03672816ef30044b442519ade79aa7b8b30,24,24,0,2,2,1,6,2,5.340301991,0
44c11cf977796b48e645f998b9df09dc7da9496b,8,4,4,2,2,2,4,2,3.840421677,0
2d62a2ef0d8e8200fe14484c974a745c7e66a751,212,59,153,15,10,6,153,47,13.51170254,0
c2bf2977191227a5e3af36acf2ddedebb50390ff,5,3,2,0,2,1,15,5,3.722078323,0
9f16d379063940b3fa88a869bcb485784a3c3f5b,4,2,2,0,1,1,6,3,3.545719147,0
655c771c330f2ce404b4515d3c649da7b8a22a35,108,58,50,0,1,1,5,2,13.68685055,1
91424b883a91eafbfae55ffdd97d45b07623abb2,5,3,2,3,1,1,2,1,3.696849346,1
d3bf30be514fec749943b47414cf3b1de578b776,112,63,49,32,1,1,21,12,16.92993355,0
fb742406c6083f31c1098d487531556618262cdc,10,8,2,3,2,2,3,3,4.359698772,0
d873ce81dc853c3e4c46eee07f29556c66cbc691,4,2,2,0,1,1,25,9,4.247691154,0
fefd2e1a3061aa263bbcb09e392095b8a85e8daa,38,9,29,6,3,2,40,7,3.874650717,0
4da8d0ad4472e69a5728f67fa121b3b4150fdc33,56,50,6,5,4,1,20,8,11.33432961,1
cc8b44a12e3ff1ec457de1198834f061f911c4c1,16,14,2,1,1,1,1,1,4.412848473,0
b2af8123302dc0b091e3a091bbb7296c8c2b90b5,3,3,0,1,1,1,1,1,3.881191969,0
7b2f54a94850f4380da7f7a1ab76a0f40a8ffbf3,2,1,1,0,1,1,7,3,3.770886898,1
c35ba201587861ca606b5d294e2c0e5ca763ba2b,125,107,18,10,5,3,24,15,18.05301094,1
7d569088d0e2bc3df12bc85958ca1dd3512bd3c7,2,1,1,0,1,1,4,2,3.567010403,0
9780ce798cc4512c9339042ac20b8b9f190e7a1e,5,5,0,2,1,1,1,1,3.788813353,0
faf2d75771c0a25a1f16a1fee00a94cf87a68b94,154,110,44,14,7,4,25,16,13.79397869,0
369c382ea2dfab3384478c2f12953e6ca6a16776,3,3,0,1,1,1,18,8,3.833945513,0
ac9796a209279a68587e7062202b54ba3bc6f63a,9,5,4,0,2,2,5,3,3.997571945,0
3180c8d80c7384dfa2083ae6b914fda263fff795,114,111,3,7,4,1,4,4,16.76263809,0
8e42a7bd3381d6ea7967dfa416e5aa1884c241a1,355,199,156,37,13,5,48,26,15.30818272,0
f3f91c54cb1b8a653240135e3417cfe6d4cec765,2,1,1,0,1,1,2,2,3.556103945,0
270c480b1af4ba0ebae76a73541e94722995b953,6,6,0,1,1,1,3,3,4.087793827,0
945ac95d356ae51d784221b3bd113b69fa1905a5,2,1,1,0,1,1,1,1,3.572159052,0
b87735f51ee5ac4d83cd0f33293e1e8be2933a3c,4,2,2,1,1,1,7,4,3.862611294,0
2d7759fada27711c1d58c04ff3f14a3a24cc331d,48,42,6,4,2,1,8,4,7.222539902,0
28771d02bc8b33c73ed8da40ed1e4d909d224f7e,38,32,6,7,6,2,13,10,10.99969387,0
31da47edb3885fb83b9f0c32519ef830e28e79ff,22,21,1,1,2,2,60,15,4.767398357,0
c17b94851b31c07fc7969448bcf8927c7be0a1f3,7,1,6,0,1,1,88,13,3.498238802,0
3636b3677c67a1a32357ca5f91baa4d9f28dace5,175,175,0,1,2,2,11,5,17.88311958,0
33d82ce7161f40998d22fdf32e872c0f2e1c40b2,5,3,2,1,1,1,1,1,3.616914511,1
e9b4d05d52aba5ce0e475ba478aa1db13b2f985a,6,5,1,0,1,1,9,4,3.709836483,0
75de78061a637dd778633171c2d1fba594a3fda3,2,1,1,0,1,1,3,1,3.524581671,0
17e61e48c74280592e0b48c04c0c5f225e79ec66,29,19,10,4,4,3,20,8,5.462702751,0
124bd58b55dbe881662a5c3bba46fe75a2b8f520,9,9,0,0,1,1,8,7,4.57218647,0
5aaa02dda44f774240fb7a02e2e8e52ff0c38077,20,13,7,1,1,1,47,12,4.353290081,0
6c1186e0869799e5ce28a0ba7304f5ad60a80175,5,2,3,1,1,1,58,7,3.833945513,0
5d19fe60594578866b0c2c7782342026a021c2b7,2,1,1,0,1,1,9,4,3.610998869,0
9dc405fccf74479d51aa2bf8932bf5a3348796cd,84,42,42,5,1,1,10,7,4.188632488,0
a3778e6e96a3dc3406fb6c657e932f110b8a3beb,12,6,6,1,4,2,35,20,3.976460457,0
72694068635ea2aa80c13ace79aa9fdadc720036,21,20,1,2,2,2,5,5,4.388157368,0
c6a15565acdffa2ff75207dc518fe516ac416de2,10,3,7,3,1,1,1,1,3.573616028,0
6f4fdf9e05f437a1f2d7a608131ceda55f28deb9,834,772,62,21,13,8,44,18,16.45330048,1
31b8a7ec967e89ed3d072801a7e582b1974697b7,4,2,2,0,2,1,11,7,3.664926767,0
2212ca4ad54cf4f607bbdd7001a0f588a6d4db83,3,2,1,1,1,1,3,1,3.722078323,0
19abc151900f9249a0105f8844d9e4d2b67ea32a,2,1,1,0,1,1,4,3,3.567010403,0
79e52a59cca3d27f794b64c856636a9d44950ebd,1,1,0,0,1,1,25,7,3.498238802,0
550962898976e1beb45b3f0feda6fb31f8a3e210,15,5,10,1,1,1,4,3,3.833945513,1
709a67ce0d183f7a2b97433b207dacb78d7b1d55,81,73,8,5,4,3,11,4,17.72705078,0
64749fa0293d0b3bfcb93ffcf676c4d90778959f,1,1,0,0,1,1,2,1,3.524581671,0
439f853d6c52ee49cee8d382a21562743d6b3238,18,17,1,1,1,1,1,1,5.353813171,0
47f173822d6730300e28d60117d513c89f78fa2b,221,166,55,8,12,4,57,38,18.40849686,0
d61d0948ca56f11ff33c24d988af745336431f89,23,8,15,5,3,3,71,15,5.036886215,0
c0f063c763783b67668b366a1ac501df03eb9de3,35,15,20,4,2,2,25,12,4.731510639,0
afbf10f67469f016d7b0d43b2570d7b502a3d3bf,341,165,176,51,4,1,19,10,17.62348938,0
4a7af96fc016c9a51347b55e9cd56605117a741d,614,165,449,24,8,1,80,27,17.834095,0
80790444bda66076e72467d4704a3f8286c7d714,2,1,1,0,1,1,12,6,3.864341259,0
b2fc2edf25c3f87015e1ea24c7a8c0ea7f89f54c,4,2,2,0,1,1,8,5,3.834845543,0
62fc367eebcaefc3a063754bcbe1fdab40054b28,9,8,1,0,1,1,12,4,4.188734531,0
d0499adbf9dafb1dd83194f8db80593776858911,4,2,2,0,2,1,8,2,3.677742481,0
24e4451567b6f023bb77bd42cecab29a2aa722cb,3,3,0,0,1,1,9,4,3.833945513,0
591b6d4f87eaf23779a8cbc8ee4e5b882491462d,73,65,8,6,4,3,67,17,13.25209427,0
89e85444f9a711d46f23a1c8a03b225ea2f98851,2,1,1,0,1,1,37,6,3.598340034,0
590020987d8809200d56f29dd65d961d39f5ebbc,14,6,8,1,1,1,16,5,3.664203405,0
72797ac01ad57af0234741f5baca458e2d32d4fd,58,31,27,3,2,1,14,6,5.915667057,0
63f53628eb368b036f5539bc65e00df3c33950ef,20,10,10,0,10,3,53,45,4.262979507,0
a1246f64d2001446fbcf40569579491630ae5eda,10,1,9,1,3,2,11,4,3.567010403,0
3d2d2630cf6d3c5b8a12b28f8ec1108a41305097,285,285,0,4,4,1,4,4,19.61566353,0
d01d7777c3e345aad763db9a5e9c736df6727b65,2,1,1,0,1,1,6,2,3.573198318,0
a5e4ecae91f7775b1ade1561c3e07917459263f5,12,6,6,0,6,3,12,9,4.505122185,0
6ec46508205d21144c9109ae2ddcedbbfd41a976,28,28,0,4,3,2,15,4,5.119711399,0
fcd88c3bce2d54762cfe1604397a71e268a4c97c,4,3,1,0,1,1,5,1,3.831087351,0
08c452d5b4f7a577de9f71a0f2a3ef0e6dddedaa,44,13,31,4,3,3,109,12,4.973994732,0
63dce48c90a251c25510e47ea4f7e4e6854df87e,4,2,2,0,2,2,5,3,3.774964571,0
fb3fec7eb87a7a9a8cdefdf0c69b870e21d82272,18,10,8,1,1,1,7,5,6.822470665,0
c8fc3e0803564a3d55a16279b290f20409f210d2,6,2,4,1,1,1,3,1,3.782078743,0
8f7b5e3668ecb29bcf1578ddc429d26972315b6d,9,4,5,1,1,1,5,2,3.802938938,0
c776464dafeca9a7a7ee7cafe628f4720c08b548,14,13,1,1,2,2,12,3,4.31135416,0
9bb92338a6619dc67356f44fc0069edded3dd06d,6,6,0,1,1,1,1,1,3.849624157,0
90351f850eadc3454aeb9a948f4f41c87141e126,6,1,5,1,1,1,2,1,3.595643282,0
8de65cacbefc33694f9d3fbb79be729864e637a9,25,24,1,1,3,3,6,5,4.946510315,1
e0d5bf0891b9fec3543250df2f03238bfe8a3677,8,4,4,0,1,1,8,2,3.686099052,0
eed7b1113ec1b72731b051f69ea3d269bf5fb1c5,82,62,20,7,4,3,47,20,15.23182678,0
bfc113ac54db6a986386a7b85cd0e0b6278e6539,19,17,2,2,1,1,1,1,4.785585403,0
466b30a8f48abdf23d45065b9e6f2093976a7dca,2,2,0,1,1,1,5,4,3.686099052,0
79993fe2b37f9e3803f120c2c128ac05c808adbf,165,163,2,11,5,5,11,8,17.73640442,1
1f0aaf9fb19f5238e9c9afb6661eb45bd4aff5db,24,19,5,2,2,2,36,15,5.102772713,0
6ee1af1a522bb71af8ffe05ac19bdeba0d574f7e,3,1,2,0,1,1,14,6,3.800084114,0
c289735197f51611aa6ec95f0c1698929216a867,2,1,1,0,1,1,3,2,3.750152826,0
5884ab755731d40a1d3d00153cc776fb0c068936,39,34,5,5,2,1,5,2,5.707922935,1
f4e1148596b2f5a1fea23d69604c18cf7d2dfef3,18,9,9,3,2,1,10,5,3.853257179,0
047af8797eb1bda78d7382f0760bd59bc64d8ec3,2,1,1,0,1,1,32,11,3.498238802,0
f7d30c8ea01afddbb7ccd989ceea571f68d19218,3,2,1,0,1,1,5,3,3.573198318,0
73de2b1258b74ef911fba7e9adce59e0d689e5dd,24,19,5,3,3,1,6,6,4.715475082,0
0dcfd4c0fa8fad7287ce4adb36b5016dd682dd99,6,5,1,1,1,1,37,7,3.811105967,0
a3b9b0f38397b8245f3774a20cc60782b2d94dd8,1505,1505,0,14,14,3,14,14,18.51494598,1
345abf449e615c49e9affbb2761ff0763ffd7828,101,84,17,11,5,1,12,10,13.76803112,0
294c169f6d66225574ff3491d2d2dd53979cc82f,36,27,9,3,3,1,4,4,6.167194366,1
619b0d459f623f2efca662ff49e1d490b0f4f40c,76,62,14,4,6,2,13,8,13.42027283,0
