Commit Hash,Modify Lines,Add Lines,Delete Lines,Distribution modified Lines,Modify Files,Directories,SumOfSourceRevision,SumOfDeveloper,LSTM C.E.,bug
56c2b8a6f828e36eb399a780a7705000222475e6,12,8,4,2,1,1,5,1,3.858324528,0
ab5bf1076e3d199edfe58659fb9b14904d63ac8f,655,653,2,11,10,7,10,10,18.47956467,0
4e228a8ded607a9e77676e7f48463a02d1145022,4,1,3,1,2,1,6,4,2.848599672,0
9a844290b67db50f7d7924147e322b47c60a8a61,6,3,3,0,1,1,5,3,3.294291019,0
7d39863f48916116e99cdff98527e60f9379a475,5,3,2,0,1,1,4,3,3.103465796,0
86eed4f567f82fdbf3b53014837ec0eb847a7f28,13,11,2,0,3,2,13,9,4.41078949,0
f02b6df19df1caa69ffc142f5e89236b5a172abe,88,78,10,3,3,3,6,3,8.944808006,0
8d79f0888eac4e3380bc094907c0ea7728dccbae,77,45,32,1,2,2,6,2,8.956693649,0
25dfff7b092c7a65df167ba8e98094d2c0306721,35,20,15,7,2,1,10,4,4.777889729,0
e38c19e135ec649b0816fa016e24800ba0b4a7d6,24,13,11,3,1,1,1,1,4.311619282,0
9f4649d1abe65fa9ee7f626825aae52db8f78bbb,2,1,1,0,1,1,4,2,2.820351124,1
45a6493999853328b89c16cd1dbc462a4315953a,194,136,58,18,25,8,62,47,17.71546364,0
077e27b236c4b31454a45bb66a7372bfcd01e13a,270,260,10,11,8,7,15,10,19.16791725,0
75a92dcf6ef57321ac1d7bd32a4756520da08d27,2,1,1,0,1,1,1,1,2.999019384,0
d2fee6e6ff319f6a35e4c8209bd89d2d4e864c5c,7,4,3,0,1,1,1,1,3.550639153,0
d5dce2b3498960417da498895e3f2d9c4241f66b,821,811,10,21,19,9,27,21,18.88877678,0
49ca3b0ec481f6fcfbf339cb6d3b63b4dede1011,582,473,109,34,22,15,26,24,18.95654297,0
94b597b774464d33c30b290538a4231075a363e1,1386,1356,30,23,32,17,39,37,18.93376541,0
c01a258b6f9b8fa0ca340b605e7ef942b95c3afd,26,17,9,3,3,3,3,3,4.277560234,0
31aa29f593c7adeda50c755569a59493152d3e60,1605,1471,134,51,48,28,120,110,19.59370232,0
c75eadd44d097df3e6ff830ddaebadbf7751a637,49,30,19,5,2,2,2,2,6.782075882,0
3027e5fbc7d30f938371c17caddb3b2d91ad5b54,28,9,19,6,3,3,10,5,3.510401249,0
8e76d34ea30bafc6d02c818319ac547ef132a4dc,205,103,102,1,3,3,3,3,14.32148361,0
732a8654c98b8fc8b01d669d3c9ac99657072566,5,4,1,3,2,2,10,6,3.224140167,0
af33ae3c364aa3edf57df5469c97ab28cf0ce3c1,3,2,1,0,1,1,1,1,3.205152035,0
e256503d3d240158589a3b2271ad4b0d7651d22f,666,327,339,0,11,1,11,11,18.05537033,0
5991e52fe8081453ce3bb3d6179ee03d31ae11ce,33,2,31,0,2,1,6,4,2.92261219,0
a27289fd3158f5c8cf8398b24d1a102a22d3ea5e,11,9,2,1,1,1,3,2,3.464093208,0
673a81e440914ca292b14b26ec2eb8b757a01e8f,350,325,25,5,6,3,9,8,18.08508682,0
ff31d571790b97cc9ddd1174b53f6f46307f71ad,2,1,1,0,1,1,1,1,2.908218861,0
20b4bea3edc12e95ed0056594e630564e28fd4a9,6,3,3,1,1,1,3,3,2.918777227,0
e2fbb861389ebfeb7d0c96743f7a79b185857e43,439,370,69,15,10,5,24,18,18.79105759,0
c9c475e2a6b6e3406764c5d7fbfa44a3c5eeead8,64,42,22,12,10,7,10,10,8.15349865,0
cf3e0b21d1c5cd73ceb63595d0f07cab4ec68b5c,32,20,12,1,1,1,3,2,6.270744801,0
5ec75f2abce494d01319998c3970301c991960bd,2,1,1,0,1,1,2,1,2.848599911,0
a7df69e3ad19ec43f59a9592cf399cd86d6fa418,12,7,5,2,3,2,3,3,3.436885357,0
3523480c458b475763bf27c21c9f65929abeb478,11,7,4,3,2,2,2,2,4.105259895,0
02d6cce73679ce90fe610dbdb30fd1cbdd062897,11,4,7,2,1,1,1,1,3.197279692,0
af6dd7d4c039d5a55cf223102a05693e7c26adea,8,8,0,0,2,2,8,4,3.691173077,0
dc38466c6415eec3876a19ede84d4f8b6e1ce5b2,8,8,0,0,2,2,4,3,3.64269805,0
eae6e8f11367c397c3a9ce39f2c59cf341f33847,1467,1394,73,46,39,16,64,61,19.56699181,1
8da06636b8e3834f7bebf6b1af923ad24b7d6d8b,219,168,51,22,12,6,19,18,18.30979729,0
3c46266d8fad3cfedfd8638d450c3dc044d1695c,8,8,0,0,2,2,6,4,3.642698288,0
7bfe55de7bf37242a0c60b47f3759fe706ff44b1,86,86,0,1,1,1,1,1,16.64844704,0
d766f68152d6cd120d3d0487907f7ee85f7a614a,923,731,192,33,27,16,66,43,19.73442841,1
4a5c4a43c1c38bea07867306028e5f3a4b856552,481,361,120,15,15,8,24,16,18.0737114,0
7c0d83f3c4847dac450ba505153a5bf17d30fd73,38,8,30,0,1,1,1,1,3.689293385,0
4e8d8c2053749193e88b49e82a07dfb2bb2edd6e,2,1,1,0,1,1,3,3,2.908218861,0
fc7281d715f57f2f911079d24f5c09b1f79c50cf,10,10,0,0,1,1,1,1,3.544872999,0
43bd197d6a2fdbb3781cf7d91928be404ae941aa,444,372,72,20,22,15,66,37,19.1738205,0
271fa7ff56897d8d148c25896284cf835ca7fac4,89,52,37,4,2,2,2,2,12.15456772,0
b4d07113933aa79e8575715370b08ef79c287444,4,2,2,1,1,1,2,2,3.119312286,0
68fc0668c7fc30fa0dc4c24da79c979f9500a902,2,2,0,0,2,2,12,8,2.890936136,0
af9b056dc453f46c6a2aeb92d8dd6fe503f1b577,38,24,14,0,10,6,29,22,5.733816147,0
1fb60cc762da24625f37c599c2ea89d693adad67,10,6,4,0,1,1,1,1,3.088746548,0
d0f07ae3e41688b82e8e1d55aef60caa77beee4e,145,107,38,6,4,4,8,4,17.67431068,0
16c037b080a4ab410125663677ea1229c69a3582,2,1,1,0,1,1,3,1,2.908219099,0
ac577675017a6ef437b8a774aa2c0e43cc973502,11,5,6,4,1,1,2,2,3.294155121,0
a8d82d55f53a25d24cdab45c4b59a24007e9085e,21,18,3,3,1,1,2,2,4.107602119,0
015d577883f72707d7c38015840607be4ae226fb,21,10,11,5,3,3,4,4,3.843037128,0
3fe82b81768887b42b019c43178887261f984a9b,1,1,0,0,1,1,3,2,2.845543385,0
dbec60fc1120317d436270a43e5e8a4caa7503f6,2,1,1,0,1,1,2,2,2.774650812,0
e3afe444f59d3117fbe9d778120a47c411e2aa99,73,36,37,3,2,2,6,4,4.975236893,0
aa136afa9e99381835356f647daccbf6b7a8be9f,6,3,3,0,1,1,4,3,3.294291019,0
b4695801f6c93ca0991fd9758c470b784aa8c781,1388,1364,24,41,42,26,48,46,18.59883881,1
2160673c81af3ee850f9cb514104421e8b6b74dc,203,113,90,10,6,5,9,9,17.25842285,0
3b66c0d3c710b7c64be7839c0246218edf806e8b,25,14,11,1,3,3,12,6,4.574240685,0
031835c772a87f1ca5228a409b21145caad79ff4,5,3,2,2,1,1,3,2,3.198228121,0
3011fdf845e429d842e528ff00a4a7b7b55038e9,108,108,0,2,2,2,2,2,18.30734062,0
7ac9421c2c27d12ae88f001866b4444310fcaa3f,4,2,2,0,2,1,4,4,3.03640914,0
cc5d23baed2a30bafc31bba713cc1dbffed86971,1233,1210,23,18,27,13,28,28,19.06758499,0
dba01fbf57f77c1d8773e24dc4a01ca5f238f5b6,2,1,1,0,1,1,3,2,2.99211359,0
092ddbe487e8c9262df449cac453336abc639068,491,490,1,9,9,7,12,12,18.72423744,0
3c6b2b7308ecc92e8aed8f3dafd16c31ed615a96,235,118,117,19,13,5,20,16,16.81132889,0
6e919c2e8d20957775ed22410557a4fee83339a4,11411,5724,5687,42,100,8,110,110,21.40542984,0
ba79b5485622b9de92373d612631d1b96a245287,78,53,25,5,3,3,9,5,9.808093071,0
0cda01b58f4a4bb06a1ab71bae597fdc4f7c39cf,127,58,69,5,6,4,17,9,10.89252567,0
7e41ed0b9d9c6bcbd5fef156ae5ca1cdc7e16c28,151,144,7,3,4,3,5,4,15.71133423,0
47f00f159231958fb39748b4a6a01c4520371dec,28,21,7,4,1,1,2,2,5.930811405,0
e220ae1fe28c0698fca1987694eb2bf3e61c8ca3,13,11,2,0,3,2,10,6,4.41078949,0
9381c2d17e3e10a02e9f0f359a05d0728ee17752,13,9,4,3,4,3,10,6,4.090126991,0
0071c79abfd9d6535fe726721c0a17286b29af43,339,319,20,10,6,4,10,9,18.40523911,0
c32b7152595bb074745523cfd9d829484458d90e,103,103,0,4,4,3,4,4,18.18151283,0
75586658ba1aa202ee0ebec8c4cc52546cb0aae2,53,34,19,5,3,3,3,3,5.359878063,0
5e4c937e3479a09b7a21cd5176b7b2ebdd6c8287,168,148,20,9,8,5,10,9,18.99808693,0
0a4299766b852b82e33b02b5194a106998f9f4d8,1007,476,531,0,115,34,125,116,16.80568314,0
29b79761477311367cf42e2bf2f213c0d3a08ab1,5,5,0,1,1,1,4,2,3.27775979,0
e8a58b66f1fce57f1f73f9d97e1aaf2944e69a74,32,20,12,1,1,1,2,2,6.270744801,0
