@relation deltaspike_Line_Single_LSTM_Metric_last_label

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute numOfBIC numeric
@attribute fileAge numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute CommitHour numeric
@attribute AGE numeric
@attribute numOfSubsystems numeric
@attribute numOfDirectories numeric
@attribute numOfFiles numeric
@attribute NUC numeric
@attribute developerExperience numeric
@attribute REXP numeric
@attribute LT numeric
@attribute 'LSTM C.E.' numeric
@attribute isBuggy {buggy,clean}

@data
42,0.45977,0.022989,3,0,0,1,1,10,0,1,1,1,1,13,13,87,1.974305,clean
4,0.054054,0.054054,0,1,0,1,1,21,0,1,6,10,0.3,1,1,37,1.647507,buggy
4,0.055556,0.055556,1,1,0,1,1,2,0,1,9,25,0.04,1,1,36,2.011461,buggy
8,0.015779,0,0,1,0,1,1,20,0,1,7,11,0.090909,15,15,507,1.380704,buggy
4,0.013158,0.013158,1,1,161,2,2,10,161,1,1,1,1,1,1,152,2.439469,clean
8,0.027972,0.027972,0,1,0,1,1,17,0,1,2,6,0.833333,13,13,143,1.649219,buggy
86,0.076246,0.175953,8,1,0,1,1,20,0,1,7,11,0.090909,15,15,341,1.380704,buggy
11,0.346154,0.076923,0,1,0,1,1,11,0,1,1,3,0.666667,7,7,26,0.881885,buggy
6,0.023392,0.011696,2,1,13,4,1,11,0,1,1,2,1,37,21.5,171,3.006301,clean
10,0.163636,0.018182,1,0,0,1,1,11,0,1,1,2,1,37,21.5,55,3.006301,clean
29,0.227848,0.13924,1,1,0,1,1,7,0,1,1,1,1,38,22.5,79,1.975958,buggy
2,0.002639,0.002639,0,4,4,5,1,17,1,1,2,6,0.833333,13,13,379,1.649219,buggy
8,0.015873,0.015873,0,2,314,3,1,14,307,1,5,9,0.333333,43,27.5,252,0.035759,clean
24,0.036419,0,0,6,406,18,4,12,38,1,1,1,1,60,44.5,659,2.827307,clean
2,0.002494,0.002494,0,0,0,1,1,13,0,1,1,1,1,65,49.5,401,3.392172,clean
49,0.065891,0.02907,9,2,1,2,1,22,1,1,3,4,0.75,2,2,516,2.325496,buggy
2,0.027778,0.027778,0,1,0,1,1,13,0,1,3,3,0.333333,22,22,36,2.426453,buggy
3,0.075,0,0,0,0,2,2,13,0,1,2,3,0.666667,63,47.5,40,0.9044,clean
20,0.027818,0.001464,2,6,406,19,4,13,0,1,2,2,1,61,45.5,683,0.982744,clean
7,0,0.081395,2,1,0,1,1,17,0,1,2,3,1,12,12,86,2.99531,buggy
10,0.02193,0.02193,0,1,70,2,1,20,70,1,1,1,1,14,12.5,228,2.114244,clean
4,0.04,0.04,2,1,0,1,1,21,0,1,6,10,0.3,1,1,50,1.647507,buggy
2,0.015152,0.015152,0,0,11,2,1,12,11,1,3,8,0.25,42,26.5,66,0.644144,clean
