@relation deltaspike_Concat_Single_LSTM_Metric_last_label

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute numOfBIC numeric
@attribute fileAge numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute CommitHour numeric
@attribute AGE numeric
@attribute numOfSubsystems numeric
@attribute numOfDirectories numeric
@attribute numOfFiles numeric
@attribute NUC numeric
@attribute developerExperience numeric
@attribute REXP numeric
@attribute LT numeric
@attribute 'LSTM C.E.' numeric
@attribute isBuggy {buggy,clean}

@data
6,0.012295,0,1,3,7,3,1,11,7,1,1,3,0.666667,7,7,488,4.056754,buggy
4,0.033333,0.033333,1,1,0,1,1,2,0,1,9,25,0.04,1,1,60,4.581212,buggy
2,0.003623,0.003623,0,0,206,2,2,11,206,1,2,2,0.5,28,12.166666,276,4.114497,clean
3,0.001905,0.00381,1,4,22,5,1,14,3,1,1,1,1,17,17,525,4.082463,clean
2,0.020408,0.020408,0,0,0,2,1,17,0,1,1,1,1,7,7,49,4.157082,clean
9,0.095745,0,1,0,0,1,1,16,0,1,3,3,0.666667,21,12.5,94,4.086547,clean
16,0.029907,0,3,3,14,4,2,12,13,1,1,1,1,4,4,535,4.431072,buggy
5,0.007353,0.004902,0,1,323,3,2,16,45,1,3,3,0.666667,21,12.5,408,4.086547,clean
5,0.018405,0.01227,2,1,2,2,2,16,2,1,1,1,1,3,3,163,4.134652,clean
10,0.125,0.1875,0,1,0,1,1,21,0,1,6,10,0.3,1,1,32,4.306306,buggy
2,0.017241,0.017241,0,1,0,1,1,13,0,1,5,6,0.333333,2,2,58,4.128921,buggy
4,0.053571,0.017857,1,1,0,1,1,13,0,1,5,6,0.333333,2,2,56,4.128921,buggy
2,0.006944,0.006944,0,1,0,2,1,18,0,1,2,2,1,33,17.5,144,4.138287,clean
3,0.078947,0,0,0,0,1,1,15,0,1,2,2,0.5,1,1,38,4.120914,clean
13,0.037634,0.032258,2,1,0,1,1,2,0,1,9,25,0.04,1,1,186,4.581212,buggy
2,0.014925,0.014925,0,0,0,1,1,14,0,1,5,9,0.333333,43,27.5,67,3.990427,clean
2,0.023256,0.023256,0,0,0,1,1,12,0,1,3,8,0.25,42,26.5,43,4.012552,clean
2,0.014706,0.014706,0,0,6,2,1,17,6,1,1,2,1,5,5,68,4.068686,clean
7,0.06383,0.010638,0,1,0,1,1,10,0,1,2,2,0.5,9,9,94,4.234189,buggy
1,0,0.017241,0,1,0,1,1,2,0,1,9,25,0.04,1,1,58,4.581212,buggy
3,0.075,0,0,0,0,1,1,7,0,1,1,2,0.5,2,1.5,40,4.060524,clean
4,0.013245,0.013245,0,0,0,1,1,14,0,1,5,9,0.333333,43,27.5,151,3.990427,clean
9,0.04878,0.006098,0,1,13,3,1,11,13,1,2,2,1,36,20.5,164,4.181235,buggy
2,0.002809,0.002809,0,1,9,3,1,23,9,1,1,1,1,11,9.5,356,4.09592,clean
4,0.014085,0.014085,1,2,689,4,3,0,529,1,1,1,1,17,9.5,142,4.042597,clean
99,0.296137,0.128755,8,1,0,1,1,12,0,1,2,2,0.5,11,11,233,6.017699,buggy
27,0.137755,0,3,3,0,4,1,23,0,1,2,3,0.666667,9,9,196,4.042597,buggy
2,0.015152,0.015152,0,0,0,1,1,14,0,1,5,9,0.333333,43,27.5,66,3.990427,clean
18,0.066176,0.066176,4,1,0,1,1,21,0,1,6,10,0.3,1,1,136,4.306306,buggy
2,0.026316,0.026316,0,1,0,1,1,13,0,1,3,3,0.333333,22,22,38,4.060524,buggy
5,0.018868,0.075472,1,2,3,2,1,14,3,1,1,4,0.5,4,4,53,4.500834,buggy
142,0.00921,0.09977,10,5,314,10,3,12,0,1,1,1,1,40,24.5,1303,4.371058,clean
2,0.027778,0.027778,0,1,0,1,1,13,0,1,3,3,0.333333,22,22,36,4.060524,buggy
2,0.020408,0.020408,0,0,0,1,1,23,0,1,2,3,0.333333,8,6.5,49,4.110684,clean
2,0.021739,0.021739,0,1,0,1,1,2,0,1,9,25,0.04,1,1,46,4.581211,buggy
2,0.025641,0.025641,0,0,0,1,1,17,0,1,2,4,0.75,6,6,39,4.077965,clean
3,0.017647,0,1,1,0,1,1,11,0,1,4,5,0.4,3,3,170,4.114497,buggy
19,0.012442,0.017107,3,6,316,13,3,13,0,1,1,1,1,48,32.5,643,4.229436,clean
4,0.007168,0.007168,0,0,12,3,1,21,6,1,2,3,0.666667,8,8,279,4.109211,clean
12,0.010025,0.02005,4,2,447,4,3,16,374,1,1,1,1,1,1,399,4.093177,clean
14,0.037433,0.037433,2,1,694,3,2,15,0,1,1,1,1,31,15.166666,187,4.196826,clean
2,0.019231,0,0,0,0,1,1,13,0,1,1,1,1,30,14.166666,104,4.042597,clean
6,0.011811,0.011811,2,5,31,7,1,9,0,1,2,4,0.75,57,41.5,254,4.161879,buggy
7,0.012371,0.002062,0,0,0,1,1,18,0,1,1,1,1,1,1,485,4.192485,clean
8,0.086957,0.086957,1,1,0,1,1,9,0,1,2,4,0.75,57,41.5,46,4.161879,buggy
14,0.09589,0.09589,0,1,0,2,1,14,0,1,5,9,0.333333,43,27.5,73,3.990427,clean
32,0.162791,0.209302,1,1,0,2,2,9,0,1,1,1,1,6,4.5,86,4.366833,clean
2,0.014706,0.014706,0,0,0,1,1,14,0,1,3,4,0.75,20,11.5,68,4.012553,clean
14,0.037433,0.037433,2,1,694,2,2,9,694,1,1,1,1,1,1,187,4.196826,clean
12,0.070968,0.006452,1,1,0,1,1,11,0,1,4,5,0.4,3,3,155,4.114497,buggy
4,0.114286,0,1,0,0,1,1,7,0,1,1,2,0.5,2,1.5,35,4.060525,clean
4,0.020833,0.0625,0,1,0,2,1,17,0,1,2,3,1,55,39.5,48,4.060524,buggy
7,0.046358,0,0,1,323,2,1,16,323,1,3,3,0.666667,22,13.5,151,4.060524,clean
8,0.225806,0.032258,0,0,0,1,1,11,0,1,1,2,0.5,3,3,31,4.101245,clean
4,0.004687,0.001563,1,6,344,14,3,12,27,1,2,2,1,51,35.5,640,4.193724,clean
2,0.02,0.02,0,2,3,3,1,14,0,1,1,1,1,5,5,50,4.042597,clean
197,1.052083,1,0,0,0,1,1,18,0,1,1,2,1,49,33.5,96,7.146573,clean
2,0.011494,0.011494,0,0,0,1,1,12,0,1,3,8,0.25,42,26.5,87,4.012552,clean
29,0.081967,0.076503,5,1,0,1,1,2,0,1,9,25,0.04,1,1,183,4.581212,buggy
202,3.046875,0.109375,2,2,7,2,1,11,7,1,1,3,0.666667,7,7,64,4.056754,buggy
67,0.101604,0.256684,2,3,3,3,1,16,0,1,4,5,0.4,7,7,187,4.158554,buggy
2,0.004,0.004,0,1,483,3,2,11,483,1,1,1,1,29,13.166666,250,4.07307,clean
4,0.083333,0,0,0,0,1,1,13,0,1,1,1,1,66,50.5,48,4.206999,clean
197,1.727273,0.262626,3,1,0,1,1,15,0,1,1,1,1,6,6,99,8.664825,buggy
24,0.098765,0.049383,3,1,0,1,1,13,0,1,5,6,0.333333,2,2,162,4.128921,buggy
24,0.039931,0.001736,1,1,0,1,1,20,0,1,1,1,1,4,2.5,576,4.680521,buggy
46,0.309735,0.097345,3,1,0,1,1,13,0,1,5,6,0.333333,2,2,113,4.128921,buggy
4,0.022388,0.007463,0,0,0,1,1,21,0,1,1,1,1,26,26,134,4.064886,clean
4,0.040816,0.040816,1,0,0,1,1,17,0,1,2,4,0.75,6,6,49,4.077965,clean
9,0.021505,0.010753,0,0,14,4,1,13,1,1,1,1,1,10,10,279,4.1565,clean
8,0.011765,0.035294,3,1,208,2,1,20,208,1,2,2,1,6,4,170,4.028397,clean
4,0.08,0,0,2,48,2,1,17,48,1,4,6,0.5,3,3,50,4.128921,buggy
96,0.151064,0.053191,5,1,0,1,1,13,0,1,3,3,0.333333,1,1,470,4.281528,buggy
15,0.026132,0,1,0,44,3,1,14,44,1,2,4,0.75,58,42.5,574,4.368754,clean
65,0.041806,0.06689,3,2,0,2,1,20,0,1,1,1,1,5,3.5,598,4.598874,buggy
5,0.104167,0,0,1,0,1,1,13,0,1,3,3,0.333333,1,1,48,4.281528,buggy
25,0.202128,0.06383,1,1,0,1,1,2,0,1,9,25,0.04,1,1,94,4.581211,buggy
2,0.00289,0.00289,0,0,0,1,1,23,0,1,2,3,0.333333,8,6.5,346,4.110684,clean
18,0.082645,0.066116,1,4,31,4,1,9,1,1,2,4,0.75,57,41.5,121,4.161879,buggy
2,0.000818,0.000818,0,4,127,5,1,15,103,1,1,1,1,20,20,1222,4.084522,buggy
8,0.121212,0.121212,1,1,0,1,1,9,0,1,2,4,0.75,57,41.5,33,4.161879,buggy
11,0.043478,0.195652,0,1,14,2,1,14,14,1,2,4,0.75,58,42.5,46,4.368754,clean
2,0.009804,0.009804,0,0,0,1,1,16,0,1,1,2,0.5,16,16,102,4.178334,clean
4,0.020408,0.061224,0,0,6,3,1,21,6,1,2,3,0.666667,8,8,49,4.109211,clean
6,0.06383,0.06383,1,0,7,4,1,13,1,1,2,2,0.5,9,9,47,4.077965,clean
10,0.170213,0.042553,1,0,7,5,1,14,0,1,1,1,1,13,13,47,4.119734,clean
3,0.003617,0.001808,0,3,14,6,2,12,0,1,1,1,1,10,10,553,4.09592,clean
2,0.008929,0.008929,0,1,197,2,1,21,197,1,1,1,1,18,9.5,112,4.028397,clean
22,0.033956,0.003396,2,0,52,4,1,20,7,1,2,3,1,59,43.5,589,4.544011,clean
4,0.032787,0.032787,0,1,0,1,1,2,0,1,9,25,0.04,1,1,61,4.581212,buggy
2,0.026316,0.026316,0,0,46,2,2,13,46,1,1,1,1,23,14.5,38,4.028397,clean
7,0.012821,0.009615,0,0,0,1,1,9,0,1,1,1,1,1,1,312,4.120563,clean
6,0.065217,0.065217,0,0,0,1,1,14,0,1,5,9,0.333333,43,27.5,46,3.990427,clean
33,0.181319,0,0,2,2,3,1,18,1,1,1,2,1,49,33.5,182,7.146572,clean
34,0.135593,0.440678,0,0,0,1,1,11,0,1,1,1,1,2,2,59,4.183605,clean
11,0.080292,0,1,2,0,2,1,17,0,1,4,6,0.5,3,3,137,4.128921,buggy
9,0.041096,0,0,1,0,1,1,19,0,1,1,1,1,7,5.5,219,4.218767,buggy
101,0.388889,0.234568,5,1,0,1,1,20,0,1,7,11,0.090909,15,15,162,6.40477,buggy
7,0.011655,0.004662,4,1,71,2,2,13,71,1,5,6,0.333333,2,2,429,4.128921,buggy
8,0.009662,0.028986,0,0,0,1,1,7,0,1,1,1,1,3,2.5,207,4.111438,clean
3,0.02439,0.04878,1,0,6,2,1,17,6,1,1,2,1,5,5,41,4.068686,clean
8,0.129032,0.129032,1,1,0,1,1,20,0,1,7,11,0.090909,15,15,31,6.40477,buggy
2,0.057143,0,0,0,0,1,1,12,0,1,2,2,0.5,64,48.5,35,4.068686,clean
4,0.027397,0.027397,1,1,0,1,1,15,0,1,2,4,0.5,41,25.5,73,4.086547,buggy
41,0.5125,0,0,2,29,2,1,13,29,1,1,1,1,52,36.5,80,5.949421,buggy
2,0.007092,0,1,0,14,5,1,13,0,1,1,1,1,11,11,282,4.1565,clean
4,0.013333,0.013333,0,1,0,1,1,2,0,1,9,25,0.04,1,1,150,4.581212,buggy
9,0.140351,0.017544,0,1,0,1,1,22,0,1,3,4,0.75,2,2,57,4.322712,buggy
2,0.003937,0.003937,0,5,53,8,1,20,21,1,2,3,1,59,43.5,254,4.54401,clean
19,0.131783,0.015504,1,2,53,3,3,8,53,1,2,2,1,1,1,129,4.1565,buggy
8,0.009662,0.028986,0,0,0,2,2,13,0,1,2,3,0.666667,63,47.5,207,4.060524,clean
31,0.074074,0.040741,5,0,0,1,1,11,0,1,1,1,1,1,1,270,4.527487,clean
6,0.004898,0,0,3,20,3,1,9,19,1,2,2,1,12,12,1225,5.19352,buggy
12,0.025316,0.050633,3,4,4,5,1,17,0,1,2,3,1,12,12,158,4.169988,buggy
30,0.07377,0.04918,6,1,0,2,1,17,0,1,1,1,1,7,7,244,4.40097,clean
2,0.014493,0.014493,0,0,0,1,1,14,0,1,5,9,0.333333,43,27.5,69,3.990427,clean
2,0.014706,0.014706,0,0,6,3,1,17,0,1,2,4,0.75,6,6,68,4.077965,clean
42,0.45977,0.022989,3,0,0,1,1,10,0,1,1,1,1,13,13,87,5.118681,clean
4,0.054054,0.054054,0,1,0,1,1,21,0,1,6,10,0.3,1,1,37,4.306306,buggy
4,0.055556,0.055556,1,1,0,1,1,2,0,1,9,25,0.04,1,1,36,4.581211,buggy
8,0.015779,0,0,1,0,1,1,20,0,1,7,11,0.090909,15,15,507,6.40477,buggy
4,0.013158,0.013158,1,1,161,2,2,10,161,1,1,1,1,1,1,152,4.086547,clean
8,0.027972,0.027972,0,1,0,1,1,17,0,1,2,6,0.833333,13,13,143,4.211181,buggy
86,0.076246,0.175953,8,1,0,1,1,20,0,1,7,11,0.090909,15,15,341,6.40477,buggy
11,0.346154,0.076923,0,1,0,1,1,11,0,1,1,3,0.666667,7,7,26,4.056754,buggy
6,0.023392,0.011696,2,1,13,4,1,11,0,1,1,2,1,37,21.5,171,4.185571,clean
10,0.163636,0.018182,1,0,0,1,1,11,0,1,1,2,1,37,21.5,55,4.185571,clean
29,0.227848,0.13924,1,1,0,1,1,7,0,1,1,1,1,38,22.5,79,4.523779,buggy
2,0.002639,0.002639,0,4,4,5,1,17,1,1,2,6,0.833333,13,13,379,4.211181,buggy
8,0.015873,0.015873,0,2,314,3,1,14,307,1,5,9,0.333333,43,27.5,252,3.990427,clean
24,0.036419,0,0,6,406,18,4,12,38,1,1,1,1,60,44.5,659,5.020656,clean
2,0.002494,0.002494,0,0,0,1,1,13,0,1,1,1,1,65,49.5,401,4.083463,clean
49,0.065891,0.02907,9,2,1,2,1,22,1,1,3,4,0.75,2,2,516,4.322712,buggy
2,0.027778,0.027778,0,1,0,1,1,13,0,1,3,3,0.333333,22,22,36,4.060525,buggy
3,0.075,0,0,0,0,2,2,13,0,1,2,3,0.666667,63,47.5,40,4.060524,clean
20,0.027818,0.001464,2,6,406,19,4,13,0,1,2,2,1,61,45.5,683,4.09592,clean
7,0,0.081395,2,1,0,1,1,17,0,1,2,3,1,12,12,86,4.169988,buggy
10,0.02193,0.02193,0,1,70,2,1,20,70,1,1,1,1,14,12.5,228,4.190004,clean
4,0.04,0.04,2,1,0,1,1,21,0,1,6,10,0.3,1,1,50,4.306306,buggy
2,0.015152,0.015152,0,0,11,2,1,12,11,1,3,8,0.25,42,26.5,66,4.012553,clean
2,0.005348,0.005348,0,2,3,2,1,11,3,1,4,5,0.4,3,3,187,4.114497,buggy
6,0.055556,0.055556,0,2,1,4,2,10,0,1,3,4,0.25,6,6,54,4.322712,clean
17,0.175824,0.010989,0,1,0,1,1,12,0,1,2,2,1,39,23.5,91,4.3008,buggy
37,0.00463,0.081019,2,2,72,3,2,17,0,1,4,6,0.5,3,3,432,4.128922,buggy
40,0.359375,0.265625,0,2,3,2,1,14,3,1,1,4,0.5,4,4,64,4.500834,buggy
2,0.022727,0.022727,0,0,206,2,2,11,206,1,2,2,0.5,28,12.166666,44,4.114497,clean
13,0.068421,0,2,4,1,5,1,17,0,1,2,6,0.833333,13,13,190,4.211181,buggy
7,0.084337,0,1,0,0,1,1,11,0,1,3,3,0.666667,2,2,83,4.166555,clean
32,0.09697,0.09697,2,2,0,2,1,16,0,1,4,5,0.4,7,7,165,4.158554,buggy
6,0.030303,0.151515,0,1,14,2,1,14,14,1,2,4,0.75,58,42.5,33,4.368754,clean
15,0.082569,0.055046,5,1,0,1,1,20,0,1,7,11,0.090909,15,15,109,6.40477,buggy
615,0.03038,0.488608,11,6,315,11,3,15,0,1,2,4,0.5,41,25.5,1185,4.086547,buggy
5,0.007634,0.001908,0,4,23,6,1,12,0,1,1,1,1,18,18,524,4.117363,clean
7,0.003745,0.009363,0,6,239,10,2,14,0,1,1,2,1,29,29,534,4.120914,clean
320,1.051282,1,0,1,0,1,1,15,0,1,2,4,0.5,41,25.5,156,4.086547,buggy
6,0.012987,0.025974,0,1,0,1,1,2,0,1,9,25,0.04,1,1,154,4.581211,buggy
158,0.214575,0.105263,11,1,0,1,1,20,0,1,7,11,0.090909,15,15,494,6.40477,buggy
2,0.00177,0.00177,0,0,0,1,1,14,0,1,5,9,0.333333,43,27.5,565,3.990427,clean
7,0.040816,0.030612,1,1,0,1,1,21,0,1,6,10,0.3,1,1,98,4.306306,buggy
148,1.176471,1,0,1,0,1,1,15,0,1,2,4,0.5,41,25.5,68,4.086547,buggy
16,0.05298,0.05298,2,1,0,1,1,2,0,1,9,25,0.04,1,1,151,4.581211,buggy
10,0.163636,0.018182,0,1,10,2,1,16,10,1,1,1,1,19,19,55,4.339962,clean
5,0.042857,0.028571,0,2,3,3,1,15,0,1,1,1,1,6,6,70,4.119733,clean
29,0.104895,0.097902,0,2,16,2,2,21,16,1,6,10,0.3,1,1,143,4.306306,buggy
11,0.044643,0.053571,4,1,300,3,1,14,103,1,3,4,0.75,20,11.5,112,4.012552,clean
100,0.195592,0.07989,8,1,0,1,1,2,0,1,9,25,0.04,1,1,363,4.581211,buggy
9,0.140351,0.017544,0,1,0,2,2,10,0,1,3,4,0.25,6,6,57,4.322712,clean
2,0.022727,0.022727,0,0,0,1,1,17,0,1,2,2,0.5,1,1,44,4.114497,clean
31,0.009346,0.280374,2,2,3,2,1,23,3,1,2,3,0.666667,9,9,107,4.042597,buggy
56,0.044035,0.000801,3,5,314,9,3,12,96,1,2,2,1,39,23.5,1249,4.3008,buggy
2,0.0025,0.0025,0,3,3,3,1,16,0,1,4,5,0.4,7,7,400,4.158554,buggy
28,0.130233,0,2,3,30,4,1,17,27,1,2,2,1,53,37.5,215,4.904471,buggy
3,0.037736,0.018868,0,1,0,2,2,14,0,1,1,1,1,3,3,53,4.190953,clean
2,0.006329,0.006329,0,3,3,4,1,17,0,1,3,4,0.25,8,8,158,4.348558,clean
83,0.163636,0.339394,4,1,0,1,1,2,0,1,9,25,0.04,1,1,165,4.581211,buggy
45,0.06518,0.012007,3,2,51,3,1,13,51,1,1,1,1,13,11.5,583,5.555171,clean
29,0.07027,0.086486,3,3,4,3,1,17,4,1,2,6,0.833333,13,13,185,4.211181,buggy
8,0.072727,0.072727,1,1,0,1,1,12,0,1,2,2,0.5,11,11,55,6.017699,buggy
31,0.274336,0,0,1,0,1,1,18,0,1,1,1,1,32,16.5,113,5.098478,buggy
24,0.107692,0.076923,0,0,0,1,1,11,0,1,1,1,1,26,17.5,130,4.454492,clean
2,0.015152,0.015152,0,0,28,2,1,11,28,1,1,1,1,50,34.5,66,4.012552,clean
7,0.032787,0.005464,0,4,180,6,3,10,159,1,4,5,0.6,1,1,183,4.178596,clean
77,0.065445,0.001745,5,1,0,1,1,13,0,1,1,1,1,2,2,1146,6.007645,buggy
4,0.013158,0.013158,1,1,209,3,3,17,48,1,1,1,1,31,31,152,4.086547,clean
61,0.05,0.1025,2,3,3,4,1,17,0,1,3,4,0.25,8,8,400,4.348558,clean
37,0.095588,0.176471,6,1,0,1,1,20,0,1,7,11,0.090909,15,15,136,6.40477,buggy
29,0.189542,0,2,5,325,7,2,10,47,1,1,1,1,24,15.5,153,4.622181,buggy
9,0.011385,0.005693,1,5,215,7,1,16,192,1,1,1,1,25,25,527,4.127488,buggy
6,0.056604,0.056604,1,1,0,1,1,2,0,1,9,25,0.04,1,1,53,4.581212,buggy
22,0.193548,0.16129,2,1,0,1,1,2,0,1,9,25,0.04,1,1,62,4.581211,buggy
31,0.049363,0,2,6,368,17,4,20,7,1,2,3,1,59,43.5,628,4.54401,clean
6,0.055556,0.055556,0,2,1,3,2,22,1,1,3,4,0.75,2,2,54,4.322712,buggy
5,0,0.012346,0,2,3,2,1,11,3,1,4,5,0.4,3,3,405,4.114497,buggy
21,0.12,0,2,2,0,3,1,17,0,1,3,4,0.25,8,8,175,4.348558,clean
12,0.387097,0,0,1,0,1,1,20,0,1,7,11,0.090909,15,15,31,6.40477,buggy
2,0.005814,0.005814,0,0,0,1,1,12,0,1,3,8,0.25,42,26.5,172,4.012552,clean
15,0.021239,0.00531,2,0,0,2,1,16,0,1,1,1,1,46,30.5,565,4.284309,clean
14,0.024857,0.001912,0,1,0,1,1,20,0,1,7,11,0.090909,15,15,523,6.40477,buggy
2,0.015625,0.015625,0,0,0,1,1,12,0,1,3,8,0.25,42,26.5,64,4.012553,clean
5,0.071429,0,0,1,0,1,1,21,0,1,6,10,0.3,1,1,70,4.306306,buggy
4,0.030769,0.030769,0,0,1,2,2,19,1,1,1,1,1,16,8.5,65,4.053779,clean
3,0.006757,0.013514,0,2,110,3,2,10,110,1,4,5,0.6,1,1,148,4.178596,clean
6,0.08,0,2,1,0,1,1,8,0,1,2,2,1,1,1,75,4.1565,buggy
5,0.013453,0.008969,0,3,0,5,1,9,0,1,1,1,1,10,10,223,4.117362,clean
4,0.007353,0.007353,1,1,2,2,1,11,2,1,1,1,1,14,14,272,4.086547,clean
4,0.013605,0.013605,0,4,3,4,1,16,0,1,4,5,0.4,7,7,147,4.158554,buggy
11,0.047872,0.010638,2,1,323,2,1,16,323,1,3,3,0.666667,22,13.5,188,4.060524,clean
6,0.065217,0.065217,0,1,0,1,1,2,0,1,9,25,0.04,1,1,46,4.581212,buggy
6,0.028302,0.028302,2,2,4,2,1,17,4,1,2,6,0.833333,13,13,106,4.211181,buggy
13,0.078788,0,2,2,0,3,1,17,0,1,3,4,0.25,8,8,165,4.348558,clean
