@relation cayenne_Concat_Single_LSTM_Metric_last_label

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute numOfBIC numeric
@attribute fileAge numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute CommitHour numeric
@attribute AGE numeric
@attribute numOfSubsystems numeric
@attribute numOfDirectories numeric
@attribute numOfFiles numeric
@attribute NUC numeric
@attribute developerExperience numeric
@attribute REXP numeric
@attribute LT numeric
@attribute 'LSTM C.E.' numeric
@attribute isBuggy {clean,buggy}

@data
2,0.006536,0.006536,0,1,819,2,2,22,819,30,360,3113,0.11982,1,1,153,18.529421,clean
2,0.012987,0.012987,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,77,18.529421,clean
183,1.178572,1,0,2,14,4,2,17,5,6,16,30,0.3,484,340,84,17.79841,clean
5,0.096774,0.064516,1,1,0,1,1,12,0,4,8,33,0.121212,33,33,31,18.232225,buggy
2,0.005988,0.005988,0,2,850,4,4,22,788,30,360,3113,0.11982,1,1,167,18.529421,clean
2,0.011494,0.011494,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,87,18.529421,clean
5,0.037313,0,0,3,48,3,2,11,11,1,4,6,0.666667,63,63,134,18.513144,buggy
2,0.003846,0.003846,0,5,132,7,2,12,0,3,5,9,0.444444,220,220,260,18.505241,clean
18,0.057508,0,3,1,0,1,1,11,0,1,8,13,0.307692,7,7,313,18.555569,buggy
4,0.016667,0.016667,1,2,579,2,1,15,579,3,13,49,0.346939,504,360,120,18.259214,buggy
16,0.012085,0.036254,1,4,572,4,1,18,412,1,17,30,0.466667,443,299,331,18.459644,buggy
2,0.011905,0.011905,0,3,21,4,1,0,6,1,16,26,0.384615,8,8,84,17.908072,buggy
2,0.028571,0.028571,0,1,419,2,2,22,419,30,360,3113,0.11982,1,1,35,18.529421,clean
8,0.054054,0.054054,0,3,415,4,3,10,366,1,2,4,1,391,247,74,18.412552,buggy
2,0.004425,0.004425,0,11,866,18,3,22,103,30,360,3113,0.11982,1,1,226,18.529421,clean
70,0.095116,0.084833,13,1,0,1,1,15,0,1,4,18,0.444444,198,198,389,18.399796,buggy
6,0.011194,0.011194,1,3,18,3,2,10,0,3,19,31,0.354839,12,12,268,18.451551,buggy
11,0.055838,0,1,4,744,5,2,14,48,1,6,17,0.470588,529,225.5,197,18.357132,buggy
2,0.030303,0.030303,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,33,18.529421,clean
2,0.012195,0.012195,0,2,482,6,3,22,257,30,360,3113,0.11982,1,1,82,18.529421,clean
20,0.037807,0,0,2,817,4,2,11,586,1,2,2,1,9,5.5,529,18.217457,clean
84,0.160643,0.176707,8,2,57,3,2,15,57,1,4,18,0.444444,198,198,249,18.399796,buggy
2,0.005025,0.005025,0,3,253,6,2,15,0,2,8,11,0.454545,17,17,199,18.568277,clean
2,0.010204,0.010204,0,1,777,4,3,22,741,30,360,3113,0.11982,1,1,98,18.529421,clean
2,0.02439,0.02439,0,1,419,2,2,22,419,30,360,3113,0.11982,1,1,41,18.529421,clean
1,0.007874,0,0,18,776,23,1,14,1,1,6,17,0.470588,529,225.5,127,18.357132,buggy
23,0.104762,0.004762,3,1,0,1,1,10,0,1,3,5,0.4,560,256.5,210,18.255045,buggy
33,0.147783,0.014778,2,0,0,1,1,16,0,2,8,20,0.1,78,78,203,18.354872,clean
1,0.007463,0,0,4,80,6,3,20,0,1,9,9,0.111111,14,14,134,18.538857,buggy
2,0.009009,0.009009,0,1,0,1,1,17,0,1,18,96,0.197917,149,149,111,18.450974,buggy
2,0.017857,0.017857,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,56,18.529421,clean
1,0.001938,0,0,1,0,1,1,10,0,3,4,4,0.75,139,139,516,18.497797,buggy
1,0.001546,0,0,2,68,3,2,15,2,3,10,23,0.130435,356,212,647,18.555569,clean
2,0.016949,0.016949,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,59,18.529421,clean
2,0.028571,0.028571,0,1,0,1,1,12,0,1,1,4,0.5,86,86,35,18.301033,buggy
3,0.012987,0.006494,1,1,0,1,1,17,0,5,9,46,0.130435,57,57,154,18.012848,buggy
16,0.026667,0.026667,5,1,0,1,1,10,0,3,19,31,0.354839,12,12,300,18.451551,buggy
13,0.069767,0.031008,1,4,682,5,1,17,503,1,49,135,0.037037,507,363,129,18.259212,buggy
5,0.013652,0.003413,0,2,104,5,3,15,66,4,13,22,0.454545,197,197,293,18.268597,buggy
6,0.014851,0.014851,0,2,43,2,1,14,43,6,43,118,0.245763,102,102,202,18.46595,buggy
2,0.005618,0.005618,0,0,747,2,2,22,747,30,360,3113,0.11982,1,1,178,18.529421,clean
2,0.021277,0.021277,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,47,18.529421,clean
3,0.017241,0.008621,1,2,78,2,1,17,78,1,18,96,0.197917,149,149,116,18.450974,buggy
56,0.110879,0.006276,2,10,221,10,1,12,137,1,2,2,1,211,211,478,16.657286,buggy
6,0.006993,0.013986,0,1,0,1,1,14,0,6,43,118,0.245763,102,102,286,18.46595,buggy
2,0.013514,0.013514,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,74,18.529421,clean
16,0.040268,0.067114,3,2,645,2,2,14,645,1,4,5,0.8,127,66,149,18.172697,buggy
59,1.9,0.066667,3,3,178,4,1,10,35,4,50,151,0.02649,209,209,30,17.936926,clean
0,0,0,0,0,0,1,1,15,0,2,9,30,0.066667,287,287,56,18.555569,clean
2,0.004202,0.004202,0,1,419,2,2,22,419,30,360,3113,0.11982,1,1,238,18.529421,clean
31,0,0.093939,3,5,324,8,2,12,26,10,37,99,0.191919,277,277,330,18.504761,clean
3,0.027027,0.054054,1,1,0,1,1,11,0,1,1,1,1,13,13,37,18.568277,buggy
84,0.139665,0.01676,10,7,627,11,3,11,12,1,4,8,0.25,476,332,537,15.245839,clean
37,0.450704,0.070423,4,1,0,1,1,17,0,2,7,16,0.625,100,85,71,18.451632,buggy
2,0.007692,0.007692,0,1,847,2,2,22,847,30,360,3113,0.11982,1,1,130,18.529421,clean
4,0.008163,0.008163,1,0,0,1,1,22,0,30,360,3113,0.11982,1,1,245,18.529421,clean
2,0.002725,0.002725,0,2,741,5,3,22,265,30,360,3113,0.11982,1,1,367,18.529421,clean
9,0,0.070866,1,3,205,3,2,23,0,1,3,6,0.666667,3,3,127,18.341011,buggy
3,0.031915,0,0,1,148,5,2,16,0,1,3,4,0.25,466,322,94,18.555569,clean
2,0.009615,0.009615,0,1,41,4,3,22,25,30,360,3113,0.11982,1,1,104,18.529421,clean
86,0.168142,0.212389,3,1,0,1,1,17,0,1,18,96,0.197917,149,149,226,18.450974,buggy
6,0.056604,0.056604,0,1,0,1,1,13,0,3,45,135,0.007407,52,52,53,18.46595,buggy
10,0.009506,0.009506,4,2,683,2,1,17,683,5,14,40,0.55,524,220.5,526,18.538277,buggy
2,0.005917,0.005917,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,169,18.529421,clean
2,0.010204,0.010204,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,98,18.529421,clean
84,0.031008,0.050388,13,2,36,2,1,18,36,1,3,6,0.5,96,96,1032,18.538857,buggy
2,0.009009,0.009009,0,1,788,2,2,22,788,30,360,3113,0.11982,1,1,111,18.529421,clean
2,0.001949,0.001949,0,5,769,8,4,22,175,30,360,3113,0.11982,1,1,513,18.529421,clean
17,0.078313,0.024096,5,4,426,9,4,12,117,2,3,5,0.8,4,4,166,18.078869,buggy
6,0.018519,0.018519,1,1,14,2,2,12,14,12,53,103,0.135922,134,134,162,18.451551,clean
13,0.02439,0.081301,4,1,1,2,1,11,1,1,4,10,0.5,82,82,123,18.334118,clean
2,0,0.012422,0,2,134,4,2,12,24,10,37,99,0.191919,277,277,161,18.504761,clean
16,0.028986,0.202899,1,2,14,2,1,20,14,1,15,15,0.266667,13,13,69,18.368834,buggy
