Commit Hash,Modify Lines,Add Lines,Delete Lines,Distribution modified Lines,Modify Files,Directories,SumOfSourceRevision,SumOfDeveloper,LSTM C.E.,bug
1b4857a65cade3c4f937400779de4066040b3fea,30,20,10,3,1,1,14,5,4.485467911,0
e2b6d3773b7ce922bb6123aad93673d0a0a9d5e0,6,5,1,1,1,1,3,3,3.377063751,0
17fc1e8798627ca3afe57a2d794c9ca93ef2a788,9,7,2,0,2,2,16,7,3.911844015,0
f015665d88ae5066e8657575bb01baa7af0a0f13,742,368,374,57,41,13,41,41,18.414814,0
018359172caf0fdb51336fdba3e87fcace741e05,81,59,22,15,1,1,1,1,12.06221771,0
0e7545e74d80985c2b90fff6288b90f8e509ea40,325,317,8,9,5,1,8,5,16.73727226,0
689f9d9c0614e9c402640bb410c0ccb69b27329e,15,13,2,1,1,1,1,1,4.575058937,0
22b9164ae7d35c26a51db70b2b62c40174813c4b,97,65,32,11,3,1,15,7,14.01266193,0
50044d0bbeb001b8ac84ddfdd423048fa49b53df,25,15,10,0,1,1,18,3,4.400838375,0
d825b79fe73c7aa3379cba874bcf0f72d35a762c,30,20,10,3,1,1,15,6,4.374940395,0
82792a9199193eb5e9a83557bd3808499b140683,4,2,2,0,1,1,2,1,3.086086512,0
489d3a02464e04e92a3bc42909a58eaa8822e491,22,20,2,1,1,1,2,1,6.574830055,0
6ad602bb9af70ed7214b6d7e4f00cd1d9a037f71,623,588,35,19,13,5,24,21,18.28698349,0
38d8bc3e18c6f966c2ef0fe661532d177e9359ee,2,1,1,0,1,1,1,1,3.081908703,0
fdaaed05d7ed3aadfe79b3ce71dd49bc45b6b9f4,229,170,59,3,2,1,9,7,16.10255051,0
ea7356a4228f700b1b8f7115762cfc42ca6c92fc,58,31,27,4,3,2,18,11,6.747345924,0
7c8628a072ba625690b08cd41185236f8128b1d7,92,53,39,1,9,2,30,23,12.18560314,0
0ffeeb20af4d58061d042bb6ebccafb2ab7d6502,99,84,15,6,5,1,15,12,14.97244358,0
c7cc4acf0525bb895662bc83be1211f87aeaadab,78,42,36,15,3,1,13,7,9.076464653,0
c4788a27270110ee630e0337402f4f48b6147ac1,2894,2273,621,78,55,15,76,55,20.54390335,0
0258e2979c9b13d1dbb9283074268f2f5f2615c6,16,8,8,4,1,1,5,3,3.967808247,0
16a5e715764e85143099b848e1dc943d196e1894,61,36,25,8,6,2,17,12,7.306819916,0
23c448801c7f90e1779897ba2c1a3c9309c1e76b,1414,699,715,206,106,28,384,234,17.2515831,0
e37546de91200cb13661bf438152e422df6e8814,141,88,53,7,6,1,55,22,16.25823784,0
cd755a1cf5ea3762463c577dd220162dee14dfd9,32,18,14,1,3,1,19,9,6.288283825,0
a868f71c0ee105b2391261721a672ee4502a77c0,533,337,196,25,5,1,33,14,17.61400223,0
2008c7eb641c647ffe2588a1119b5d52f8fc9809,172,95,77,8,6,4,20,18,12.09508228,0
4fb47726523f98f2f7f274a3d016157480edd77d,12,12,0,1,1,1,19,7,4.134355545,0
b60601e76e0218ae314f1dbf3e50c6a27a0877cf,524,418,106,13,11,2,17,14,17.02832603,0
6648ff0327219c53e0969c019dca8afd8877f9e9,690,548,142,31,7,4,27,10,18.7658577,0
018c9d1a00bf0908c340396677f4a3994fec9b31,50,27,23,7,5,1,7,6,5.719695568,0
b4814d1c17a24e8d24d11cb5b91a04fc6e2ec0d4,61,61,0,1,1,1,1,1,12.14015865,0
6fc258f8e5a812156b710193a2a06cfa7e2122cc,12,10,2,2,1,1,1,1,4.621591568,0
29e2d3948b6c981bbc3fbc1b0411ed46f5047fc2,43,30,13,0,4,2,20,13,5.216367722,0
beb8b51332c2feab4ba0806f824832b96b212f3d,63,32,31,9,7,3,47,24,7.694497108,0
cb28d7ce5ea98b10e900af5d72a742426b2ea0ce,148,62,86,6,5,2,31,14,11.31097794,0
5ea3f258965a814aeaae88fa48955cf2274270d7,7,1,6,0,1,1,11,2,3.176216602,0
9f81506feeb3901f51beacea7b72540eac211861,97,46,51,18,4,1,12,7,9.927467346,0
5cb7edf0dbc5234a203c607a81be9e164059cc20,113,51,62,4,4,1,18,11,9.230791092,0
aac3e2b77bd447df2a8b47a445e0b917a0fbbf60,64,64,0,1,1,1,1,1,11.9986763,0
9cdccc82b9e544c04b4cee796dd59a23d0282b89,156,139,17,8,3,2,7,4,16.4519062,0
7b364444031d88afb46e61c38a761fedd12accf0,1,1,0,0,1,1,2,1,3.150319815,0
38676da4f8e0566fa2d66f896f0750ad71ad3c62,171,86,85,11,7,7,14,8,17.61201859,0
e0a821c3c55c61245097aa22e4fdb6cdc8d1e7b0,120,68,52,8,2,2,11,5,13.1954298,0
5b8176e18bd77e15317c6d7f7c22f7916a2db7c6,298,296,2,4,6,3,27,8,17.74526596,0
0c078a9d054ec8cd5a55a4a519c6446a743a8049,68,51,17,4,2,1,20,9,8.84296608,0
bda8d764f65acdf3b1f520d21cb51a7396e23c7d,1604,1122,482,53,22,5,40,32,18.64949608,0
a5c826fb79e04f3d378285fd57d4c2da9895b266,690,548,142,31,7,4,34,17,18.7658596,0
41a708f04a1189ff23c60fee396f0e2b21e50d35,148,108,40,7,7,3,7,7,11.79397202,0
f6329988d8d295c235557a28d988e74ca41858a3,89,54,35,7,2,2,4,4,11.79767036,0
909cb48ff31be6476b71e9565826f6579446acce,147,73,74,6,4,2,39,18,11.66914845,0
1dc52f64311433d597ba87220eca54da0e85d942,135,102,33,5,2,1,15,6,13.01854706,0
a69f2d5a9521044f6067c5f571f33dcbc98bad70,5,4,1,3,1,1,12,5,2.973413229,0
7b91f36e23da09fde0f59bd1810e400f438484fd,191,185,6,6,4,1,7,5,16.41434669,0
b529199001e44a8174570298444e88cb5de6a182,76,76,0,10,14,5,44,21,13.60190868,0
a146e93253be13c60daf5c30ab58aa4623154acd,6,3,3,2,1,1,12,5,3.192091465,0
9611e5edf0adab7c4a1ed75efd8c21ea431e2e00,15,10,5,0,2,2,9,4,3.945718288,0
3982a589006802e108bcb089ccc79b09a115079d,8,8,0,0,1,1,4,3,3.76405859,0
6234fb4ab7fbf53c58b174e58c2435bb8079b54a,8,3,5,2,3,2,14,6,3.116598845,0
840aea410c254e29253d46983629de03843297af,81,35,46,6,11,5,47,16,7.019478321,0
c28a8178a4f2aa43c2411a943b7acfbd9ce8ee42,10,6,4,1,5,1,45,17,3.467044592,0
f82a5d39b3dfd7a619f8302f2cac2a6788dc6a7b,17,15,2,1,1,1,1,1,3.883461237,0
b08aec1dcc54dc0bcb4ff42e0cd1411d6ec0e15b,178,141,37,22,6,4,15,9,17.99209213,0
e59501ae790995d53062440898f7ee7485f43198,89,63,26,6,2,1,5,4,13.78447437,0
83d861a81de3e72be93c88620695d75350448326,37,36,1,3,2,2,25,9,8.975513458,0
0f7a09296e0f4cb987a2dd87d5c57dda962940a0,232,102,130,32,5,1,28,12,15.15672398,0
78d85d6d322590adf66b37c75c28f43703f73933,130,109,21,6,6,3,10,6,16.46277428,0
d411262672b96d428b40a5ace3af74307b1dbb90,2,1,1,0,1,1,12,4,3.044760227,0
5a28d73cdddfc8b11ca2478e390c8c94bcf34310,275,108,167,14,4,1,25,15,17.40400505,0
d24c3e5849052560e69241c4d4db3f9a99a65f78,136,55,81,10,20,13,60,37,10.1538868,0
94e72019b2e710ea927748c67aa5083928cc5c77,4,3,1,2,1,1,3,1,3.283168077,0
1651957d0c3c0f59d676076ec63b9e9b839afb07,32,18,14,5,2,1,4,3,6.525767803,0
092c95d24905a29926fff84696e1eebb13b1af9f,164,73,91,2,10,9,44,20,10.58409023,0
a08cae575dc63e2f06c8d55bd46e3858d91f6b69,51,51,0,1,1,1,1,1,10.19086552,0
fa98e2958709a85b53280e5cb592c820d0a779e8,83,48,35,4,2,1,5,2,9.104991913,0
9976b410f775d09f6d458be435ae01af5171e9bb,11,9,2,1,1,1,4,2,4.27692461,0
414f577860e027e6386d4302e5925b4518651251,5,1,4,3,1,1,13,5,2.942122698,0
f2d2ff2a503ceebbd0bd3493d4df60cae08126ae,172,95,77,8,6,4,26,24,12.09508228,0
e387a5ae62b500b467fcdae3cac0513af57fc920,88,38,50,4,14,5,43,20,7.050345898,0
16a955f84f605baba914e87f7a60331d908f76fa,159,80,79,4,3,2,24,10,12.63444424,0
89d01981394b9ca187a09f105339ff4cd9abf3b3,79,57,22,5,4,1,18,13,8.5271101,0
4ab20a35e9c14ab456f8a1f2b14f2ff8a11dca1a,124,112,12,4,5,4,9,5,17.21238518,0
71a02aa9bbfb7ed80a257ea6afa779e86fcc5135,108,108,0,1,1,1,4,3,16.15288162,0
f64a3726dfb5d3d1af1d63b1381f8a36254c0da8,58,58,0,1,1,1,1,1,11.69922256,0
9c99985a3e5a08bcbaccffe53899431f44af9181,68,51,17,4,2,1,23,11,8.84296608,0
6ee457836cbfa88b018fb1faaf0cadb4d0994c99,26,14,12,0,1,1,2,2,4.413842678,0
7a3de1038811c4c9635fdfaf135b7f77ec6861c9,9,8,1,1,3,2,10,6,3.823405981,0
b3663f6b6cc24712444c4af5d4748e9d983966b5,5,4,1,1,1,1,14,6,3.374264479,0
5b88926f459c64580a31dd01aa31f8f8e481123e,29,12,17,4,5,5,25,9,5.565894604,0
7b1edb9e170abe8f9a25e3dfbad0fd4920e2f4b8,37,37,0,1,1,1,1,1,8.408335686,0
ee2b91671d8cb6b35046aabba8426724831b7205,173,112,61,3,2,1,5,3,17.3758316,0
2b6238d7a371913b495acf2fa4cc0766d0d9dacd,4,4,0,0,1,1,2,1,4.112294197,0
e5381fd47763968bce63057627e31de4e1f7b01e,1078,424,654,68,40,16,62,40,17.99816132,0
738a97d042ffffcfb00db71b5199a0bc0663432a,24,17,7,2,2,1,15,5,5.843502522,0
583e32aed942a1b091891459b068a2f8c4d17602,75,74,1,4,4,3,15,8,12.00340366,0
325656dd5177806a99895ae72ab7a2284edacd5e,18,10,8,2,1,1,1,1,4.149302959,0
eea52adfc39c00984d1ca47613a0b52acf65e752,44,24,20,1,1,1,3,3,5.178615093,0
2d682c2bd025776f623a7c4c6cbd0298e2b894fa,4,2,2,1,1,1,16,6,3.094613314,0
39947f559078f3a633cd6b0df6e52744a9929737,695,456,239,43,15,6,50,19,19.708395,0
16d0b5a7c115f76f2f9ad7e7802992feea0f4771,89,63,26,6,2,1,3,2,13.78447533,0
b38928bfcf90a2266ee15d6034ea638d9b2b66d4,90,90,0,1,1,1,1,1,16.73077202,0
703fb40e80a91521aca62fae918737aaa5e752bb,275,108,167,14,4,1,29,15,17.40400505,0
0ec8610c409e62866bedaa5bd67e82d33155892e,215,177,38,12,4,1,22,11,17.37003899,0
fe9ab604ac568fd41b55a67c0f10fe54f39d53c8,783,496,287,96,32,21,151,65,18.55761719,0
e674bcb42e8917d498b53de72244b13cfa69c709,89,54,35,7,2,2,6,4,11.79766941,0
71b57403b9f7e61182a99f7ac24ccff4e00bb134,21,11,10,0,1,1,12,4,4.086035728,0
5a36ebaba65752bdede1a0121904f06de48e2fa1,439,334,105,23,3,2,4,3,18.05291939,0
056d4d18a9284c5f037ed80e00d6c16fab0c25e1,8,4,4,0,3,3,10,4,3.268181086,0
88b537c200d3d4606abd467faf60d9d375726386,2,1,1,0,1,1,3,3,3.14345932,0
cbe3bdb9cac7bd59599610ea6acccdbed6e7a583,33,32,1,3,2,2,22,8,7.797281742,0
dd07999449168f2f767e68b75d90943e38028eab,11,4,7,1,3,3,7,3,3.437786102,0
0ca83c37340804534fbd7b41dec1a9502d74df60,65,64,1,2,3,2,4,3,11.66302395,0
9ab30040e3311f5c9947615470ad1d366de92c0f,487,281,206,19,8,1,33,18,18.08638954,0
a4c18b387d6d117d7f75ce8f81ae321e9510bcbc,4,4,0,0,1,1,1,1,3.203655005,0
5e9f2b32eae189f59ea1fc0d9a9db650a60b93e8,43,43,0,1,1,1,1,1,9.20846653,0
4a928d175897f6d71738a7113663723d160ffa0b,146,82,64,21,9,1,60,26,15.4181633,0
7250ba1e5d968fa49d81b02ffaa4aaa685c39a7a,5,4,1,1,1,1,12,6,3.374264479,0
904b8f672a46e4cb528262fa6bd0ca8156dab828,17,17,0,2,1,1,10,5,3.766069412,0
c6be1aea314a62fc26e1212248cf9abc9f915bca,167,153,14,6,3,1,6,3,17.09529877,0
ab5c9482dd2efbb4cdc17402fddabfed05915ff2,837,413,424,113,48,11,76,66,17.43485641,1
ddfa13e6c73fcb03a4314994e2196a825abae4a3,48,23,25,2,1,1,6,2,6.472134113,0
9f402956cf483b6984cfcd02994aabb253c349bd,8,4,4,0,1,1,9,3,3.760108709,0
d6143abce42398efce70b0bf35f8e854e9820c72,187,157,30,4,5,2,40,17,17.81377792,0
f15d02721910678e29c1452c1bf6f4b495609efc,15,5,10,2,2,2,7,4,3.786212444,0
a07b8fe100925c9e4ed328b80319e48c72045dda,136,55,81,10,20,13,82,57,10.15388584,0
2d156bcd0721f436ea42c3bc4a0af314375873b4,513,264,249,77,63,22,126,96,16.76022911,1
dda13e2ec930d736881b77630fec5d45196a290f,64,53,11,4,1,1,5,2,9.073708534,0
5b98a633a788a7a7c94c4a671eccf68609abc249,677,677,0,7,7,1,7,7,18.27104568,0
5e700b5d95184bcceac30cc59707e8510e366c4b,1241,1043,198,40,26,7,153,70,18.23292351,0
2c51f4a2d2e04cc42a2c8476d395d53c1e20ba42,164,73,91,2,10,9,56,20,10.58408928,0
44571b97562d593f5a2ac7748179464f906b269d,7,5,2,1,1,1,2,1,3.189822435,0
76c7c87c5975eadbed94b9a0b09a9f219af7c4dd,443,327,116,59,16,1,42,22,18.40249062,0
8c3007d658a0043873076ced268acd319f84efb2,24,23,1,1,2,1,7,2,7.195749283,0
44750f218d6a1c3eaa06f9ee0eeb944c5dc9aa64,14,7,7,0,1,1,5,3,3.767598391,0
