@relation nutch_Add_LSTM_metric-weka.filters.unsupervised.attribute.Remove-R1

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute 'Modify Files' numeric
@attribute Directories numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute 'LSTM C.E.' numeric
@attribute bug {1,0}

@data
5,3,2,0,1,1,48,11,4.616179,0
28,20,8,2,3,3,18,13,6.331837,0
32,28,4,9,3,3,5,4,6.391411,0
337,337,0,3,3,1,3,3,15.781219,0
15,13,2,3,1,1,8,6,5.448543,0
18,9,9,1,8,6,181,63,5.856547,0
3,3,0,0,1,1,6,4,4.599025,0
182,109,73,44,23,8,108,87,15.029276,1
34,17,17,2,4,4,97,33,6.071452,0
90,85,5,2,2,2,7,6,9.602487,0
117,112,5,1,1,1,1,1,13.378794,0
49,34,15,4,5,3,80,32,7.22318,0
11,8,3,2,1,1,22,12,4.909977,0
3,3,0,0,1,1,13,9,4.606388,0
360,360,0,1,1,1,1,1,16.699427,0
26,13,13,4,9,4,207,70,6.004749,0
110,55,55,0,1,1,15,9,9.147785,0
4,2,2,0,1,1,12,6,4.819727,0
24,12,12,3,9,4,194,70,5.913193,0
13,12,1,2,1,1,4,3,5.182899,1
2,2,0,0,2,2,27,12,4.679201,0
14,7,7,0,1,1,9,5,5.529067,0
7,4,3,3,1,1,66,20,4.868368,0
90,29,61,8,2,2,10,7,6.602406,0
16,8,8,0,4,1,24,16,5.066759,0
2,1,1,0,1,1,18,9,4.542138,0
2,2,0,1,1,1,28,13,4.601447,0
4,2,2,0,2,1,6,5,4.679202,0
5,3,2,2,1,1,83,13,4.645355,0
1,1,0,0,1,1,30,9,4.486429,0
10,5,5,0,1,1,9,5,4.869076,0
46,36,10,7,2,1,13,10,7.072674,0
452,402,50,27,17,14,302,120,16.060366,0
2,1,1,0,1,1,3,3,4.606388,0
15,13,2,1,2,1,31,14,5.387457,0
19,10,9,3,1,1,58,14,4.899602,0
307,130,177,25,55,36,275,212,15.262627,0
43,22,21,1,1,1,7,5,6.957295,0
10,5,5,0,5,2,21,12,5.054292,0
42,37,5,4,2,1,16,12,7.878205,0
38,28,10,4,2,2,16,11,6.600708,0
18,14,4,1,1,1,22,11,5.121639,0
21,14,7,5,1,1,14,7,6.11079,0
144,144,0,2,2,1,17,9,16.407257,0
2,1,1,0,1,1,55,17,4.640595,0
137,125,12,4,6,5,361,71,15.032635,0
32,11,21,6,1,1,3,2,5.455654,0
20,17,3,4,2,2,64,31,5.76809,0
1128,809,319,68,31,16,659,256,16.422335,0
52,30,22,6,2,1,4,2,6.831003,0
100,89,11,6,1,1,37,10,11.933949,0
386,265,121,22,4,4,46,25,15.31142,0
80,63,17,6,3,3,48,19,10.720984,1
6,5,1,0,1,1,47,11,4.667861,0
2,1,1,0,1,1,4,3,4.606388,0
2,1,1,0,1,1,33,14,4.55303,0
17,14,3,2,1,1,9,7,5.648265,0
9,3,6,1,2,2,73,16,4.616623,0
34,17,17,2,4,4,103,34,6.071452,0
2,1,1,0,1,1,21,6,4.555335,0
28,17,11,1,7,7,44,26,5.994719,0
372,202,170,21,14,7,59,37,14.605389,0
42,21,21,4,2,2,25,19,8.022922,0
2,1,1,0,1,1,19,11,4.555335,0
48,21,27,2,1,1,22,8,6.461758,0
16,12,4,1,1,1,13,7,5.144506,0
2,1,1,0,1,1,34,14,4.55303,0
61,32,29,3,1,1,16,9,7.829702,0
1765,1186,579,70,41,22,644,323,19.242329,0
44,19,25,4,1,1,3,1,5.904955,0
161,84,77,6,1,1,23,9,12.548268,0
28,14,14,2,1,1,7,4,5.139782,1
130,63,67,2,6,5,56,28,9.127323,0
2,1,1,0,1,1,37,12,4.555335,0
6,3,3,0,1,1,10,4,4.991686,0
27,15,12,2,1,1,28,9,6.074027,0
2,1,1,0,1,1,1,1,4.606388,0
4,2,2,0,2,1,4,4,4.679201,0
24,17,7,3,1,1,8,6,6.191345,0
30,22,8,5,1,1,10,5,6.634629,0
4,4,0,0,3,3,37,16,4.808628,0
2,2,0,1,1,1,27,13,4.601447,1
96,55,41,7,3,1,60,14,11.459025,0
19,11,8,2,1,1,8,4,5.346571,0
103,88,15,2,6,4,70,40,11.563502,0
22,14,8,2,1,1,4,3,5.557164,0
25,12,13,3,2,1,9,7,5.8961,0
27,18,9,3,1,1,20,7,5.811879,0
28,25,3,4,2,2,57,24,7.595217,0
62,42,20,7,3,3,30,18,11.297352,0
29,7,22,5,1,1,19,8,4.890818,0
24,12,12,1,1,1,16,7,5.175856,0
31,17,14,1,1,1,10,5,5.42794,0
24,12,12,1,1,1,12,7,5.175856,0
82,43,39,0,1,1,5,2,8.077389,0
8,6,2,0,1,1,10,4,4.830523,0
91,40,51,15,7,4,163,61,6.137376,0
330,206,124,1,1,1,7,6,15.522561,0
2,1,1,0,1,1,5,3,4.599025,0
44,23,21,4,3,1,56,23,6.206089,0
16,7,9,4,1,1,50,17,5.364998,0
105,89,16,2,6,4,40,25,11.722587,1
19,18,1,4,2,2,12,8,5.424515,0
2,1,1,0,2,1,9,7,4.598317,0
18,9,9,1,8,6,193,63,5.856547,0
170,82,88,34,4,1,62,29,14.639672,1
2,1,1,0,1,1,1,1,4.630297,0
3,2,1,1,1,1,2,2,4.72453,0
21,21,0,6,2,2,95,30,5.767488,0
2,1,1,0,1,1,18,6,4.555335,0
43,30,13,1,3,2,48,25,6.778057,0
81,57,24,1,1,1,10,5,9.769166,0
8,2,6,0,2,2,38,15,4.693447,0
284,284,0,4,4,1,6,6,16.107124,0
39,31,8,4,2,1,28,13,6.508595,0
12,9,3,0,1,1,1,1,5.034367,1
13,6,7,0,3,2,60,26,5.044116,0
32,17,15,8,2,1,34,17,5.723908,0
3,1,2,0,1,1,3,3,4.598317,0
172,163,9,7,8,3,36,24,15.436522,0
294,294,0,2,2,1,80,14,15.099039,0
836,433,403,33,9,6,161,68,16.257263,1
62,52,10,9,1,1,8,4,9.776996,0
6,3,3,0,3,2,131,41,4.914154,0
24,13,11,2,1,1,31,9,5.862314,0
18,18,0,5,3,3,5,4,6.080888,0
24,12,12,1,1,1,17,7,5.175856,0
313,220,93,16,1,1,12,6,14.52001,0
186,173,13,17,2,2,16,10,15.24436,1
5,4,1,1,1,1,18,10,4.555335,0
32,16,16,2,1,1,17,3,6.445951,1
40,23,17,2,1,1,12,8,6.673452,0
2095,1388,707,396,206,85,878,532,14.703979,0
25,21,4,10,1,1,8,5,6.38926,0
5,4,1,1,1,1,1,1,4.834011,0
2,1,1,0,1,1,56,17,4.640595,0
174,86,88,34,4,1,68,29,14.727453,0
8,4,4,4,2,1,14,10,5.373635,0
1239,835,404,62,25,7,322,156,17.233395,0
65,55,10,9,2,1,20,10,8.465473,0
645,427,218,30,13,8,318,108,16.259859,0
6,6,0,2,1,1,7,3,4.971724,0
147,144,3,0,9,8,117,46,14.249839,0
334,319,15,8,6,3,36,17,15.580496,1
8,5,3,1,1,1,17,10,4.693492,0
22,14,8,2,1,1,3,3,5.557164,1
420,420,0,3,3,1,63,16,16.559015,0
39,27,12,2,3,3,18,12,6.445518,0
266,144,122,34,14,5,313,106,14.734724,0
9,4,5,3,1,1,14,9,4.749057,0
92,79,13,8,4,3,109,31,15.501084,1
39,27,12,2,3,3,26,12,6.445518,0
14,7,7,4,1,1,49,16,5.116516,0
65,38,27,10,2,1,61,24,6.660358,0
144,95,49,13,3,2,58,26,14.355005,0
93,88,5,4,2,1,83,17,12.990336,0
4,2,2,1,1,1,19,4,4.739085,0
2,2,0,0,1,1,1,1,4.599025,0
25,17,8,1,2,2,59,20,5.65979,1
15,11,4,1,1,1,9,7,5.388576,0
2,1,1,0,1,1,6,5,4.555335,0
39,33,6,2,1,1,36,12,7.424896,0
12,12,0,0,1,1,4,1,5.356567,0
72,44,28,5,3,3,33,10,7.560308,0
18,18,0,3,1,1,7,5,5.837523,0
11,4,7,2,4,3,92,28,4.856794,0
228,228,0,3,3,1,81,18,16.645308,0
715,472,243,166,158,75,169,159,11.470154,0
9,6,3,2,1,1,14,6,4.84214,0
21,14,7,5,1,1,12,7,6.208018,0
6,3,3,0,1,1,6,4,4.991686,0
11,8,3,2,1,1,20,11,4.909977,0
8,7,1,3,1,1,12,7,5.160434,0
83,32,51,10,6,4,140,52,5.924402,0
9,3,6,0,1,1,14,9,4.583452,1
1,1,0,0,1,1,31,8,4.545355,0
16,14,2,2,1,1,9,5,5.393456,0
511,344,167,10,9,8,202,74,16.109978,0
3,2,1,1,1,1,2,2,4.555335,0
20,17,3,4,2,2,68,31,5.76809,0
25,19,6,3,2,2,35,16,6.080678,0
27,19,8,4,1,1,15,6,8.040481,0
2,1,1,0,1,1,13,7,4.599025,0
4,3,1,2,1,1,44,12,4.685596,0
1,1,0,0,1,1,48,16,4.598317,0
7468,3865,3603,271,80,31,905,464,18.125649,0
204,180,24,13,2,2,79,20,15.14239,0
2,1,1,0,1,1,5,3,4.545355,0
6,2,4,1,1,1,45,16,4.791613,0
302,125,177,40,78,45,1158,525,15.247202,0
64,35,29,3,1,1,6,2,7.861696,0
60,30,30,0,1,1,12,3,7.175524,0
34,17,17,2,1,1,20,4,6.584762,0
117,112,5,1,1,1,2,1,13.378794,0
224,125,99,13,3,3,47,23,16.025984,0
5,2,3,1,1,1,24,7,4.574075,0
32,18,14,3,4,2,81,29,5.616448,1
504,245,259,6,5,3,28,18,15.695025,0
319,151,168,40,2,2,30,13,15.325356,0
2,1,1,0,1,1,19,9,4.542138,0
1438,855,583,326,202,84,582,497,13.505885,0
20,12,8,2,3,1,52,26,5.399734,0
19,10,9,2,1,1,31,11,5.390168,0
61,32,29,3,1,1,19,11,7.829702,0
57,36,21,0,1,1,51,11,8.330671,0
972,743,229,87,43,25,472,291,17.693319,0
8,4,4,0,1,1,10,5,4.908937,0
3,3,0,0,1,1,52,11,4.757096,0
546,241,305,99,85,25,130,85,13.584867,1
269,110,159,6,1,1,19,7,13.524099,0
247,245,2,8,6,6,39,19,15.600896,0
28,16,12,5,4,2,21,14,5.544217,0
105,105,0,1,1,1,1,1,16.060501,0
25,19,6,3,2,2,37,16,6.080678,0
53,49,4,4,1,1,12,5,7.464461,0
770,581,189,8,8,3,37,17,15.477117,0
979,390,589,183,343,98,4237,1897,9.1132,0
37,15,22,0,1,1,49,11,6.48395,0
10,8,2,2,2,2,29,14,5.18329,0
29,15,14,3,1,1,9,6,6.120726,0
12,9,3,0,1,1,10,7,4.999684,0
106,87,19,8,3,3,54,19,12.073173,0
85,74,11,7,4,4,175,36,9.380029,0
126,62,64,12,2,2,13,7,10.755899,0
6,2,4,1,1,1,47,16,4.791612,0
864,623,241,8,9,4,59,27,16.204384,0
55,28,27,12,4,3,116,43,6.495301,0
25,22,3,3,1,1,29,11,6.182491,0
7,5,2,0,1,1,54,14,4.730295,0
27,13,14,3,4,2,22,17,5.964107,0
75,41,34,5,1,1,30,13,8.30005,0
4,2,2,0,1,1,16,6,4.85196,0
1251,707,544,48,27,16,401,192,16.90976,0
20,12,8,2,3,1,57,26,5.399734,0
63,42,21,1,1,1,29,8,7.944668,0
221,125,96,22,7,3,134,53,14.067465,1
49,25,24,2,1,1,11,5,7.618339,0
11,8,3,2,1,1,11,8,5.194919,0
2,1,1,0,1,1,2,1,4.606388,0
3,3,0,0,1,1,62,13,4.684942,0
78,55,23,6,3,2,30,12,9.469255,1
2,1,1,0,1,1,38,12,4.555335,0
192,87,105,12,23,12,531,208,12.475279,0
3,1,2,1,1,1,11,5,4.542138,0
14,7,7,2,1,1,3,3,5.183171,0
387,289,98,13,22,10,415,167,12.575974,0
43,23,20,4,1,1,23,8,6.674114,0
10767,5668,5099,429,185,71,2359,1113,18.045244,0
11,7,4,0,1,1,10,7,4.959156,0
75,41,34,5,1,1,29,13,8.30005,1
4,2,2,0,2,1,6,2,4.689585,0
15,13,2,1,2,1,29,14,5.387457,0
11,4,7,2,4,3,84,28,4.856793,0
1476,671,805,98,148,62,1558,722,14.763708,0
4,1,3,0,2,1,2,2,4.61446,0
9,5,4,1,1,1,7,4,4.783076,0
104,87,17,9,1,1,16,10,13.563586,0
16,10,6,0,1,1,2,2,5.266459,0
7,2,5,2,1,1,54,17,4.697954,0
13,4,9,1,2,1,42,15,4.733379,0
11,8,3,2,1,1,6,5,5.194919,0
40,23,17,2,1,1,11,8,6.673452,0
5,4,1,1,1,1,3,2,4.834011,0
4,3,1,0,1,1,9,4,4.777221,0
51,42,9,9,1,1,50,11,8.18765,0
1476,671,805,98,148,62,1380,720,14.763707,1
32,28,4,4,1,1,14,6,7.246766,0
144,95,49,13,3,2,63,26,14.355004,0
1113,667,446,58,41,25,875,369,17.00585,0
5,1,4,1,1,1,13,9,4.545355,0
31,16,15,4,1,1,8,4,5.438313,0
25,23,2,2,1,1,5,5,6.429361,0
19,14,5,3,3,3,44,24,5.422019,0
52,42,10,8,2,2,23,10,8.234975,0
255,173,82,16,7,6,120,66,15.820415,0
1,1,0,0,1,1,33,14,4.598316,0
166,60,106,8,4,2,10,6,12.333092,0
144,144,0,2,2,1,14,8,16.407259,0
16,8,8,0,1,1,10,6,5.135047,0
5,1,4,1,1,1,12,8,4.545355,0
66,36,30,3,1,1,4,2,7.611114,0
90,46,44,1,1,1,2,1,9.97368,0
302,125,177,40,78,45,1240,525,15.247201,0
9,5,4,0,1,1,4,4,4.856533,0
103,55,48,2,1,1,8,3,9.17303,0
90,67,23,12,2,1,38,10,13.789113,0
280,120,160,7,1,1,17,7,14.050296,0
206,81,125,13,4,2,65,27,12.225477,0
9,6,3,2,1,1,13,6,4.84214,0
269,110,159,6,1,1,13,6,13.524099,0
10,9,1,2,1,1,8,5,5.223146,0
19,10,9,2,1,1,32,11,5.390168,0
4,3,1,0,1,1,8,4,4.777221,0
104,91,13,7,1,1,38,10,12.232369,0
1396,985,411,67,27,9,430,178,17.530161,0
7468,3865,3603,271,80,31,819,464,18.125649,0
316,304,12,5,4,2,53,21,15.751068,0
60,30,30,0,1,1,14,3,7.175524,0
7062,4643,2419,477,192,75,3215,1475,20.062309,0
406,406,0,1,1,1,1,1,17.011713,1
30,23,7,4,2,1,22,13,6.67399,0
206,81,125,13,4,2,69,27,12.225476,0
185,150,35,13,10,9,77,36,16.080555,0
26,15,11,2,1,1,18,6,5.764606,0
15,12,3,1,1,1,32,8,5.235016,0
1657,1066,591,128,107,56,2062,882,18.663155,0
5,3,2,2,1,1,79,12,4.645355,0
27,20,7,2,1,1,11,7,5.880625,0
2,1,1,0,1,1,24,8,4.772423,0
18,18,0,5,3,3,17,8,6.080888,0
161,84,77,6,1,1,22,9,12.548268,0
8,4,4,1,1,1,5,4,4.791453,0
18,14,4,1,1,1,21,11,5.121639,0
14,7,7,4,1,1,47,16,5.116516,0
532,427,105,54,39,23,395,231,18.206409,0
438,213,225,41,78,44,1319,552,16.075117,0
206,206,0,3,3,1,63,15,16.041433,0
75,38,37,6,4,1,26,16,7.582262,1
17,17,0,2,1,1,2,2,5.255569,0
2,1,1,0,1,1,4,3,4.599025,0
4,2,2,0,2,2,66,31,4.753967,0
147,144,3,0,9,8,108,46,14.249837,0
45,24,21,4,1,1,27,9,7.121188,0
13,12,1,2,1,1,6,4,5.293599,0
4,4,0,0,1,1,10,5,4.912508,0
2,1,1,0,1,1,2,2,4.606388,0
294,294,0,2,2,1,82,14,15.099039,0
44,23,21,4,3,1,53,23,6.206089,0
56,24,32,0,1,1,2,1,6.566978,1
2,1,1,0,1,1,6,4,4.828218,1
37,18,19,2,1,1,27,10,6.326832,0
37,18,19,2,1,1,26,10,6.326832,0
20,18,2,3,1,1,17,8,6.14019,0
125,102,23,4,3,3,36,21,14.511371,0
3,1,2,1,1,1,10,5,4.542138,0
511,252,259,6,5,3,23,18,16.8503,0
272,152,120,53,23,8,140,87,15.140396,0
30,22,8,4,1,1,5,2,6.996849,0
15,12,3,1,1,1,43,11,5.235016,0
54,26,28,2,2,1,31,14,7.160702,0
13193,7610,5583,502,206,76,3066,1435,19.655787,0
9,6,3,1,1,1,12,9,4.895195,0
34,17,17,1,6,4,46,25,5.47655,0
4,2,2,0,1,1,11,6,4.85196,0
19,13,6,2,2,1,10,9,7.039998,1
94,57,37,2,6,5,79,39,8.889501,0
911,583,328,16,15,7,55,43,16.216499,0
27,18,9,3,1,1,14,6,5.811879,0
13,4,9,1,2,1,44,15,4.733379,0
147,144,3,0,9,8,99,37,14.249838,0
4,2,2,1,1,1,2,2,4.660601,0
307,130,177,25,55,36,220,157,15.262626,0
5,2,3,1,1,1,23,7,4.574075,0
19,13,6,2,2,1,16,9,7.039998,0
2,1,1,0,1,1,3,2,4.606388,0
39,33,6,2,1,1,37,12,7.424896,0
6,5,1,0,1,1,7,5,4.813255,0
25,21,4,10,1,1,9,5,6.38926,0
37,18,19,1,1,1,6,4,5.443691,0
65,38,27,10,2,1,59,24,6.660358,0
16,8,8,0,1,1,15,6,5.135046,0
9,6,3,1,1,1,11,9,4.895195,0
70,47,23,1,1,1,6,4,9.200709,0
38,36,2,4,1,1,3,2,7.671512,0
286,285,1,3,4,2,6,6,16.45964,0
35,29,6,5,1,1,7,6,6.592041,1
33,31,2,3,3,3,42,23,7.214251,0
46,31,15,14,2,1,16,10,10.666553,0
313,220,93,16,1,1,11,6,14.520011,1
3,1,2,0,1,1,16,9,4.672627,0
3,1,2,0,1,1,4,4,4.598317,0
247,245,2,8,6,6,32,18,15.600896,0
172,163,9,7,8,3,44,24,15.436523,0
90,65,25,3,1,1,16,8,10.723276,0
33,22,11,3,1,1,10,7,6.351609,0
8,6,2,0,1,1,63,12,4.710914,0
14,11,3,5,2,2,35,16,4.852503,0
2,1,1,0,1,1,21,12,4.486429,0
2,1,1,0,1,1,5,3,4.486429,0
504,245,259,6,5,3,16,14,15.695025,1
330,206,124,1,1,1,6,5,15.522562,0
62,52,10,9,1,1,9,4,9.776996,0
1794,1209,585,82,41,22,593,290,17.756649,0
8,5,3,1,2,1,10,7,5.049609,0
33,31,2,3,3,3,47,23,7.214251,0
980,390,590,184,344,99,4744,2065,9.113201,0
46,36,10,7,2,1,22,10,7.072674,0
4,2,2,1,1,1,34,10,4.743002,0
387,289,98,13,22,10,393,162,12.575974,1
190,125,65,15,4,3,82,27,15.854935,0
134,122,12,4,6,5,348,71,14.830203,0
316,169,147,18,27,16,619,255,15.672763,0
8,4,4,4,2,1,16,11,5.373635,0
28,17,11,1,7,7,35,25,5.741025,0
8,7,1,3,1,1,5,4,5.160434,0
42,21,21,1,1,1,8,5,6.844364,0
2,1,1,0,1,1,4,3,4.545355,0
26,6,20,5,1,1,16,8,4.857389,0
32,25,7,3,3,3,159,31,6.071278,0
4,3,1,2,1,1,16,9,4.758087,0
1997,1340,657,134,58,31,705,415,18.674948,0
8,4,4,1,3,3,58,26,5.055058,0
21,21,0,6,2,2,99,30,5.767488,0
2,1,1,0,1,1,5,3,4.486429,0
8,4,4,1,3,3,67,27,5.055058,0
37,23,14,3,1,1,9,5,6.836739,0
224,125,99,13,3,3,44,23,16.025984,1
30,23,7,4,2,1,20,13,6.67399,0
546,241,305,99,85,25,217,170,13.584867,0
10,5,5,0,5,2,26,16,5.054292,0
32,18,14,3,4,2,67,29,5.616448,1
136,64,72,12,8,3,125,59,10.683334,0
36,33,3,5,1,1,5,3,7.092111,0
21,2,19,3,1,1,18,8,4.574075,0
122,73,49,0,6,5,49,27,9.199297,0
43,17,26,10,7,3,160,53,5.46116,1
104,87,17,9,1,1,18,10,13.563586,0
12,10,2,1,1,1,6,4,5.187634,1
6,6,0,2,1,1,6,3,4.971724,0
2,1,1,0,1,1,7,5,4.555335,0
186,84,102,12,20,12,375,166,11.72775,0
25,22,3,3,1,1,30,11,6.182491,0
23,14,9,2,1,1,18,11,5.460737,1
63,42,21,1,1,1,25,8,7.944668,0
485,463,22,16,8,6,191,50,16.203131,0
3,2,1,1,1,1,1,1,4.72453,0
428,426,2,3,4,2,135,28,16.304443,0
