Commit Hash,Modify Lines,Add Lines,Delete Lines,Distribution modified Lines,Modify Files,Directories,SumOfSourceRevision,SumOfDeveloper,LSTM C.E.,bug
9a7c98d249928da6c81f71cbac3b03574271fcbb,32,30,2,4,2,2,2,2,7.09758091,0
40a8a63bc6a3e3827e2d1ecd135006cc3a652c3a,11,5,6,0,1,1,127,5,3.743084192,0
928615f4287f0b712bb9d0689b82e1820c7e0ced,6,3,3,0,3,3,10,8,3.536458492,0
4540b1ea8f3cab092190fce10fba871d764f4757,9,6,3,1,4,3,45,16,3.767099857,0
31c93d6755814953e6eb0e92875ffafb8d33b060,14,14,0,3,1,1,8,4,4.370736599,0
5871a71bca4662bf2481b1ef666dddbf4202dff3,2021,1961,60,107,7,4,61,28,15.50521088,0
885d8f7ece4c80bf08254431ac24ad14349140f5,24,12,12,2,1,1,135,5,4.577771187,0
100db21fc938440f9ed691c81c9847c7afad9232,88,16,72,2,2,2,34,7,4.596410751,0
d88dfe679d1cd958c29acaf64b7d7631c041e194,42,30,12,2,1,1,56,10,5.95534277,1
72da47385c6b489790e5cec5429ad35ead9afd07,139,93,46,3,4,3,16,8,14.21068573,0
255b94d9aed81e76c1270df5db871c5bd22586be,5,2,3,0,1,1,7,4,3.551918745,0
f757c5dd85ad270201554f253deea34a40cb87b3,448,448,0,1,1,1,6,3,18.78751564,0
ae2bc0c6e08d51655651925cef97d04f0534f17e,38,32,6,5,3,3,30,6,6.646155357,0
4ee262fe2d6c760df66d8f32752dd9f96ab05c9c,243,243,0,2,2,2,4,4,13.0951004,0
5030e401a141165dd60a603b62dd0351b2f15f3f,45,17,28,1,1,1,6,4,4.71092701,0
8ca2f0584b60f43f64c7c36a4fa6ebb9a4cbc355,41,36,5,2,1,1,54,14,6.714613914,0
eac49ec2dbd944bfb036c1c1cd2daac72b686112,3,2,1,0,1,1,85,2,3.629214287,0
bd5191d9a8858945a4d83df58e261eb56bec0ab7,33,26,7,2,1,1,34,5,5.71792841,0
936295d8b152a4380b03bce3292735abc3816019,7,1,6,0,1,1,29,6,3.606422663,0
d53e4e461bc6e08a7d265258db9d00e86d873691,7,1,6,1,1,1,29,9,3.551918745,0
636ef871bc8f8d201d1571e7beb135ee28f3fa16,5,5,0,0,1,1,1,1,3.840538979,0
a26c190f9a70b0c430004d80c56e37703c2edfe8,13,10,3,0,1,1,119,5,4.121660233,0
351544823ad7a4e250ce036d822ce3207c0edf98,54,31,23,0,3,1,17,12,6.871014118,0
0406787a5c29704800132dfde79f9a9018b3e27f,27,16,11,5,1,1,3,1,4.654912472,0
a92a2f96a83481d456e9dba6ff963c86fe5150ee,4,2,2,1,1,1,64,10,3.614666224,0
c7f5931a0cc5f62b96c0f59fdbf03695de764c8d,816,422,394,137,4,2,89,6,13.61385536,1
33c893a544589218a998b8855bf98c475ab6c255,2,1,1,0,1,1,32,9,3.500341177,0
d3c68531e36908680b7ac60b9cbf1a01601e10ae,71,53,18,5,2,1,7,2,8.459296227,0
01c3539b32fd3a3c0c3afc9699304373fb3ed306,10,5,5,3,1,1,15,4,4.750622749,0
0a1dc9435264b958838c075b833ca43f96bf5d76,267,127,140,0,1,1,5,4,15.05560875,0
c170300cdc8976ed0fed37bda412c7389e85971d,164,89,75,6,1,1,12,3,13.2303791,0
b6933c7ef628a199d5960b6ab96c61fca3fe7302,99,99,0,0,17,1,145,35,11.35294437,0
c3632b87a902f12921d380c5d0e0026bcdbdc930,447,447,0,1,1,1,4,4,14.32336903,0
12d820627983d92ac24d8a296363d11b0417fa4b,24,19,5,6,2,2,27,7,5.106388569,0
07d14aa44a2aa28d64655b828b5a0a7cd83d7ba4,16,10,6,3,1,1,4,4,4.545577526,0
4382195f20ad597e22b744e16de28ee3a79af543,17,16,1,2,1,1,1,1,5.344684601,0
35abb4992662cdfaf4ccf78aa8d5126fdc76c6c6,4,2,2,0,1,1,2,1,3.583299398,0
56d4a57004cbb6c29c9a53c3281f292845ea6a99,40,37,3,3,2,2,20,9,6.144120216,0
af2073c6b7a4122c05ac9562160c8ff8e742fa6d,10,9,1,0,1,1,7,4,4.837510586,0
a6f2133fc52a715839e3b77ee0871255f4d38174,2,1,1,0,1,1,2,1,3.525605917,0
033acfb429c3fd68acb3335ba684bbe1d42c76e3,12,6,6,3,1,1,2,2,3.756252766,0
a299cbaffa6ba23f3b484b01b3457448ed8d3634,24,17,7,0,1,1,4,2,4.81731081,0
e0033ff2866c32decdd26c4356ed0f64573623c5,396,175,221,8,5,2,81,20,14.86767006,0
fc490b9793d3b6210977df20668d876258350db8,46,7,39,1,3,2,6,4,4.100927353,0
6d32a16c4c9412366d77f40b6eeb8b77bfccba6f,4257,3212,1045,18,6,3,45,24,14.66791725,0
8a95665b640f6ea702b41a788fbae8222bf230fa,19,13,6,0,2,2,5,3,4.773707867,0
c0b5ea27efa2a82217197104fda1ba98271d344e,4,2,2,0,2,2,15,4,3.581604242,0
5a16022eb356de9a9bc4971b2e8eb1f9a4b2baaa,10,8,2,1,1,1,2,1,4.237440109,0
580cf39795882e3d132700ed64dcc6e63a903947,17,13,4,1,2,1,2,2,5.163454056,0
5209efdcd68f2b42bc0ae012a7a4afc4ffd10b2f,45,35,10,2,1,1,31,6,8.408106804,0
e4df27ab1db50c52f8573b3a652f96e3b9473c50,32,28,4,0,1,1,6,5,5.119998932,0
3caf3a458ff4b938773a88a3a03bdeab8ab0fbe1,8,7,1,0,1,1,3,2,3.642657757,0
e80f794c8e847506d96f965923b19f4c0eb2ebca,2,1,1,0,1,1,9,6,3.525605917,0
06bcabe4c92f2fe5aaa7d81883692ed0075b38dc,12,6,6,0,1,1,15,5,3.65190053,0
2e31936d2258fce130102a0097bd40d54d5646c2,4,2,2,0,1,1,6,2,3.641301394,0
ba952a10c27c98b7eb547bc474b2ce627c905280,4,4,0,0,1,1,7,4,3.873426199,0
7a49adb6862cb4f94f6ebb8ba015fb964298a0b3,8,5,3,1,1,1,5,3,3.843194962,0
2f406901c91e1f33919a703270191951c9fdbe01,14,10,4,0,1,1,1,1,4.54222393,0
d05cdcc67266f3c8aa1be1c5dc8cd02fbd6e01e7,17,17,0,3,1,1,2,2,4.538598537,0
ffefcced9e08260fd4f91dd1902272619764c79c,2,1,1,0,1,0,4,1,3.606422901,0
c41d398cee14a1d2d5e5f0d0eeac1ce6154a657c,573,573,0,8,8,1,42,9,15.23600674,0
86e27aa393931cb622d33b15ddf1c846fff47a6b,24,8,16,1,2,2,76,16,4.226900101,0
afe5851affd5756fb6065560909e498c07905660,9,5,4,0,2,2,39,8,3.933448076,0
384ee1c44b1b64719503395f8c80bfd62284eeea,58,31,27,0,1,1,4,2,5.404341698,0
c3a2a8131e638d717ad184f5d9946263724d4fd2,2,1,1,0,1,1,3,3,3.607299805,0
60958e3d3476936f593ff69752067beae0441233,2,1,1,0,1,1,14,6,3.452488899,0
a7078f339b67601cd1ac927fe27d0fbd6cc8f1e0,964,964,0,1,1,1,4,1,12.29302979,0
6323cd15f456b8185688a143dbcbba68b216d9f1,4,2,2,0,2,2,31,7,3.498641253,0
4971552b85e5c12d4ebf49ddac181523c5160baa,5,5,0,0,1,1,4,2,3.876385212,1
7a037562d0947ad290b461897dddd27112cba994,14,10,4,2,1,1,2,2,4.192032814,0
4cc78440d88480788ad7fe2573b7460bc8bec93c,2,1,1,0,1,1,22,5,3.614666224,0
2aacdba5703b9032e2ade53829083f1861cd4505,36,16,20,8,2,2,14,6,4.960043907,0
f89b21d4c445841cf6845f9f932d167e296060cb,121,121,0,1,1,1,1,1,14.94790268,0
e6db31177e1d34a3f472d4922bd1ee582e00ac1a,21,2,19,0,1,1,4,2,3.592105627,0
98bb3a8ab2c3c4be7f5a6027d081baea9590ae26,24,2,22,1,1,1,4,1,3.657099724,0
e7aeae058f6d98f556f29068bbc51ec778e4cf6c,5,4,1,0,1,1,2,2,3.770909071,0
b5bffc908fee9bfb120fd4ef14c3820c05fec821,2,1,1,0,1,1,32,6,3.541241646,0
11c6aaba3a8f2ab4bfbececf7af21e733bf71ae8,32,15,17,0,1,1,20,2,4.294000626,0
b03dc0939a23f58473ee0e4e0e4ea25e6b65999e,2,1,1,0,1,1,17,7,3.74582386,0
2672aa7112cde4d47c3c24627ff72eb7da41e100,4,2,2,1,1,1,2,2,3.73735714,0
7e51770ec478868556c3779abb417a66a1683f53,30,22,8,1,1,0,2,1,4.673158169,0
aeb4184ba6d7104e21cd067fe585ded356588216,166,157,9,4,8,6,28,11,9.329395294,1
f8e294a1c5a1efcf305b9e5cc2f744b5eb4bdfa2,5,3,2,0,1,1,6,3,3.504081726,0
3992c4d2050de01674611809d9fe8c17aaa98026,34,30,4,1,1,1,8,4,5.949098587,0
ad5de10ddd0740bdb7c31690aa0f99b359a706d1,13,7,6,1,1,1,35,7,4.054489136,0
7c4aebb17e9d3ae5559f8b9a76d84f58c3b42276,14,8,6,1,1,1,10,4,3.814619064,1
221c13988cf904cb21a1c0559272a960918ad45d,30,15,15,3,1,1,17,6,4.723103523,0
2221ba0845369741405b47efc375ca70c76d7356,18,16,2,1,1,0,3,1,4.916851044,0
72e1c28886bca2e1472f3bdb4d831c2e647fadce,9,8,1,1,1,1,12,3,3.840285063,0
43d9f2178f0cbfbba971ae64ebe1259e0c5d0061,2,1,1,0,1,1,2,2,3.752129793,0
6c7a3fd0b3616a506b6f817b02fbb24147fa1a92,12,10,2,3,1,1,40,2,4.193194866,0
6a7c42e8c7b2edb2ab957abe0f670195e0ca2e5c,4,2,2,1,1,1,3,2,3.627629995,0
73acbcfec076dcd2ebda85b97e1b54172180e8c2,5174,5174,0,21,21,4,84,31,20.14250183,0
c219797c8f4e2021e05ed70adb8a562140ab1dd2,130,56,74,24,2,2,4,4,10.82343483,1
0f18789a10140fd33db44f35e4fae1aaf4444c71,2,1,1,0,1,1,24,5,3.541241646,0
6cf958c2fa7dab4a028039c7c6e8f23456a5d7e5,4,2,2,0,2,2,16,5,4.501395226,0
75d920b0ac37c9398a9211768dcdd87d4293719e,22,11,11,6,1,1,7,1,4.368980408,0
4ae731d4a604e96e4fd8bdea3f44ec4db90f252e,3,2,1,1,1,1,110,11,3.523025274,1
5c9c724131df853859f823e22693457a306587e9,2,1,1,0,1,1,111,4,3.541241646,0
f5fa3bdb5295dadf85115421d6fa7d9146b84350,360,360,0,1,1,1,5,2,16.29008865,0
7d950582fc44a17fbef65eb9f9acbaacd32495f5,16,15,1,2,2,2,83,18,4.320478916,1
355c4552284f610aa3ee857126b73ca1dcd3ee1d,11,7,4,1,1,1,12,5,3.6399014,0
8df09980dd4413966922fa7ef23236db809325af,25,25,0,1,1,1,48,9,4.401255608,1
7e6ff28337c2d30e6e5bdeec4460a8ccbdb52792,40,39,1,1,1,1,1,1,4.93124342,0
96bac63a3176160090d4ca2f87a4cbf0c9b978ea,292,159,133,9,2,2,21,10,15.85320377,0
26436eb5eaeff73c11a47a8b03384b84ae79325f,149,27,122,4,21,12,293,99,5.43730545,0
734bb6ad9ed0cf2012c96717a18bbf2a2295239c,6,3,3,2,1,1,5,5,3.678951025,0
d9215f57b66e472734a1728a3498dd009ae1820c,26,13,13,5,5,4,12,9,4.131290436,0
75c8b2214c9139472e9d2d0399cbe014ee9d81c9,7,6,1,0,1,1,11,2,3.874444246,1
5d2737f7af4a0cfc1d427b60b82716e6043ab83b,31,15,16,4,2,2,5,4,4.307300568,0
186bf012a05f76040bd35a1735fa8c33602832a0,6,4,2,2,1,1,42,6,3.724833727,0
1363536ea8efa1a4e6261c79a8d187c124cf29d5,151,92,59,40,22,13,170,80,12.04511547,1
1f2ca648a9971cd6bb17a112524d6c0259428b01,34,20,14,5,1,1,72,2,5.408677101,0
ea816201ee08fa0dd87a347f11c14781d15d2ff6,41,14,27,0,1,1,6,4,4.44865942,0
f2a6a7254808de74d1a428fd413da1262243b333,6,4,2,0,1,1,5,3,3.986255169,0
5392eb4fa0970fb7036fc2730ec5f177af278039,114,73,41,9,8,6,18,16,11.58031654,0
4432ca286d4f1c537acd9407f2f143cf362e714d,20,19,1,2,1,1,4,2,4.926615238,0
90486ae1075d14a62d14452abfea0c27485a67b5,24,22,2,1,2,2,73,14,5.136304855,0
d427d925dfa4311bedf80ac788cade3cb2660fe8,8,4,4,0,1,1,50,9,4.10021019,0
df80aa30d4c0cbae9f667ad022d9aa25adbab91d,82,75,7,9,3,3,34,10,10.8108654,0
8ae2a9647ba57bf72eeec22a341ca6d7a43cb8e8,39,30,9,7,1,1,3,1,5.997446537,0
0f0c96d5a783dee0c2ef2b26ecec440cc1e4b9d4,4,2,2,1,1,1,14,3,3.623070002,0
0306bc518b854ee26e145cf3b913be7ec34c8e90,59,28,31,10,1,1,14,5,5.555089951,0
86624b6bed72bc1e01ef0be79f0f33abe0fb9a70,164,162,2,3,2,2,9,2,14.41949844,0
8ce9b63a70838189303c465e9260a3767e2e3acb,10,5,5,1,2,2,6,3,3.655519724,0
3ca2577b939a3e572cb937a1e46ec820f2952559,6,4,2,1,1,1,6,1,3.93659544,0
a3ed9d482381f8ea0e6a9efd16c35028c66791e0,18,9,9,0,1,1,8,6,4.273122311,0
b9e3552e0255958aafce9467f1372362a212f1a4,5,2,3,1,1,1,4,3,3.55593133,0
4045c614c1a353e94b6f6c3158ff2dde99cfe686,13,6,7,5,1,1,79,2,3.833057165,0
3aa0b7e33903bc3694a6ddbf1c69eccc91e35c81,43,29,14,4,3,3,9,4,4.941712379,0
ab9c39dacd624903ee182f617b9ae3d4d09df710,12,7,5,1,1,1,44,9,4.355274677,0
a905ba470ec7505b206a086fc1d6c42bbfb95ae1,8,8,0,1,1,1,26,8,3.897925854,0
9e39eed4e1b27b1ea3a27258398299319df3122e,5,4,1,1,1,1,1,1,3.750863552,0
a949c8c688c45290aaf4d7c9da399f331f7dbbb5,84,32,52,8,1,1,17,4,5.719856262,0
45bd8295ebe85b63d8b0bd425fc03a530c6868b7,11,6,5,2,1,1,126,5,3.863018036,1
365a3e83f8bf1fb53257b53865c30573192fbea5,103,40,63,4,2,2,16,4,6.298026562,0
aa16cbf05673cbc048a20b94d9483793a17d339b,127,20,107,6,4,4,6,6,5.572966099,0
ea4165007b1342d2f55331f571e1161962697c89,34,26,8,1,1,1,5,5,5.592897892,0
690d1e4870c4107e78bfb05fc0fa23886c3cddd1,12,7,5,1,1,1,1,1,3.984227419,0
2b6dced3aa40451c00573a27da46041c037a82fd,57,23,34,5,3,2,20,3,4.588863373,0
293e1790fec7a446de763c42e1dd1243c0218d11,5,4,1,0,1,1,1,1,3.777292252,0
ed1c4c4b9327d10672a6d5f9acdb337a1601ed4c,21,10,11,3,1,1,3,2,4.353477001,0
f1bef9de4fbda0dbf7158908a13dcbdc9889bd46,19,5,14,3,1,1,109,11,3.667863607,0
20abd83126055a6210908fa6b6dc1c24c6c2b335,4,1,3,0,1,1,22,4,3.500341177,0
1972c21cb2ccade3109cf9befdbbc3ff9c7dad68,30,22,8,7,1,1,3,3,5.018900394,0
c9eea7c30ececdc0a24939fb780c56c27eec798f,43,34,9,0,1,1,19,5,5.548615932,1
1ffdc5f9764a0dc45a1daf31cf247df89f643756,118,117,1,8,1,1,3,2,13.40044498,0
a23c80911ff8db061048261a65796d28185c35f4,13,7,6,1,1,1,77,2,3.766092777,0
22e45ebe2ab9a7524ccde311fed8f01c7ff3b987,21,11,10,3,4,2,35,5,4.346056938,0
b0b53090b977db250baa67d8ee35fb0fd08c3d7b,2,1,1,0,1,1,21,6,3.551918745,0
67db12f11e7d06f860d76a0f3cb16a0c0ebb2326,2,1,1,0,1,1,4,1,3.541241646,0
0cf00e74f8b622e3e9cc852af4207e5d171fdf65,61,50,11,4,2,1,81,14,9.300751686,1
3bd0d8012462cff00686778df0725010f1d97fa7,13,5,8,0,1,1,8,2,3.877053976,0
742770d0421b1036f629d186dd76cfed76017b65,2,1,1,0,1,1,10,4,3.629292011,1
06b295681eb125c45463b6943a7f7721a6a02a44,71,68,3,10,3,1,10,3,7.420567036,0
5217a582a709cb91936cd4c66e5bbfac127430f1,36,20,16,8,2,2,12,6,5.353357315,0
310c5ff287627de0d7ee084d7960444a73dde2aa,3,1,2,0,1,1,14,2,3.551918745,0
ea8a5fe48341c855a83b60a8ba0e6556f34895ab,2,1,1,0,1,1,22,9,3.525605917,0
b8b5bd567410203b4bb9f86f3d5f54668e1c3a90,20,8,12,2,2,1,93,18,4.258324623,0
ada0e2cd5442ff4bdd8e14839a49987abb60e7a3,159,74,85,3,2,1,3,2,11.45918465,0
8c193c7b37fce9790f6fdc22972afd8596d3487d,9,2,7,0,1,1,5,2,3.591809034,0
b416bee2f0938884cad4d6e666b3bcd4489b83c2,7,4,3,2,1,1,9,2,3.748729467,0
3263b6493d93b247a1ecb2f6f86eb98fa2df038a,6,4,2,2,2,1,22,8,3.668911934,0
1ffe1a7d65706168eebefdd7a63f37ef5a81dff2,4,2,2,1,1,1,9,3,3.514630795,0
9e0ebf3af3a5e1e65b9071fcff474948eb701db9,1368,1368,0,2,1,1,14,2,13.98339081,0
79d90ec1f148ae623c85ce61d6b46cf37b6fbc45,8,3,5,0,1,1,15,4,3.510657787,0
c24796adde40ee8650f7df4074d1be71253ee420,33,32,1,1,1,1,27,5,8.969124794,1
8f0fdf0f007b8ec9caaa35754f0c2f50dc8a56c8,9,3,6,2,1,1,21,3,3.672819376,0
8ff04301aa1715587fc38b097ad8a5687f1517b6,68,29,39,4,1,1,2,2,4.952540398,0
9f66b48bae509a8de4007f9f9446ac9b73a23d9c,2,1,1,0,1,1,57,9,3.627629995,0
3cb400392baee07f7725ada2f222e1184abe9436,11,8,3,3,2,1,16,10,3.815566301,1
90a852b1eb1cfe31e43ec594b715bb23f0402b2b,2,1,1,0,1,1,2,2,3.495942593,0
688b3dc3b833c71b2270ab958d5ce84405fd4a41,4,1,3,0,1,1,1,1,3.525606155,0
e9d11c4e60c004f0931d27ae0fec7f52962a64a6,210,184,26,11,8,2,41,16,14.90107441,0
8e6dd80e1114b66e1ca482e5ddd436733e532fc2,61,35,26,4,1,1,10,3,5.803991795,0
24d888ac4c04774aa879316947a191094530dfd9,6,3,3,0,2,2,26,7,3.766307116,0
36e0e16446114f957056a56cc79b0361b8194f6e,7,7,0,0,7,7,14,7,3.904009342,0
5b3b9fd1c0f2fbfb20224eeb18c33788ec51f2c0,4,2,2,0,1,1,4,3,4.028443813,0
572eaf158526afb5f8d1f82218368b51ad79390a,448,448,0,1,1,1,7,3,18.78751564,0
97554095dc1883afeda0b69ff85f68e8cb6733ff,4,1,3,0,1,1,2,2,3.500341177,0
c3f4fd8288ffe7662fdf87de3beeef13058f4e41,28,18,10,2,1,1,101,11,4.676718235,0
3453072a0210990c8c9563557af12de3da4bbf4a,41,34,7,7,8,7,50,28,6.05015564,0
15c7fef87c6412b9b6496ae12ea131621adf91de,12,2,10,0,1,1,5,4,3.606422663,1
6578021bce3f2319c0fa6998fdc7a09d9a373d09,7,4,3,1,1,1,16,5,3.903405905,0
a17b9eb85835a5eaa306a893a0a8bcd51a49e299,6,6,0,0,1,1,47,2,3.76472497,0
d8f4ec430f1285c36375047b0f3488a313602555,6,5,1,2,1,1,2,2,3.67484951,0
b17fc4dbf6232054f8461f63b7edf66d39a2204c,28,16,12,0,1,1,54,2,4.604685783,0
a35432405c03cbc73be5448c3cf73a696a517bbc,50,49,1,1,1,1,4,4,10.64683628,1
70a4847d3e18d7298ef19f74cb76e997dc7293e1,4,4,0,1,1,1,8,3,3.654280663,0
e0dd85b6ff4ccb848db7ac173eaf21f242947d63,32,32,0,1,1,1,9,5,8.301420212,0
ae73edbe4641e809969d90d0dec2771a97c85aef,240,137,103,29,4,2,34,12,14.4207592,1
5aff9a7d9fa832c9e65cf2e0b2cb6d143b9e4338,2,1,1,1,1,1,104,11,3.541241646,0
5f8d99b7031f51e8ae3c40bc357b173014aadbd7,26,9,17,3,1,1,15,3,3.911090612,0
9638acdd7a171be2e3d3f258c8fdbb560d5e376c,2,1,1,0,1,1,3,3,3.525605917,0
b2e8aa2167235e0420f8d6e79042f6e978378d8c,3,1,2,1,1,1,6,1,3.495942831,0
5462d5ff4677655b41796faa85a2b83b397092ff,12,6,6,3,1,1,34,2,3.769935608,0
5f156f2e8667de467318f56b7138e4f43fd434b7,2,1,1,0,1,1,4,4,3.476874113,0
3eb491cded846c352952cdb3a6fffed817e14741,18,9,9,0,2,1,64,14,4.200052738,0
8cb3793498199d9fcff32484e5208f311f94cad4,7,5,2,1,1,1,4,3,4.123270988,0
c8272f2bcba681589b317084b6610384a383ae44,28,9,19,4,2,1,27,5,4.232774734,0
0d7b0bcc5b1f9f5b2219e92b1879413aa79f4818,19,8,11,5,2,2,74,3,4.304353714,0
4da8d37d07a3c3c4fa16dcce1e488c9f6d5be118,1232,1132,100,3,68,21,271,124,10.16462135,1
53b2a07ea77fd2f5bfd588ad1c9159bb48c5c886,5,3,2,0,1,1,4,2,3.624869347,0
ce5c639d54b105296449fb172fbbbead5be964ff,65,46,19,7,2,2,27,6,11.21325111,0
488619017c58c05a07d7a293f734c0ba2c171ed0,4,2,2,1,1,1,3,2,3.625242472,0
871df9b964f50103f0121b962362ebc4d865666e,186,140,46,4,1,1,5,3,9.507760048,0
43f2c8e47b2072e2c0e42097c4462180af30efdb,329,327,2,5,7,3,31,14,14.1505394,1
3e2f6d6f8eb120dd9e61dbf15a8763df3993ebfa,7,5,2,1,1,1,4,1,4.206709385,0
f6833f748a297aed5a2c60949975e410c7eb7666,4,2,2,0,2,2,2,2,3.668543816,0
1029030bfe3afbcd89bba6642192eba2e9c5c3b4,12,6,6,0,6,6,183,39,4.502810001,0
515546ed500b88ffd7bf6e4b099ae7e89069ca5a,72,72,0,0,18,1,194,39,7.440099239,0
0d54b5357863d101eec47f20739d60913b3c869d,66,34,32,1,1,1,21,5,6.090598583,0
9e64c6aaaaf617080980c03f5bc273ec752841d2,118,54,64,6,1,1,96,2,7.598720074,0
7ddc32455f7d995ada215391e7f0826ab3f243f0,22,10,12,0,1,1,8,2,3.879085779,0
31b206d1c54f29e3637d75f0676b9d017eeab14a,63,60,3,1,3,2,6,3,10.81435108,0
b71c37dbb27adb0daab779b93f30d3dfc062a5b9,4,2,2,0,2,1,11,6,3.688332319,0
05b5bf770c5d60c8312bf6c563e0a3755bcc5f07,5,2,3,1,1,1,3,1,3.735345364,0
8255a29103b5533d00f9c2e134ae091d14d18cf8,76,76,0,1,1,1,1,1,14.86816502,0
06b6126f01482bc201f0ebb5ae31a02156eacd47,203,122,81,2,5,4,63,24,15.15155029,0
e22974b0edaeaf83410c5737cd09b229e505f226,8,7,1,2,1,1,138,5,4.162724018,0
ce1d251bfbd67c8a3129034179e9de034149d04b,39,23,16,3,1,1,84,2,5.177933693,0
264985f7f7ca75ba53511836d68ce7c1d99ca41a,1,1,0,0,1,1,4,3,3.452488899,0
ad664b181249c4b8e8821003d7e750632943ce36,29,28,1,2,1,1,24,5,5.520429611,0
c2cea059fecc3bc4a2c01adc6a30d2a1508bd64b,22,20,2,2,1,1,39,7,5.592060089,0
138f8a63e50224d2a1f5e8dbb0ae8ae30f46dbef,2,1,1,0,1,1,7,2,3.582239151,0
