@relation cayenne_Line_Single_LSTM_Metric_last_label

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute numOfBIC numeric
@attribute fileAge numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute CommitHour numeric
@attribute AGE numeric
@attribute numOfSubsystems numeric
@attribute numOfDirectories numeric
@attribute numOfFiles numeric
@attribute NUC numeric
@attribute developerExperience numeric
@attribute REXP numeric
@attribute LT numeric
@attribute 'LSTM C.E.' numeric
@attribute isBuggy {clean,buggy}

@data
15,0.064516,0.032258,1,4,682,5,1,17,503,1,49,135,0.037037,507,363,155,10.671924,buggy
2,0.007813,0.007813,0,2,748,7,3,22,418,30,360,3113,0.11982,1,1,128,8.695129,clean
707,0.358885,0.051684,37,1,0,1,1,14,0,1,3,26,0.076923,15,15,1722,3.524212,buggy
2,0.003546,0.003546,0,0,797,2,2,22,797,30,360,3113,0.11982,1,1,282,8.695129,clean
17,0.116883,0.103896,1,1,0,1,1,12,0,4,8,33,0.121212,33,33,77,11.309262,buggy
55,0.180124,0.161491,4,7,657,9,3,17,238,2,7,16,0.625,100,85,161,6.938617,buggy
5,0.038462,0.025641,2,1,0,1,1,18,0,2,2,7,0.285714,205,205,78,1.69977,buggy
6,0.023077,0.023077,2,2,35,2,1,16,35,2,15,26,0.307692,137,137,130,6.828615,buggy
7,0.006865,0.009153,3,0,17,2,1,12,17,5,25,50,0.1,229,229,437,6.237772,clean
2,0.04,0.04,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,25,8.695129,clean
4,0.020548,0.006849,1,1,0,1,1,13,0,2,26,80,0.3,35,20,146,8.695129,buggy
10,0.017921,0.017921,3,2,1,2,1,14,1,6,43,118,0.245763,102,102,279,12.315005,buggy
2,0.020408,0.020408,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,49,8.695129,clean
2,0.019231,0.019231,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,52,8.695129,clean
10,0.028902,0.028902,2,1,0,1,1,17,0,1,1,2,0.5,17,17,173,2.833835,buggy
2,0.014085,0.014085,0,2,799,5,3,22,162,30,360,3113,0.11982,1,1,71,8.695129,clean
74,1.842105,0.105263,3,2,142,2,1,16,142,4,50,151,0.059603,189,189,38,1.599715,buggy
2,0.022222,0.022222,0,1,650,2,2,22,650,30,360,3113,0.11982,1,1,45,8.695129,clean
18,0.016949,0.135593,1,1,0,1,1,18,0,1,17,30,0.466667,443,299,118,4.617694,buggy
2,0.002137,0.002137,0,2,249,4,2,12,1,1,1,1,1,309,165,468,9.788165,clean
2,0.021739,0.021739,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,46,8.695129,clean
2,0.005814,0.005814,0,2,493,3,1,17,456,4,12,15,0.733333,496,352,172,2.588001,clean
14,0.037634,0,1,2,72,6,2,10,0,1,3,4,1,85,85,372,6.408153,clean
4,0.046512,0.046512,0,1,0,1,1,17,0,3,7,19,0.052632,54,54,43,8.585596,buggy
2,0.027778,0.027778,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,36,8.695129,clean
14,0.016667,0.061111,2,0,0,1,1,11,0,1,1,6,0.5,323,179,180,3.995377,clean
2,0.010101,0.010101,0,1,656,3,2,22,638,30,360,3113,0.11982,1,1,99,8.695129,clean
3,0.017544,0.035088,0,1,0,1,1,17,0,1,18,96,0.197917,149,149,57,5.99278,buggy
2,0.02381,0.02381,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,42,8.695129,clean
6,0.038961,0.038961,0,1,0,1,1,9,0,2,8,18,0.611111,10,10,77,3.69494,buggy
2,0.011765,0.011765,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,85,8.695129,clean
18,0.083333,0.130952,1,0,0,1,1,15,0,1,2,26,0.192308,61,61,84,4.587115,clean
6,0.107143,0.107143,0,1,0,1,1,15,0,2,4,17,0.352941,73,58,28,4.587115,buggy
2,0.003559,0.003559,0,1,144,3,2,22,61,30,360,3113,0.11982,1,1,281,8.695129,clean
7,0.037634,0,1,0,78,2,2,12,78,2,3,4,0.5,4,4,186,1.559486,clean
25,0.009132,0.013699,1,14,721,19,2,11,5,1,5,17,0.117647,113,52,1095,4.55954,buggy
4,0.00813,0.00813,1,2,83,4,2,12,14,12,53,103,0.135922,134,134,246,4.769563,clean
12,0.028037,0.028037,2,1,12,2,2,14,12,4,22,64,0.0625,6,6,214,4.287605,clean
12,0.15,0.05,2,1,0,1,1,12,0,1,3,8,0.25,194,194,60,1.641696,buggy
6,0.111111,0.111111,1,1,0,1,1,16,0,2,9,59,0.016949,155,155,27,3.800358,buggy
3,0.012195,0.02439,0,2,7,2,1,11,7,8,22,27,0.111111,41,26,82,11.211071,buggy
2,0.007353,0.007353,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,136,8.695129,clean
5,0.015873,0.010582,1,2,296,4,3,15,9,12,38,69,0.072464,310,166,189,4.767971,clean
2,0.015385,0.015385,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,65,8.695129,clean
2,0.007874,0.007874,0,1,781,2,2,22,781,30,360,3113,0.11982,1,1,127,8.695129,clean
2,0.003247,0.003247,0,2,24,5,2,18,10,3,5,8,0.5,182,182,308,9.788165,clean
45,0.275862,0.034483,6,2,40,3,1,14,0,1,6,17,0.470588,529,225.5,145,1.413209,buggy
133,0.020859,0.142331,2,8,785,12,3,11,28,1,2,2,0.5,538,234.5,815,4.102077,clean
2,0.012821,0.012821,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,78,8.695129,clean
11,0.070423,0.084507,2,1,0,1,1,16,0,7,15,20,0.1,100,100,71,9.788165,buggy
6,0.034091,0.034091,1,1,0,2,1,15,0,3,10,39,0.025641,8,8,88,4.896966,buggy
16,0.102041,0.061224,2,3,10,3,1,15,10,1,1,1,1,261,261,98,2.729317,buggy
6,0.017544,0.008772,1,3,85,3,1,17,7,5,26,49,0.22449,105,105,228,4.318259,buggy
35,0.115385,0.076923,0,3,286,7,4,15,7,3,7,10,0.1,297,153,182,3.06524,clean
5,0.033784,0,0,2,438,3,1,13,430,1,3,12,0.5,347,203,148,2.004241,buggy
2,0.022727,0.022727,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,44,8.695129,clean
12,0.22449,0.020408,2,1,0,1,1,14,0,1,6,17,0.470588,529,225.5,49,1.413209,buggy
2,0.004367,0.004367,0,2,253,7,4,22,76,30,360,3113,0.11982,1,1,229,8.695129,clean
2,0.003788,0.003788,0,3,825,6,4,22,487,30,360,3113,0.11982,1,1,264,8.695129,clean
5,0.005405,0.008108,1,2,355,3,1,17,355,5,14,40,0.55,524,220.5,370,2.588001,buggy
3,0.003846,0.007692,0,4,283,8,2,15,0,2,8,11,0.454545,17,17,260,3.240268,clean
23,0.311475,0.065574,1,7,220,8,4,15,2,1,2,2,1,32,32,61,2.771625,buggy
7,0.05,0.066667,1,0,0,1,1,16,0,2,8,20,0.1,78,78,60,4.592854,clean
18,0.069767,0.139535,2,1,0,1,1,14,0,6,43,118,0.245763,102,102,86,12.315005,buggy
2,0.013889,0.013889,0,1,0,2,1,15,0,3,10,39,0.025641,8,8,72,4.896966,buggy
16,0.12,0.2,1,1,0,1,1,14,0,13,20,29,0.034483,112,112,50,6.112423,buggy
4,0.01005,0.01005,1,1,0,1,1,10,0,13,24,35,0.428571,34,19,199,5.006952,buggy
140,0.011442,0.308924,8,5,383,10,3,10,9,1,1,2,1,335,191,437,3.836198,clean
3,0.027778,0.013889,1,1,0,1,1,16,0,2,6,12,0.416667,184,184,72,6.86554,buggy
2,0.020408,0.020408,0,0,2,2,2,14,2,1,2,3,0.333333,486,342,49,11.211071,clean
